,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
158,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,48867,48969,7300,7314,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,19,19,326,158,0.42,0.6428571428571428
159,ref-m.5.3.1.5.2-ref-m.5.3.1.5.10,ref-sifre-n.29.2.2-ref-sifre-n.29.2.17,685389,685440,106741,106749,ref-m.5.3.1.5.2,ref-m.5.3.1.5.10,49003,49079,7317,7330,ref-sifre-n.29.2.2,ref-sifre-n.29.2.17,בתורין פסול בבני יונה כשר בבני יונה פסול בתורין ,תורים או שני בני יונה מכאן אמרו אין מביאים תורים כנגד בני יונה ולא בני יונה ,9,16,407,159,0.6052631578947368,0.8181818181818181
160,ref-m.5.7.6.8.11-ref-m.5.7.6.8.17,ref-sifre-n.29.2.2-ref-sifre-n.29.2.17,761945,761985,118674,118680,ref-m.5.7.6.8.11,ref-m.5.7.6.8.17,49003,49079,7317,7330,ref-sifre-n.29.2.2,ref-sifre-n.29.2.17,תורין ובני יונה מהקדש תורין ובני יונה ,תורים או שני בני יונה מכאן אמרו אין מביאים תורים כנגד בני יונה ולא בני יונה ,7,16,438,160,0.5789473684210527,0.8
162,ref-m.5.11.2.5.50-ref-m.5.11.2.5.59,ref-sifre-n.29.2.10-ref-sifre-n.29.2.19,799482,799533,124768,124777,ref-m.5.11.2.5.50,ref-m.5.11.2.5.59,49039,49090,7323,7332,ref-sifre-n.29.2.10,ref-sifre-n.29.2.19,מביאין תורין כנגד בני יונה ולא בני יונה כנגד תורין ,מביאים תורים כנגד בני יונה ולא בני יונה כנגד תורים ,10,10,452,162,0.058823529411764705,0.0
164,ref-m.3.4.3.4.3-ref-m.3.4.3.4.21,ref-sifre-n.30.1.189-ref-sifre-n.30.1.212,372348,372436,57875,57890,ref-m.3.4.3.4.3,ref-m.3.4.3.4.21,50178,50293,7506,7520,ref-sifre-n.30.1.189,ref-sifre-n.30.1.212,מאה יום נטמא יום מאה סותר את הכל רבי אליעזר אומר אינו סותר אלא שלשים נטמא יום מאה ואחד ,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום ,19,24,140,164,0.543859649122807,0.6111111111111112
165,ref-m.3.4.3.3.5-ref-m.3.4.3.4.6,ref-sifre-n.30.1.303-ref-sifre-n.30.1.322,372225,372364,57856,57878,ref-m.3.4.3.3.5,ref-m.3.4.3.4.6,50757,50859,7573,7586,ref-sifre-n.30.1.303,ref-sifre-n.30.1.322,נטמא יום שלשים סותר את הכל רבי אליעזר אומר אינו סותר אלא שבעה הריני נזיר שלשים יום נטמא יום שלשים סותר את הכל הריני נזיר מאה יום נטמא יום ,טמא נזרו הטומאה סותרת הכל ואין התגלחת סותרת הכל אין לי אלא ימי טומאתו שאין עולים לו מן המנין ימי ,29,20,136,165,0.6376811594202898,0.7
167,ref-m.3.4.7.3.42-ref-m.3.4.7.3.48,ref-sifre-n.30.1.504-ref-sifre-n.30.1.510,381284,381321,59263,59269,ref-m.3.4.7.3.42,ref-m.3.4.7.3.48,51768,51805,7704,7710,ref-sifre-n.30.1.504,ref-sifre-n.30.1.510,ימי הזב והזבה וימי הסגרו של מצורע ,ימי הזב והזבה וימי הסגרו של מצורע ,7,7,157,167,0.0,0.0
169,ref-m.3.4.6.5.33-ref-m.3.4.6.5.39,ref-sifre-n.30.1.559-ref-sifre-n.30.1.614,378441,378484,58808,58814,ref-m.3.4.6.5.33,ref-m.3.4.6.5.39,52050,52356,7729,7746,ref-sifre-n.30.1.559,ref-sifre-n.30.1.614,לא הותר מכללו וטומאה ותגלחת הותרו מכללן ,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה ,7,56,148,169,0.8691275167785235,0.8181818181818181
170,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,53512,53640,7816,7832,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,19,25,327,170,0.49193548387096775,0.6470588235294117
172,ref-m.3.4.3.4.3-ref-m.3.4.3.4.21,ref-sifre-n.31.1.43-ref-sifre-n.31.1.66,372348,372436,57875,57890,ref-m.3.4.3.4.3,ref-m.3.4.3.4.21,53919,54034,7866,7880,ref-sifre-n.31.1.43,ref-sifre-n.31.1.66,מאה יום נטמא יום מאה סותר את הכל רבי אליעזר אומר אינו סותר אלא שלשים נטמא יום מאה ואחד ,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום ,19,24,141,172,0.543859649122807,0.6111111111111112
173,ref-m.3.4.3.3.5-ref-m.3.4.3.4.6,ref-sifre-n.31.1.157-ref-sifre-n.31.1.176,372225,372364,57856,57878,ref-m.3.4.3.3.5,ref-m.3.4.3.4.6,54498,54600,7933,7946,ref-sifre-n.31.1.157,ref-sifre-n.31.1.176,נטמא יום שלשים סותר את הכל רבי אליעזר אומר אינו סותר אלא שבעה הריני נזיר שלשים יום נטמא יום שלשים סותר את הכל הריני נזיר מאה יום נטמא יום ,טמא נזרו הטומאה סותרת הכל ואין התגלחת סותרת הכל אין לי אלא ימי טומאתו שאין עולים לו מן המנין ימי ,29,20,137,173,0.6376811594202898,0.7
175,ref-m.3.4.7.3.42-ref-m.3.4.7.3.48,ref-sifre-n.31.2.84-ref-sifre-n.31.2.90,381284,381321,59263,59269,ref-m.3.4.7.3.42,ref-m.3.4.7.3.48,55509,55546,8064,8070,ref-sifre-n.31.2.84,ref-sifre-n.31.2.90,ימי הזב והזבה וימי הסגרו של מצורע ,ימי הזב והזבה וימי הסגרו של מצורע ,7,7,158,175,0.0,0.0
177,ref-m.3.4.6.5.33-ref-m.3.4.6.5.39,ref-sifre-n.31.3.49-ref-sifre-n.31.3.104,378441,378484,58808,58814,ref-m.3.4.6.5.33,ref-m.3.4.6.5.39,55791,56097,8089,8106,ref-sifre-n.31.3.49,ref-sifre-n.31.3.104,לא הותר מכללו וטומאה ותגלחת הותרו מכללן ,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה ,7,56,149,177,0.8691275167785235,0.8181818181818181
178,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,57253,57381,8176,8192,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,19,25,328,178,0.49193548387096775,0.6470588235294117
179,ref-m.5.2.7.4.34-ref-m.5.2.7.5.4,ref-sifre-n.34.1.18-ref-sifre-n.34.1.27,668567,668654,104017,104030,ref-m.5.2.7.4.34,ref-m.5.2.7.5.4,58131,58185,8304,8313,ref-sifre-n.34.1.18,ref-sifre-n.34.1.27,התודה התודה טעונה לחם לא ולדה ולא חליפתה ולא תמורתה טעונין לחם האומר הרי עלי תודה ,ותודה טעונה לחם ואיל ונזיר טעון לחם אם למדתי לתודה ,16,10,388,179,0.5,0.6923076923076923
180,ref-m.5.2.9.6.15-ref-m.5.2.9.6.20,ref-sifre-n.34.1.74-ref-sifre-n.34.1.78,673461,673497,104850,104855,ref-m.5.2.9.6.15,ref-m.5.2.9.6.20,58442,58477,8352,8356,ref-sifre-n.34.1.74,ref-sifre-n.34.1.78,שחטאתו של מצורע ואשמו טעונים נסכים ,למצורע שחטאתו ואשמו טעונים נסכים ,6,5,399,180,0.34285714285714286,0.4285714285714286
181,ref-m.3.4.2.6.6-ref-m.3.4.2.6.17,ref-sifre-n.35.1.35-ref-sifre-n.35.1.70,370875,370933,57625,57636,ref-m.3.4.2.6.6,ref-m.3.4.2.6.17,58979,59170,8436,8458,ref-sifre-n.35.1.35,ref-sifre-n.35.1.70,ושמע חבירו ואמר ואני עלי לגלח חצי נזיר זה מגלח נזיר שלם ,וגלח הנזיר פתח אהל מועד בשלמים הכתוב מדבר אתה אומר בשלמים הכתוב מדבר או פתח אהל מועד כמשמעו אמרת אמרה תורה ולא תעלה במעלות על מזבחי קל וחומר שלא יגלח הוא מה תלמוד לומר וגלח הנזיר ,12,36,127,181,0.8044692737430168,0.8518518518518519
183,ref-m.3.4.2.5.6-ref-m.3.4.2.5.23,ref-sifre-n.35.1.52-ref-sifre-n.35.1.70,370755,370846,57605,57618,ref-m.3.4.2.5.6,ref-m.3.4.2.5.23,59070,59170,8444,8458,ref-sifre-n.35.1.52,ref-sifre-n.35.1.70,ושמע חבירו ואמר ואני ועלי לגלח נזיר אם היו פקחים מגלחים זה את זה ואם לאו מגלחים נזירים ,כמשמעו אמרת אמרה תורה ולא תעלה במעלות על מזבחי קל וחומר שלא יגלח הוא מה תלמוד לומר וגלח הנזיר ,18,19,126,183,0.648936170212766,0.8695652173913043
184,ref-m.1.6.2.6.14-ref-m.1.6.2.6.23,ref-sifre-n.36.1.5-ref-sifre-n.36.1.18,71140,71195,11029,11038,ref-m.1.6.2.6.14,ref-m.1.6.2.6.23,59674,59743,8524,8534,ref-sifre-n.36.1.5,ref-sifre-n.36.1.18,שאינו מבושל על המבושל ולא מן המבושל על שאינו מבושל ,הבשלה אין בשלה אלא שלמה ר' שמעון בן יוחאי אומר אין בשלה אלא שנתבשלה ,10,14,16,184,0.6764705882352942,0.7692307692307692
185,ref-m.3.4.6.9.11-ref-m.3.4.6.9.25,ref-sifre-n.36.1.18-ref-sifre-n.36.1.43,379474,379545,58963,58977,ref-m.3.4.6.9.11,ref-m.3.4.6.9.25,59735,59860,8534,8559,ref-sifre-n.36.1.18,ref-sifre-n.36.1.43,בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ,שנתבשלה עם האיל וחלת מצת אחת אם נפרסה או נחסרה פסולה ורקיק מצת אחת מן הסל היה שאם נפרס או נחסר פסול ונתן על כפי הנזיר ,15,26,154,185,0.4915254237288136,0.5
186,ref-m.3.4.2.6.20-ref-m.3.4.2.6.34,ref-sifre-n.36.1.43-ref-sifre-n.36.1.52,370944,371016,57639,57649,ref-m.3.4.2.6.20,ref-m.3.4.2.6.34,59854,59901,8559,8566,ref-sifre-n.36.1.43,ref-sifre-n.36.1.52,נזיר שלם דברי רבי מאיר וחכמים אומרים זה מגלח חצי נזיר וזה מגלח חצי נזיר ,הנזיר אחר התגלחו את נזרו זה אחר התגלחו את נזרו ,15,10,128,186,0.6666666666666666,0.8571428571428572
187,ref-m.5.2.5.6.51-ref-m.5.2.5.6.60,ref-sifre-n.37.1.6-ref-sifre-n.37.1.17,664811,664869,103409,103418,ref-m.5.2.5.6.51,ref-m.5.2.5.6.60,59965,60035,8578,8589,ref-sifre-n.37.1.6,ref-sifre-n.37.1.17,מוליך ומביא מעלה ומוריד שנאמר אשר הונף ואשר הורם תנופה ,מוליך ומביא מעלה ומוריד שנאמר אשר הונף ואשר הורם מקיש הרמה לתנופה ,10,12,387,187,0.16666666666666666,0.09999999999999998
189,ref-m.5.2.5.6.51-ref-m.5.2.5.6.57,ref-sifre-n.37.1.24-ref-sifre-n.37.1.37,664811,664852,103409,103415,ref-m.5.2.5.6.51,ref-m.5.2.5.6.57,60066,60144,8596,8609,ref-sifre-n.37.1.24,ref-sifre-n.37.1.37,מוליך ומביא מעלה ומוריד שנאמר אשר הונף ,מוליך ומביא ומה הרמה מעלה ומוריד אף תנופה מעלה ומוריד מכאן אמרו מצות תנופה ,7,14,384,189,0.5466666666666666,0.7142857142857143
190,ref-m.5.1.14.2.14-ref-m.5.1.14.2.23,ref-sifre-n.37.1.46-ref-sifre-n.37.1.53,653553,653600,101734,101742,ref-m.5.1.14.2.14,ref-m.5.1.14.2.23,60189,60229,8617,8624,ref-sifre-n.37.1.46,ref-sifre-n.37.1.53,שנאמר לפני משכן ה' כל שאינו ראוי לפני משכן ה' ,לפני ה' במזרח שבכל מקום שנאמר לפני ה' ,10,8,373,190,0.6521739130434783,0.7
191,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,62837,62916,9056,9070,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,19,15,329,191,0.41935483870967744,0.5833333333333333
192,ref-m.3.5.7.6.52-ref-m.3.5.7.6.58,ref-sifre-n.39.1.153-ref-sifre-n.39.1.159,396601,396635,61782,61787,ref-m.3.5.7.6.52,ref-m.3.5.7.6.58,63187,63221,9112,9117,ref-sifre-n.39.1.153,ref-sifre-n.39.1.159,וישא אהרן את ידיו אל העם ויברכם ,וישא אהרן את ידיו אל העם ויברכם ,7,7,220,192,0.0,0.0
193,ref-m.5.9.7.2.87-ref-m.5.9.7.2.93,ref-sifre-n.39.1.153-ref-sifre-n.39.1.159,783052,783086,121970,121975,ref-m.5.9.7.2.87,ref-m.5.9.7.2.93,63187,63221,9112,9117,ref-sifre-n.39.1.153,ref-sifre-n.39.1.159,וישא אהרן את ידיו אל העם ויברכם ,וישא אהרן את ידיו אל העם ויברכם ,7,7,446,193,0.0,0.0
194,ref-m.3.5.5.4.15-ref-m.3.5.5.4.26,ref-sifre-n.39.1.349-ref-sifre-n.39.1.365,393312,393378,61264,61272,ref-m.3.5.5.4.15,ref-m.3.5.5.4.26,64157,64245,9257,9270,ref-sifre-n.39.1.349,ref-sifre-n.39.1.365,ויאמרו לאמר שאין תלמוד לומר לאמר ומה תלמוד לומר לאמר מלמד שהיו ,תלמוד לומר אמור להם שיהיה כל הקהל שומע ומנין שחזן צריך לומר להם אמרו תלמוד לומר אמור ,12,17,204,194,0.6235294117647059,0.6363636363636364
195,ref-m.3.7.4.14.210-ref-m.3.7.4.14.213,ref-sifre-n.40.1.221-ref-sifre-n.40.1.224,436549,436567,68034,68037,ref-m.3.7.4.14.210,ref-m.3.7.4.14.213,65412,65430,9449,9452,ref-sifre-n.40.1.221,ref-sifre-n.40.1.224,וקוי ה' יחליפו כח ,וקוי ה' יחליפו כח ,4,4,227,195,0.0,0.0
196,ref-m.2.4.3.2.67-ref-m.2.4.3.2.74,ref-sifre-n.41.1.103-ref-sifre-n.41.1.110,203353,203397,31325,31332,ref-m.2.4.3.2.67,ref-m.2.4.3.2.74,65967,66011,9543,9550,ref-sifre-n.41.1.103,ref-sifre-n.41.1.110,ואומר ומצא חן ושכל טוב בעיני אלהים ואדם ,ואומר ומצא חן ושכל טוב בעיני אלהים ואדם ,8,8,53,196,0.0,0.0
197,ref-m.4.9.6.7.33-ref-m.4.9.6.7.45,ref-sifre-n.41.1.128-ref-sifre-n.41.1.139,620544,620616,96575,96587,ref-m.4.9.6.7.33,ref-m.4.9.6.7.45,66114,66179,9563,9574,ref-sifre-n.41.1.128,ref-sifre-n.41.1.139,ואומר כי לוית חן הם לראשך וענקים לגרגרותיך ואומר תתן לראשך לוית חן ,תתן לראשך לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך ,13,12,313,197,0.6268656716417911,0.0
199,ref-m.6.12.3.12.39-ref-m.6.12.3.12.49,ref-sifre-n.42.2.292-ref-sifre-n.42.2.303,1034612,1034664,161075,161084,ref-m.6.12.3.12.39,ref-m.6.12.3.12.49,68011,68066,9857,9867,ref-sifre-n.42.2.292,ref-sifre-n.42.2.303,השלום שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,שלום תורה שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,11,12,623,199,0.11320754716981132,0.11111111111111116
200,ref-m.6.12.3.12.39-ref-m.6.12.3.12.49,ref-sifre-n.42.2.348-ref-sifre-n.42.2.359,1034612,1034664,161075,161084,ref-m.6.12.3.12.39,ref-m.6.12.3.12.49,68285,68340,9904,9914,ref-sifre-n.42.2.348,ref-sifre-n.42.2.359,השלום שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,שלום תורה שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,11,12,624,200,0.11320754716981132,0.11111111111111116
201,ref-m.6.12.3.12.34-ref-m.6.12.3.12.44,ref-sifre-n.42.2.419-ref-sifre-n.42.2.428,1034585,1034642,161070,161080,ref-m.6.12.3.12.34,ref-m.6.12.3.12.44,68664,68711,9970,9979,ref-sifre-n.42.2.419,ref-sifre-n.42.2.428,כלי מחזיק ברכה לישראל אלא השלום שנאמר ה' עוז לעמו יתן ,כלי מחויק ברכה אלא שלום שנאמר ה' עוז לעמו יתן ,11,10,622,201,0.16666666666666666,0.2727272727272727
204,ref-m.6.2.8.1.36-ref-m.6.2.8.1.41,ref-sifre-n.42.3.347-ref-sifre-n.42.3.352,869227,869260,135599,135604,ref-m.6.2.8.1.36,ref-m.6.2.8.1.41,72178,72211,10520,10525,ref-sifre-n.42.3.347,ref-sifre-n.42.3.352,ארבעים סאה בלח שהם כוריים ביבש ,ארבעים סאה בלח שהם כוריים ביבש ,6,6,508,204,0.0,0.0
205,ref-m.6.2.8.3.20-ref-m.6.2.8.3.25,ref-sifre-n.42.3.347-ref-sifre-n.42.3.352,869880,869913,135691,135696,ref-m.6.2.8.3.20,ref-m.6.2.8.3.25,72178,72211,10520,10525,ref-sifre-n.42.3.347,ref-sifre-n.42.3.352,ארבעים סאה בלח שהם כוריים ביבש ,ארבעים סאה בלח שהם כוריים ביבש ,6,6,510,205,0.0,0.0
206,ref-m.1.1.9.5.7-ref-m.1.1.9.5.16,ref-sifre-n.43.1.79-ref-sifre-n.43.1.89,10787,10838,1642,1650,ref-m.1.1.9.5.7,ref-m.1.1.9.5.16,73003,73053,10651,10660,ref-sifre-n.43.1.79,ref-sifre-n.43.1.89,שהוא מברך על הטובה שנאמר ואהבת את ה' אלהיך בכל ,אני אברך את עמי ישראל שנאמר כי ה' אלהיך ברכך בכל ,10,11,0,206,0.5714285714285714,0.5714285714285714
208,ref-m.3.5.7.3.6-ref-m.3.5.7.3.17,ref-sifre-n.44.1.192-ref-sifre-n.44.1.199,395162,395228,61549,61559,ref-m.3.5.7.3.6,ref-m.3.5.7.3.17,74240,74284,10854,10861,ref-sifre-n.44.1.192,ref-sifre-n.44.1.199,לפני ה' אלהיך ולהלן הוא אומר וענו הלוים ואמרו מה ענייה האמורה ,אומר דבר למד מעניינו שנאמר וימותו לפני ה' ,12,8,209,208,0.7258064516129032,0.75
209,ref-m.5.7.6.1.32-ref-m.5.7.6.1.43,ref-sifre-n.51.1.53-ref-sifre-n.51.1.65,760249,760291,118386,118396,ref-m.5.7.6.1.32,ref-m.5.7.6.1.43,80178,80239,11844,11856,ref-sifre-n.51.1.53,ref-sifre-n.51.1.65,אינו בא על חטא זה הרי הוא בא על חטא אחר אם ,ואין היחיד מביא נדבה זה קרבן זה מביא חטאת שלא על חטא ואין ,12,13,437,209,0.603448275862069,0.7692307692307692
211,ref-m.5.7.5.8.43-ref-m.5.7.5.8.69,ref-sifre-n.51.1.57-ref-sifre-n.51.1.68,759950,760082,118345,118366,ref-m.5.7.5.8.43,ref-m.5.7.5.8.69,80201,80256,11848,11859,ref-sifre-n.51.1.57,ref-sifre-n.51.1.68,מביא חטאת ואשם תלוי רבי שמעון אומר זה חטאת וזה חטאת ושניהם מביאים חטאת אחת רבי יוסי אומר כל חטאת שהיא באה על חטא אין שנים מביאים ,זה קרבן זה מביא חטאת שלא על חטא ואין היחיד מביא חטאת ,27,12,434,211,0.7209302325581395,0.736842105263158
212,ref-m.5.9.6.1.40-ref-m.5.9.6.1.48,ref-sifre-n.59.1.127-ref-sifre-n.59.1.134,781837,781889,121782,121789,ref-m.5.9.6.1.40,ref-m.5.9.6.1.48,84076,84121,12492,12498,ref-sifre-n.59.1.127,ref-sifre-n.59.1.134,המערבי דולק שממנו היה מדליק את המנורה בין הערבים ,מערבי תדיר שממנו מדליק את הנרות בין הערבים ,9,8,445,212,0.24489795918367346,0.5
213,ref-m.5.9.3.9.51-ref-m.5.9.3.9.70,ref-sifre-n.60.1.28-ref-sifre-n.60.1.45,777718,777826,121098,121115,ref-m.5.9.3.9.51,ref-m.5.9.3.9.70,84249,84344,12525,12541,ref-sifre-n.60.1.28,ref-sifre-n.60.1.45,ואבן היתה לפני המנורה ובה שלש מעלות שעליה הכהן עומד ומטיב את הנרות והניח את הכוז על מעלה שניה ויצא ,אבן היתה לפני המנורה ובה שלש מעלות שהכהן עומד ומטיב את הנרות הניח הכוז על מעלה שניה ויצא ,20,18,440,213,0.10101010101010101,0.17647058823529416
214,ref-m.4.9.5.21.6-ref-m.4.9.5.21.19,ref-sifre-n.62.1.37-ref-sifre-n.63.1.3,617184,617251,96010,96023,ref-m.4.9.5.21.6,ref-m.4.9.5.21.19,87184,87379,13000,13028,ref-sifre-n.62.1.37,ref-sifre-n.63.1.3,שנים למקרא בן עשר למשנה בן שלש עשרה למצות בן חמש עשרה לתלמוד בן ,בהם ומבן חמשים חמש ועשרים שנה כתוב אחד אומר מבן חמש ועשרים שנה ומעלה וכתוב אחד אומר מבן שלשים שנה כיצד יתקיימו שני הכתובים מבן חמש ועשרים שנה לתלמוד ומבן שלשים לעבודה ומבן חמשים שנה ,14,35,308,214,0.7142857142857143,0.75
216,ref-m.6.4.1.2.18-ref-m.6.4.1.3.3,ref-sifre-n.63.1.106-ref-sifre-n.63.1.114,920029,920127,143358,143373,ref-m.6.4.1.2.18,ref-m.6.4.1.3.3,87942,87992,13122,13130,ref-sifre-n.63.1.106,ref-sifre-n.63.1.114,בני שלש רבי מאיר אומר אף בני ארבע ובני חמש כשרים אלא שאין מביאים זקנים מפני הכבוד כבשים בני שנה ,מבן שלשים שנה ועד בן חמשים שנה והכהנים משיביאו ,20,9,534,216,0.6979166666666666,0.7619047619047619
217,ref-m.2.10.3.6.35-ref-m.2.10.3.6.40,ref-sifre-n.66.1.15-ref-sifre-n.66.1.20,271747,271776,42043,42047,ref-m.2.10.3.6.35,ref-m.2.10.3.6.40,90213,90240,13468,13472,ref-sifre-n.66.1.15,ref-sifre-n.66.1.20,שנאמר וידבר משה את מועדי ה' ,נאמר וידבר משה את מועדי ה' ,6,6,72,217,0.03571428571428571,0.2857142857142857
218,ref-m.3.3.9.2.22-ref-m.3.3.9.2.37,ref-sifre-n.69.2.41-ref-sifre-n.69.2.53,361636,361715,56136,56150,ref-m.3.3.9.2.22,ref-m.3.3.9.2.37,93857,93922,14082,14094,ref-sifre-n.69.2.41,ref-sifre-n.69.2.53,בנו בקרוב ואמר אילו הייתי יודע שהוא נעשה סופר או שהיה משיא את בנו בקרוב לא ,בו ויאמרו אליו איה שרה אשתך שהיו יודעים היכן היא כיוצא בו ולא ,16,13,86,218,0.6133333333333333,0.6923076923076923
220,ref-m.1.5.1.4.2-ref-m.1.5.1.4.13,ref-sifre-n.70.1.39-ref-sifre-n.70.1.51,50955,51014,7948,7959,ref-m.1.5.1.4.2,ref-m.1.5.1.4.13,95436,95504,14345,14357,ref-sifre-n.70.1.39,ref-sifre-n.70.1.51,אחד עושה ככר דבלה ושנים אין עושין או שנים עושין ואחד אינו ,היחיד עושה פסח שני ואין הצבור עושים פסח שני וחדל לעשות הפסח אין ,12,13,5,220,0.578125,0.6666666666666667
221,ref-m.3.3.7.8.13-ref-m.3.3.7.8.35,ref-sifre-n.70.1.40-ref-sifre-n.70.1.55,358691,358814,55632,55654,ref-m.3.3.7.8.13,ref-m.3.3.7.8.35,95443,95524,14346,14360,ref-sifre-n.70.1.40,ref-sifre-n.70.1.55,עשתה לפני הפסח מותר לאכול ולהתכסות אחר הפסח שאת עושה עד הפסח איני אוכל ושאת עושה עד הפסח איני מתכסה עשתה לפני הפסח ,עושה פסח שני ואין הצבור עושים פסח שני וחדל לעשות הפסח אין וחדל אלא כל שיכול ,23,16,85,221,0.6347826086956522,0.8823529411764706
223,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,98137,98229,14768,14784,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,19,17,330,223,0.40860215053763443,0.6153846153846154
224,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.73.2.136-ref-sifre-n.73.2.152,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,98548,98642,14835,14851,ref-sifre-n.73.2.136,ref-sifre-n.73.2.152,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,19,17,331,224,0.41935483870967744,0.6153846153846154
225,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,99798,99894,15032,15049,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,19,18,332,225,0.43010752688172044,0.6428571428571428
