baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifra,dam-lev,jac,id
ref-sifra.3.7-11.3.16-ref-sifra.3.7-11.3.43,ref-b.5.1.1.7b.25.7-ref-b.5.1.1.8a.2.15,122181,122329,ref-sifra.3.7-11.3.16,ref-sifra.3.7-11.3.43,6830318,6830498,ref-b.5.1.1.7b.25.7,ref-b.5.1.1.8a.2.15,שחיטה לשם חטאת אשכחן שחיטה קבלה מנלן דכתיב ולקח הכהן מדם החטאת שתהא קבלה לשם חטאת ואשכחן שחיטה וקבלה זריקה מנלן דאמר קרא וכפר עליו הכהן מחטאתו שתהא כפרה לשם חטאת,שתהא שחיטה לשם חטאת אשכחן שחיטה קבלה מנלן דכתיב ולקח הכהן מדם החטאת שתהא קבלה לשם חטאת ואשכחן שחיטה וקבלה זריקה מנלן דאמר קרא וכפר עליו הכהן מחטאתו שתהא כפרה לשם חטאת,25,32,4852,4852.0,1722,1722.0,0.030120481927710843,0.0,4080001207
ref-sifra.3.7-11.3.6-ref-sifra.3.7-11.3.40,ref-b.5.1.1.9b.14.15-ref-b.5.1.1.9b.17.5,122120,122315,ref-sifra.3.7-11.3.6,ref-sifra.3.7-11.3.40,6836485,6836619,ref-b.5.1.1.9b.14.15,ref-b.5.1.1.9b.17.5,חטאת נזיר וחטאת מצורע עיקר חטאת נקט אמר רב חטאת חלב ששחטה לשם חטאת דם לשם חטאת עבודה זרה כשירה לשם חטאת נקט אמר רב חטאת חלב ששחטה לשם חטאת דם לשם חטאת עבודה זרה כשירה לשם חטאת נזיר לשם חטאת,עולה היא ולימא חטאת נזיר וחטאת מצורע עיקר חטאת נקט אמר רב חטאת חלב ששחטה לשם חטאת דם לשם חטאת עבודה זרה כשירה לשם חטאת נזיר לשם חטאת נזיר וחטאת מצורע עיקר חטאת נקט אמר רב חטאת חלב ששחטה לשם חטאת דם לשם חטאת עבודה זרה כשירה לשם חטאת נקט אמר רב חטאת חלב ששחטה לשם חטאת דם לשם חטאת עבודה זרה כשירה לשם חטאת נזיר לשם חטאת,17,28,4871,4871.0,1718,1718.0,0.4037854889589905,0.1333333333333333,4080001208
ref-sifra.3.7-11.3.42-ref-sifra.3.7-11.3.55,ref-b.5.1.1.10a.8.31-ref-b.5.1.1.10a.9.14,122321,122397,ref-sifra.3.7-11.3.42,ref-sifra.3.7-11.3.55,6838235,6838375,ref-b.5.1.1.10a.8.31,ref-b.5.1.1.10a.9.14,"שלא לשמו שהוא פסול שחטו ע""מ לזרוק דמו שלא לשמו אינו דין שיהא פסול מתקיף לה רב אשי מה לחוץ למקומו שכן נוהג בכל הזבחים תאמר בשלא לשמו","שלא לשמו שהוא פסול שחטו ע""מ לזרוק דמו שלא לשמו אינו דין שיהא פסול מתקיף לה רב אשי מה לחוץ למקומו שכן נוהג בכל הזבחים תאמר בשלא לשמו",14,28,4874,4874.0,1728,1728.0,0.0,0.0,4080001209
ref-sifra.3.7-11.3.20-ref-sifra.3.7-11.3.28,ref-b.5.1.5.48a.21.2-ref-b.5.1.5.48a.22.1,122205,122256,ref-sifra.3.7-11.3.20,ref-sifra.3.7-11.3.28,6946373,6946425,ref-b.5.1.5.48a.21.2,ref-b.5.1.5.48a.22.1,שחיטתה לשם חטאת ולקח הכהן מדם החטאת שיהיה קבול ,שחיטה קבלה מנא לן דכתיב ולקח הכהן מדם החטאת מקבל ,9,10,5271,5271.0,1725,1705.0,0.4489795918367347,0.5454545454545454,4080001210
ref-sifra.3.7-11.3.9-ref-sifra.3.7-11.3.36,ref-b.5.2.1.3b.7.8-ref-b.5.2.1.3b.7.18,122138,122294,ref-sifra.3.7-11.3.9,ref-sifra.3.7-11.3.36,7143565,7143624,ref-b.5.2.1.3b.7.8,ref-b.5.2.1.3b.7.18,נזיר וחטאת מצורע וחטאת מטמא מקדש לסמיכה ושחט אתה לחטאת שתהיה שחיטתה לשם חטאת ולקח הכהן מדם החטאת שיהיה קבול דמה לשם חטאת וכפר עליו הכהן על חטאתו ,דם לשום חטאת עבודת כוכבים לשום חטאת נזיר לשום חטאת מצורע ,28,11,6206,6206.0,1720,1705.0,0.7448275862068966,0.75,4080001211
ref-sifra.3.7-11.3.9-ref-sifra.3.7-11.3.36,ref-b.5.2.1.3b.8.12-ref-b.5.2.1.3b.8.23,122138,122294,ref-sifra.3.7-11.3.9,ref-sifra.3.7-11.3.36,7143742,7143803,ref-b.5.2.1.3b.8.12,ref-b.5.2.1.3b.8.23,דם לשום חטאת עבודת כוכבים כשירה לשם חטאת נזיר לשם חטאת מצורע,דם לשום חטאת עבודת כוכבים כשירה לשם חטאת נזיר לשם חטאת מצורע,28,12,6208,6207.0,1721,1721.0,0.0,0.0,4080001212
ref-sifra.3.7-11.1.14-ref-sifra.3.7-11.1.22,ref-b.5.2.3.24b.8.5-ref-b.5.2.3.24b.8.13,121805,121860,ref-sifra.3.7-11.1.14,ref-sifra.3.7-11.1.22,7210878,7210930,ref-b.5.2.3.24b.8.5,ref-b.5.2.3.24b.8.13,ואבדה והפריש אחרת תחתיה ואחר כך נמצאת הראשונה והרי ,ואבד אחד מהן והפריש אחר תחתיו ונמצא הראשון והרי ,9,9,6354,6354.0,1709,1705.0,0.37254901960784315,0.5,4080001213
ref-sifra.3.7-11.1.29-ref-sifra.3.7-11.1.39,ref-b.5.2.6.66a.6.17-ref-b.5.2.6.66a.7.7,121895,121958,ref-sifra.3.7-11.1.29,ref-sifra.3.7-11.1.39,7343466,7343543,ref-b.5.2.6.66a.6.17,ref-b.5.2.6.66a.7.7,שירצה יביא תלמוד לומר מיום הביאכם אי מיום הביאכם יכול יקצור ויספור ויביא,שירצה יביא תלמוד לומר מיום הביאכם אי מיום הביאכם יכול יקצור ויספור ויביא,9,13,6790,6790.0,1713,1713.0,0.0,0.0,4080001214
ref-sifra.3.7-11.1.28-ref-sifra.3.7-11.1.41,ref-b.5.2.10.90b.13.37-ref-b.5.2.10.90b.13.56,121891,121965,ref-sifra.3.7-11.1.28,ref-sifra.3.7-11.1.41,7420931,7421026,ref-b.5.2.10.90b.13.37,ref-b.5.2.10.90b.13.56,"מהן שירצה תלמוד לומר יביא ס""א יביא יביא יכול יביא שתיהן תלמוד לומר יביאנה ",יכול האומר הרי עלי עולה יביא משניהם תלמוד לאמר מן הבקר או מן הצאן רצה אחד מביא רצה שנים מביא ,14,20,7077,7077.0,1712,1705.0,0.7096774193548387,0.7058823529411764,4080001215
ref-sifra.3.7-11.1.25-ref-sifra.3.7-11.2.7,ref-b.5.6.2.15a.4.19-ref-b.5.6.2.15a.4.30,121874,122026,ref-sifra.3.7-11.1.25,ref-sifra.3.7-11.2.7,8275611,8275674,ref-b.5.6.2.15a.4.19,ref-b.5.6.2.15a.4.30,"מנין שאיזו מהן שירצה יביא ת""ל חטאת יכול יביא שתיהן ת""ל יביאנה","מנין שאיזו מהן שירצה יביא ת""ל חטאת יכול יביא שתיהן ת""ל יביאנה",30,10,8399,8399.0,1710,1710.0,0.0,0.0,4080001216
ref-sifra.3.7-11.1.12-ref-sifra.3.7-11.1.17,ref-b.5.6.4.22b.23.3-ref-b.5.6.4.22b.23.9,121791,121830,ref-sifra.3.7-11.1.12,ref-sifra.3.7-11.1.17,8301957,8302004,ref-b.5.6.4.22b.23.3,ref-b.5.6.4.22b.23.9,המפריש חטאתו ואבדה והפריש אחרת תחתיה ,המפריש מעות לחטאת ואבדו והפריש אחרים תחתיהם ,6,7,8437,8437.0,1705,1705.0,0.25,0.5555555555555556,4080001217
ref-sifra.3.7-11.1.12-ref-sifra.3.7-11.1.20,ref-b.5.6.4.23b.6.2-ref-b.5.6.4.23b.6.10,121791,121845,ref-sifra.3.7-11.1.12,ref-sifra.3.7-11.1.20,8303948,8304008,ref-b.5.6.4.23b.6.2,ref-b.5.6.4.23b.6.10,המפריש חטאתו ואבדה והפריש אחרת תחתיה ואחר כך נמצאת ,"המפריש מעות לחטאת ואבדו והפריש אחרים תחתיהם ואח""כ נמצאו ",9,9,8441,8441.0,1706,1705.0,0.26785714285714285,0.6153846153846154,4080001218
ref-sifra.3.7-11.1.37-ref-sifra.3.7-11.2.9,ref-b.5.7.2.10b.7.9-ref-b.5.7.2.10b.7.19,121937,122035,ref-sifra.3.7-11.1.37,ref-sifra.3.7-11.2.9,8386101,8386148,ref-b.5.7.2.10b.7.9,ref-b.5.7.2.10b.7.19,יביא שתיהן תלמוד לומר יביאנה אחת הוא מביא ואינו מביא שתים יכול לא יביא שתיהן על שני חטאים אבל יביא ,מביא שנים תחת שנים יש מביא שנים תחת אחד יש מביא ,20,11,8619,8613.0,1715,1705.0,0.6565656565656566,0.875,4080001219
ref-sifra.3.7-11.5.14-ref-sifra.3.7-11.5.25,ref-b.2.5.5.55a.7.2-ref-b.2.5.5.55a.7.11,122645,122711,ref-sifra.3.7-11.5.14,ref-sifra.3.7-11.5.25,1841614,1841665,ref-b.2.5.5.55a.7.2,ref-b.2.5.5.55a.7.11,דן נאמרו דמים למטה בפר ונאמרו דמים למטה בשעיר מה,דן נאמרו דמים למטה בפר ונאמרו דמים למטה בשעיר מה,10,7,1260,1260.0,1735,1735.0,0.0,0.0,4080001220
ref-sifra.3.7-11.5.14-ref-sifra.3.7-11.5.26,ref-b.2.5.5.55a.10.13-ref-b.2.5.5.55a.10.22,122645,122716,ref-sifra.3.7-11.5.14,ref-sifra.3.7-11.5.26,1842121,1842174,ref-b.2.5.5.55a.10.13,ref-b.2.5.5.55a.10.22,דן נאמרו דמים למעלה בשעיר ונאמרו דמים למעלה בפר מה,דן נאמרו דמים למעלה בשעיר ונאמרו דמים למעלה בפר מה,12,10,1279,1279.0,1738,1738.0,0.0,0.0,4080001221
ref-sifra.3.7-11.5.20-ref-sifra.3.7-11.5.28,ref-b.2.5.5.55a.11.6-ref-b.2.5.5.55a.11.14,122678,122729,ref-sifra.3.7-11.5.20,ref-sifra.3.7-11.5.28,1842231,1842277,ref-b.2.5.5.55a.11.6,ref-b.2.5.5.55a.11.14,דמים למטן ונאמרו דמים למעלן מה דמים אמורין למטן ,דמים למטה בפר ונאמרו דמים למעלה בפר מה למטה ,9,9,1288,1288.0,1747,1738.0,0.375,0.75,4080001222
ref-sifra.3.7-11.5.19-ref-sifra.3.7-11.5.27,ref-b.3.6.5.49a.2.5-ref-b.3.6.5.49a.2.13,122672,122723,ref-sifra.3.7-11.5.19,ref-sifra.3.7-11.5.27,4227376,4227423,ref-b.3.6.5.49a.2.5,ref-b.3.6.5.49a.2.13,נאמרו דמים למטן ונאמרו דמים למעלן מה דמים אמורין ,נאמרה שדה למטה ונאמרה שדה למעלה מה שדה האמורה ,9,9,3086,3086.0,1743,1731.0,0.3877551020408163,0.75,4080001223
ref-sifra.3.7-11.6.10-ref-sifra.3.7-11.6.24,ref-b.3.7.1.28a.3.9-ref-b.3.7.1.28a.3.24,122842,122917,ref-sifra.3.7-11.6.10,ref-sifra.3.7-11.6.24,4480280,4480371,ref-b.3.7.1.28a.3.9,ref-b.3.7.1.28a.3.24,בחוץ מה דמים אמורים בפנים אם חסר אחת מהמתנות לא כפר אף דמים אמורים בחוץ ,בחוץ ונאמרה שבועה בפנים מה שבועה האמורה בפנים עשה בה ספק כודאי אף שבועה האמורה בחוץ ,15,16,3223,3220.0,1756,1731.0,0.5952380952380952,0.7333333333333334,4080001224
ref-sifra.3.7-11.6.19-ref-sifra.3.7-11.7.7,ref-b.4.1.4.43a.11.15-ref-b.4.1.4.43a.13.3,122890,122983,ref-sifra.3.7-11.6.19,ref-sifra.3.7-11.7.7,4815765,4815798,ref-b.4.1.4.43a.11.15,ref-b.4.1.4.43a.13.3,לא כפר אף דמים אמורים בחוץ אם חסר אחת מן המתנות לא כפר נראה למי דומה דנים דמים שבחוץ מדמים ,מאי לאו כופר לא דמים אי דמים אימא ,20,8,3471,3471.0,1757,1731.0,0.7362637362637363,0.7692307692307692,4080001225
ref-sifra.3.7-11.5.19-ref-sifra.3.7-11.5.28,ref-b.4.4.1.3b.17.9-ref-b.4.4.1.3b.17.16,122672,122729,ref-sifra.3.7-11.5.19,ref-sifra.3.7-11.5.28,5937774,5937816,ref-b.4.4.1.3b.17.9,ref-b.4.4.1.3b.17.16,נאמרו דמים למטן ונאמרו דמים למעלן מה דמים אמורין למטן ,נאמר אלהים למטה ונאמר אלהים למעלה מה למטה ,10,8,3872,3872.0,1744,1731.0,0.42592592592592593,0.75,4080001226
ref-sifra.3.7-11.5.13-ref-sifra.3.7-11.7.5,ref-b.4.4.1.4b.4.6-ref-b.4.4.1.4b.6.27,122640,122970,ref-sifra.3.7-11.5.13,ref-sifra.3.7-11.7.5,5939441,5939726,ref-b.4.4.1.4b.4.6,ref-b.4.4.1.4b.6.27,מפני הדין והלא דין הוא נאמר דמים למטה ונאמר דמים למעלה מה דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמר דמים בחוץ ונאמר דמים בפנים מה דמים האמורים בפנים חיסר אחת ממתנות לא עשה ולא כלום אף דמים,מפני הדין והלא דין הוא נאמר דמים למטה ונאמר דמים למעלה מה דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמר דמים בחוץ ונאמר דמים בפנים מה דמים האמורים בפנים חיסר אחת ממתנות לא עשה ולא כלום אף דמים,24,50,3879,3879.0,1731,1731.0,0.0,0.0,4080001227
ref-sifra.3.7-11.5.19-ref-sifra.3.7-11.5.28,ref-b.4.4.9.75b.6.13-ref-b.4.4.9.75b.6.20,122672,122729,ref-sifra.3.7-11.5.19,ref-sifra.3.7-11.5.28,6230377,6230415,ref-b.4.4.9.75b.6.13,ref-b.4.4.9.75b.6.20,נאמרו דמים למטן ונאמרו דמים למעלן מה דמים אמורין למטן ,נאמר למטה זמה ונאמר למעלה זמה מה למטה ,10,8,4306,4304.0,1745,1731.0,0.46296296296296297,0.75,4080001228
ref-sifra.3.7-11.5.13-ref-sifra.3.7-11.5.37,ref-b.5.1.4.38a.4.8-ref-b.5.1.4.38a.6.25,122640,122772,ref-sifra.3.7-11.5.13,ref-sifra.3.7-11.5.37,6920726,6921013,ref-b.5.1.4.38a.4.8,ref-b.5.1.4.38a.6.25,מפני הדין שיכול והלא דין הוא נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים בפנים ונאמרו דמים בחוץ מה דמים האמורים בפנים חיסר אחת מן המתנות לא עשה ולא כלום אף דמים,מפני הדין שיכול והלא דין הוא נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים בפנים ונאמרו דמים בחוץ מה דמים האמורים בפנים חיסר אחת מן המתנות לא עשה ולא כלום אף דמים האמורין,24,53,5126,5124.0,1732,1732.0,0.029304029304029304,0.0,4080001229
ref-sifra.3.7-11.6.5-ref-sifra.3.7-11.7.7,ref-b.5.1.4.38a.4.8-ref-b.5.1.4.38a.6.28,122811,122983,ref-sifra.3.7-11.6.5,ref-sifra.3.7-11.7.7,6920726,6921028,ref-b.5.1.4.38a.4.8,ref-b.5.1.4.38a.6.28,מפני הדין שיכול והלא דין הוא נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים בפנים ונאמרו דמים בחוץ מה דמים האמורים בפנים חיסר אחת מן המתנות לא עשה ולא כלום אף דמים האמורין בחוץ חיסר אחת,מפני הדין שיכול והלא דין הוא נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים בפנים ונאמרו דמים בחוץ מה דמים האמורים בפנים חיסר אחת מן המתנות לא עשה ולא כלום אף דמים האמורין בחוץ חיסר אחת,34,47,5125,5125.0,1753,1753.0,0.0,0.0,4080001230
ref-sifra.3.7-11.5.20-ref-sifra.3.7-11.5.39,ref-b.5.1.5.52b.2.16-ref-b.5.1.5.52b.3.3,122678,122780,ref-sifra.3.7-11.5.20,ref-sifra.3.7-11.5.39,6958026,6958077,ref-b.5.1.5.52b.2.16,ref-b.5.1.5.52b.3.3,דמה למעלה ולא אותה שניתן דמה למטה אמרת וכי מאין,דמה למעלה ולא אותה שניתן דמה למטה אמרת וכי מאין,20,10,5365,5365.0,1748,1748.0,0.0,0.0,4080001231
ref-sifra.3.7-11.5.14-ref-sifra.3.7-11.6.30,ref-b.5.1.5.52b.3.28-ref-b.5.1.5.52b.4.25,122645,122942,ref-sifra.3.7-11.5.14,ref-sifra.3.7-11.6.30,6958211,6958350,ref-b.5.1.5.52b.3.28,ref-b.5.1.5.52b.4.25,ודין הוא נאמרו דמים למעלה ונאמרו דמים למטן מה דמים האמורים למטן שנתנן למעלן לא כיפר אף דמים האמורים למעלן אם נתן למטה לא כיפר ודין הוא נאמרו דמים למעלה ונאמרו דמים למטן מה דמים האמורים למטן שנתנן למעלן לא כיפר אף דמים האמורים למעלן אם,כיפר ודין הוא נאמרו דמים למעלה ונאמרו דמים למטן מה דמים האמורים למטן שנתנן למעלן לא כיפר אף דמים האמורים למעלן אם,10,22,5369,5369.0,1736,1736.0,0.5170940170940171,0.15384615384615385,4080001232
ref-sifra.3.7-11.5.23-ref-sifra.3.7-11.5.39,ref-b.5.1.5.52b.8.5-ref-b.5.1.5.52b.9.2,122697,122780,ref-sifra.3.7-11.5.23,ref-sifra.3.7-11.5.39,6958668,6958709,ref-b.5.1.5.52b.8.5,ref-b.5.1.5.52b.9.2,דמים למעלה ולא שניתן דמה למטה מאי שאין,דמים למעלה ולא שניתן דמה למטה מאי שאין,17,8,5424,5424.0,1749,1749.0,0.0,0.0,4080001233
ref-sifra.3.7-11.5.18-ref-sifra.3.7-11.5.37,ref-b.5.2.5.63b.4.1-ref-b.5.2.5.63b.4.11,122665,122772,ref-sifra.3.7-11.5.18,ref-sifra.3.7-11.5.37,7335347,7335404,ref-b.5.2.5.63b.4.1,ref-b.5.2.5.63b.4.11,שיכול נאמרו דמים למטן ונאמרו דמים למעלן מה דמים אמורין למטן אם נתנם מתנה אחת כפר אף דמים אמורין למעלן ,מה וכל האמור למטה שני מינין חלוקין אף וכל האמור למעלה ,20,11,6766,6762.0,1742,1731.0,0.6666666666666666,0.8888888888888888,4080001234
ref-sifra.3.7-11.5.18-ref-sifra.3.7-11.5.26,ref-b.6.7.2.19b.13.15-ref-b.6.7.2.19b.14.13,122665,122716,ref-sifra.3.7-11.5.18,ref-sifra.3.7-11.5.26,8565021,8565128,ref-b.6.7.2.19b.13.15,ref-b.6.7.2.19b.14.13,שיכול נאמרו דמים למטן ונאמרו דמים למעלן מה דמים ,וכל האומר דבר בשם אומרו מביא גאולה לעולם איזהו אדום כדם המכה מאי כדם המכה אמר רב יהודה אמר שמואל כדם ,9,21,8926,8926.0,1741,1731.0,0.7425742574257426,0.8823529411764706,4080001235
ref-sifra.3.7-11.7.20-ref-sifra.3.7-11.7.37,ref-b.4.4.1.4b.8.6-ref-b.4.4.1.4b.9.3,123049,123149,ref-sifra.3.7-11.7.20,ref-sifra.3.7-11.7.37,5939817,5939903,ref-b.4.4.1.4b.8.6,ref-b.4.4.1.4b.9.3,חטאת על הקרנות מדם חטאת על הקרנות ואל יוכיחו התחתונים שאין דם חטאת על הקרנות תלמוד לומר וכפר ,חטאת וד' קרנות מחטאת וארבע קרנות ואל יוכיח זה שאין חטאת וד' קרנות תלמוד לומר וכפר ,18,16,3901,3901.0,1758,1758.0,0.3118279569892473,0.4285714285714286,4080001236
ref-sifra.3.7-11.7.20-ref-sifra.3.7-11.7.37,ref-b.5.1.4.38a.7.16-ref-b.5.1.4.38a.8.3,123049,123149,ref-sifra.3.7-11.7.20,ref-sifra.3.7-11.7.37,6921127,6921220,ref-b.5.1.4.38a.7.16,ref-b.5.1.4.38a.8.3,חטאת על הקרנות מדם חטאת על הקרנות ואל יוכיחו התחתונים שאין דם חטאת על הקרנות תלמוד לומר וכפר ,חטאת וארבע קרנות מחטאת וארבע קרנות ואל יוכיח חוץ שאין חטאת וארבע קרנות תלמוד לומר וכפר ,18,16,5149,5149.0,1759,1758.0,0.3333333333333333,0.3846153846153846,4080001237
ref-sifra.3.8-00.2.24-ref-sifra.3.8-00.2.51,ref-b.3.5.2.18a.9.13-ref-b.3.5.2.18a.10.6,123490,123603,ref-sifra.3.8-00.2.24,ref-sifra.3.8-00.2.51,3969924,3969995,ref-b.3.5.2.18a.9.13,ref-b.3.5.2.18a.10.6,שבועה שאין עמה אלה היכי דמי שבועה שיש עמה אלה ואחת שבועה שאין עמה אלה היכי דמי שבועה שיש,שבועה שיש עמה אלה ואחת שבועה שאין עמה אלה היכי דמי שבועה שיש עמה אלה,25,13,2927,2927.0,1760,1760.0,0.4090909090909091,0.0,4080001238
ref-sifra.3.8-00.2.60-ref-sifra.3.8-00.2.67,ref-b.3.5.2.18a.9.13-ref-b.3.5.2.18a.10.6,123653,123693,ref-sifra.3.8-00.2.60,ref-sifra.3.8-00.2.67,3969924,3969995,ref-b.3.5.2.18a.9.13,ref-b.3.5.2.18a.10.6,שבועה שאין עמה אלה כשבועה שיש עמה אלה ,שבועה שיש עמה אלה ואחת שבועה שאין עמה אלה היכי דמי שבועה שיש עמה אלה ,8,15,2928,2927.0,1762,1762.0,0.4492753623188406,0.375,4080001239
ref-sifra.3.8-00.4.1-ref-sifra.3.8-00.4.8,ref-b.2.3.4.51b.7.27-ref-b.2.3.4.51b.7.34,123823,123860,ref-sifra.3.8-00.4.1,ref-sifra.3.8-00.4.8,1100568,1100609,ref-b.2.3.4.51b.7.27,ref-b.2.3.4.51b.7.34,שלח להן ביד בנו ביד עבדו ביד שלוחו ,לשלח עירובו ביד עבדו ביד בנו ביד שלוחו ,8,8,405,405.0,1763,1763.0,0.28205128205128205,0.19999999999999996,4080001240
ref-sifra.3.8-00.4.3-ref-sifra.3.8-00.4.8,ref-b.2.6.3.41b.12.50-ref-b.2.6.3.41b.12.55,123831,123860,ref-sifra.3.8-00.4.3,ref-sifra.3.8-00.4.8,2072314,2072345,ref-b.2.6.3.41b.12.50,ref-b.2.6.3.41b.12.55,ביד בנו ביד עבדו ביד שלוחו ,ביד בנו וביד עבדו וביד שלוחו ,6,6,1619,1618.0,1767,1763.0,0.06896551724137931,0.19999999999999996,4080001241
ref-sifra.3.8-00.4.1-ref-sifra.3.8-00.4.9,ref-b.4.1.9.104a.5.5-ref-b.4.1.9.104a.5.12,123823,123863,ref-sifra.3.8-00.4.1,ref-sifra.3.8-00.4.9,5027762,5027802,ref-b.4.1.9.104a.5.5,ref-b.4.1.9.104a.5.12,שלח להן ביד בנו ביד עבדו ביד שלוחו או ,ושילחה ביד בנו ביד עבדו ביד שלוחו או ,9,8,3536,3536.0,1766,1766.0,0.13157894736842105,0.0,4080001242
ref-sifra.3.8-00.4.3-ref-sifra.3.8-00.4.8,ref-b.4.1.9.104a.5.13-ref-b.4.1.9.104a.5.18,123831,123860,ref-sifra.3.8-00.4.3,ref-sifra.3.8-00.4.8,5027803,5027832,ref-b.4.1.9.104a.5.13,ref-b.4.1.9.104a.5.18,ביד בנו ביד עבדו ביד שלוחו ,ביד בנו ביד עבדו ביד שלוחו ,6,6,3540,3540.0,1768,1766.0,0.0,0.0,4080001243
ref-sifra.3.8-00.4.1-ref-sifra.3.8-00.4.8,ref-b.4.2.8.99a.3.4-ref-b.4.2.8.99a.3.12,123823,123860,ref-sifra.3.8-00.4.1,ref-sifra.3.8-00.4.8,5432427,5432471,ref-b.4.2.8.99a.3.4,ref-b.4.2.8.99a.3.12,ושלחה לו ביד בנו ביד שלוחו חייב ביד עבדו,ושלחה לו ביד בנו ביד שלוחו חייב ביד עבדו,8,8,3701,3701.0,1764,1764.0,0.0,0.0,4080001244
ref-sifra.3.8-00.4.10-ref-sifra.3.8-00.5.18,ref-b.5.5.4.18a.3.10-ref-b.5.5.4.18a.3.25,123864,124097,ref-sifra.3.8-00.4.10,ref-sifra.3.8-00.5.18,8174646,8174735,ref-b.5.5.4.18a.3.10,ref-b.5.5.4.18a.3.25,ואמר משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני,ואמר משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני,12,10,8103,8103.0,1769,1769.0,0.0,0.0,4080001245
ref-sifra.3.8-00.5.28-ref-sifra.3.8-00.5.46,ref-b.2.4.5.62b.6.18-ref-b.2.4.5.62b.7.12,124134,124216,ref-sifra.3.8-00.5.28,ref-sifra.3.8-00.5.46,1476716,1476803,ref-b.2.4.5.62b.6.18,ref-b.2.4.5.62b.7.12,פסול יכול יהיו חייבים תלמוד לומר      בזמן שהן כשרים לעדות לא בזמן שהן פסולים ,ולא אחרים לשמו בזמנו שהוא פסול לשום אחרים אחרים פסולין לשמו שלא בזמנו שהוא כשר ,19,15,722,722.0,1772,1772.0,0.7341772151898734,0.7857142857142857,4080001246
ref-sifra.3.8-00.6.5-ref-sifra.3.8-00.7.4,ref-b.3.7.1.28a.4.1-ref-b.3.7.1.28a.4.16,124250,124384,ref-sifra.3.8-00.6.5,ref-sifra.3.8-00.7.4,4480390,4480462,ref-b.3.7.1.28a.4.1,ref-b.3.7.1.28a.4.16,משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני יכול יהיו חייבים תלמוד לומר      עד שיהיה מתכוין להם משביעני עליכם כשתדעו לי ,עד היכן גלגול שבועה אמר רב יהודה אמר רב דאמר ליה הישבע לי שאין עבדי אתה ,27,16,3229,3229.0,1775,1772.0,0.7209302325581395,0.8695652173913043,4080001247
ref-sifra.3.8-00.5.40-ref-sifra.3.8-00.6.13,ref-b.5.5.4.18a.3.7-ref-b.5.5.4.18a.3.27,124178,124304,ref-sifra.3.8-00.5.40,ref-sifra.3.8-00.6.13,8174624,8174744,ref-b.5.5.4.18a.3.7,ref-b.5.5.4.18a.3.27,"עומדין ועידיו ביניהן ואמר משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני יכול יהו חייבין ת""ל והוא עד והרי לא","עומדין ועידיו ביניהן ואמר משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני יכול יהו חייבין ת""ל והוא עד והרי לא",22,21,8102,8101.0,1773,1773.0,0.0,0.0,4080001248
ref-sifra.3.8-00.7.1-ref-sifra.3.8-00.7.7,ref-b.5.5.4.18a.3.11-ref-b.5.5.4.18a.3.19,124359,124407,ref-sifra.3.8-00.7.1,ref-sifra.3.8-00.7.7,8174652,8174706,ref-b.5.5.4.18a.3.11,ref-b.5.5.4.18a.3.19,משביעני עליכם כשתדעו לי עדות שתבואו ותעידוני ,משביעני עליכם אם יודעים אתם לי עדות שתבואו ותעידוני ,7,9,8106,8101.0,1776,1776.0,0.21153846153846154,0.4444444444444444,4080001249
