baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-t,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.1.5.7.1.18-ref-m.1.5.7.1.25,ref-t.1.5.5.3.10-ref-t.1.5.5.3.17,60661,60708,ref-m.1.5.7.1.18,ref-m.1.5.7.1.25,148615,148667,ref-t.1.5.5.3.10,ref-t.1.5.5.3.17,שביעית ולדמיו שביעית יש לו ביעור ולדמיו ביעור ,שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור ,8,8,789,788.0,497,497.0,0.14,0.5,1020000346
ref-m.1.5.7.1.18-ref-m.1.5.7.1.25,ref-t.1.5.5.3.26-ref-t.1.5.5.3.35,60661,60708,ref-m.1.5.7.1.18,ref-m.1.5.7.1.25,148711,148770,ref-t.1.5.5.3.26,ref-t.1.5.5.3.35,שביעית ולדמיו שביעית יש לו ביעור ולדמיו ביעור ,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ,8,10,795,795.0,498,497.0,0.25,0.7142857142857143,1020000347
ref-m.1.5.7.1.18-ref-m.1.5.7.1.25,ref-t.1.5.5.5.8-ref-t.1.5.5.5.15,60661,60708,ref-m.1.5.7.1.18,ref-m.1.5.7.1.25,148996,149046,ref-t.1.5.5.5.8,ref-t.1.5.5.5.15,שביעית ולדמיו שביעית יש לו ביעור ולדמיו ביעור ,שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור ,8,8,804,803.0,499,497.0,0.12244897959183673,0.5,1020000348
ref-m.1.5.7.1.49-ref-m.1.5.7.1.56,ref-t.1.5.5.3.10-ref-t.1.5.5.3.17,60862,60912,ref-m.1.5.7.1.49,ref-m.1.5.7.1.56,148615,148667,ref-t.1.5.5.3.10,ref-t.1.5.5.3.17,שביעית ולדמיהן שביעית יש להם ביעור ולדמיהן ביעור ,שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור ,8,8,790,788.0,500,500.0,0.04,0.33333333333333337,1020000349
ref-m.1.5.7.1.49-ref-m.1.5.7.1.56,ref-t.1.5.5.3.26-ref-t.1.5.5.3.35,60862,60912,ref-m.1.5.7.1.49,ref-m.1.5.7.1.56,148711,148770,ref-t.1.5.5.3.26,ref-t.1.5.5.3.35,שביעית ולדמיהן שביעית יש להם ביעור ולדמיהן ביעור ,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ,8,10,796,795.0,501,500.0,0.16071428571428573,0.75,1020000350
ref-m.1.5.7.1.49-ref-m.1.5.7.1.56,ref-t.1.5.5.5.8-ref-t.1.5.5.5.15,60862,60912,ref-m.1.5.7.1.49,ref-m.1.5.7.1.56,148996,149046,ref-t.1.5.5.5.8,ref-t.1.5.5.5.15,שביעית ולדמיהן שביעית יש להם ביעור ולדמיהן ביעור ,שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור ,8,8,805,803.0,502,500.0,0.02040816326530612,0.33333333333333337,1020000351
ref-m.1.5.7.2.17-ref-m.1.5.7.2.28,ref-t.1.5.5.3.10-ref-t.1.5.5.3.18,61000,61064,ref-m.1.5.7.2.17,ref-m.1.5.7.2.28,148615,148672,ref-t.1.5.5.3.10,ref-t.1.5.5.3.18,שביעית ולדמיו שביעית אין לו ביעור ואין לדמיו ביעור אי זהו עקר ,שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור עיקר ,12,9,794,788.0,505,503.0,0.3064516129032258,0.6666666666666667,1020000352
ref-m.1.5.7.2.17-ref-m.1.5.7.2.25,ref-t.1.5.5.3.26-ref-t.1.5.5.4.8,61000,61053,ref-m.1.5.7.2.17,ref-m.1.5.7.2.25,148711,148814,ref-t.1.5.5.3.26,ref-t.1.5.5.4.8,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו,9,10,797,797.0,503,503.0,0.0,0.0,1020000353
ref-m.1.5.7.2.17-ref-m.1.5.7.2.28,ref-t.1.5.5.5.8-ref-t.1.5.5.6.1,61000,61064,ref-m.1.5.7.2.17,ref-m.1.5.7.2.28,148996,149051,ref-t.1.5.5.5.8,ref-t.1.5.5.6.1,שביעית ולדמיו שביעית אין לו ביעור ואין לדמיו ביעור אי זהו עקר ,שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור עיקר ,12,9,809,803.0,506,503.0,0.3064516129032258,0.6666666666666667,1020000354
ref-m.1.5.7.2.42-ref-m.1.5.7.2.61,ref-t.1.5.5.3.10-ref-t.1.5.5.3.17,61159,61266,ref-m.1.5.7.2.42,ref-m.1.5.7.2.61,148615,148667,ref-t.1.5.5.3.10,ref-t.1.5.5.3.17,שביעית ולדמיהן שביעית אין להם ביעור ולא לדמיהן ביעור רבי מאיר אומר דמיהם מתבערין עד ראש השנה אמרו לו להן ,שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור ,20,8,791,788.0,507,507.0,0.5523809523809524,0.75,1020000355
ref-m.1.5.7.2.42-ref-m.1.5.7.2.66,ref-t.1.5.5.3.26-ref-t.1.5.5.4.15,61159,61294,ref-m.1.5.7.2.42,ref-m.1.5.7.2.66,148711,148846,ref-t.1.5.5.3.26,ref-t.1.5.5.4.15,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו להם אין ביעור קל וחומר לדמיהן,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו להם אין ביעור קל וחומר לדמיהן,25,25,801,801.0,509,509.0,0.0,0.0,1020000356
ref-m.1.5.7.2.42-ref-m.1.5.7.2.61,ref-t.1.5.5.5.8-ref-t.1.5.5.5.15,61159,61266,ref-m.1.5.7.2.42,ref-m.1.5.7.2.61,148996,149046,ref-t.1.5.5.5.8,ref-t.1.5.5.5.15,שביעית ולדמיהן שביעית אין להם ביעור ולא לדמיהן ביעור רבי מאיר אומר דמיהם מתבערין עד ראש השנה אמרו לו להן ,שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור ,20,8,806,803.0,508,507.0,0.5523809523809524,0.75,1020000357
ref-m.1.5.7.3.39-ref-m.1.5.7.4.17,ref-t.1.5.5.10.4-ref-t.1.5.5.10.36,61532,61702,ref-m.1.5.7.3.39,ref-m.1.5.7.4.17,149502,149668,ref-t.1.5.5.10.4,ref-t.1.5.5.10.36,ירקות שדה ומוכר בשוק אבל הוא לוקט ובנו מוכר על ידו לקח לעצמו והותיר מותר למכרן לקח בכור למשתה בנו או לרגל ולא צריך לו מותר למכרו צדי חיה עופות ודגים שנזדמנו להם ,ירקות שדה ומוכר בשוק אבל הוא לוקט ובנו מוכר על ידו ר' שמעון בן לעזר או' אף יסכור פועלין ויכניס לתוך ביתו לקח הבכור למשתה בנו או לרגל ולא לצריך לו מותר למוכרו ,33,33,810,810.0,511,511.0,0.4782608695652174,0.5277777777777778,1020000358
ref-m.1.5.7.5.6-ref-m.1.5.7.5.13,ref-t.1.5.5.3.8-ref-t.1.5.5.3.17,61853,61903,ref-m.1.5.7.5.6,ref-m.1.5.7.5.13,148608,148667,ref-t.1.5.5.3.8,ref-t.1.5.5.3.17,יש להן שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור,יש להן שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור,8,10,788,788.0,512,512.0,0.0,0.0,1020000359
ref-m.1.5.7.5.20-ref-m.1.5.7.5.28,ref-t.1.5.5.3.10-ref-t.1.5.5.3.17,61940,61995,ref-m.1.5.7.5.20,ref-m.1.5.7.5.28,148615,148667,ref-t.1.5.5.3.10,ref-t.1.5.5.3.17,שביעית ולדמיהן שביעית אין להם ביעור ולא לדמיהן ביעור ,שביעית ולדמיהן שביעית ויש להן ביעור ולדמיהן ביעור ,9,8,793,788.0,519,519.0,0.11320754716981132,0.625,1020000360
ref-m.1.5.7.5.6-ref-m.1.5.7.5.28,ref-t.1.5.5.3.26-ref-t.1.5.5.4.12,61853,61995,ref-m.1.5.7.5.6,ref-m.1.5.7.5.28,148711,148828,ref-t.1.5.5.3.26,ref-t.1.5.5.4.12,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו להם אין ביעור,שביעית ולא לדמיהן שביעית אין להן ביעור ולא לדמיהן ביעור ר' מאיר או' דמיהן מתבערין בראש שנה אמרו לו להם אין ביעור,21,10,798,798.0,516,516.0,0.0,0.0,1020000361
ref-m.1.5.7.5.6-ref-m.1.5.7.5.13,ref-t.1.5.5.5.6-ref-t.1.5.5.5.15,61853,61903,ref-m.1.5.7.5.6,ref-m.1.5.7.5.13,148989,149046,ref-t.1.5.5.5.6,ref-t.1.5.5.5.15,יש להן שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור,יש להן שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור,8,10,803,803.0,514,514.0,0.0,0.0,1020000362
ref-m.1.5.7.5.20-ref-m.1.5.7.5.28,ref-t.1.5.5.5.8-ref-t.1.5.5.5.15,61940,61995,ref-m.1.5.7.5.20,ref-m.1.5.7.5.28,148996,149046,ref-t.1.5.5.5.8,ref-t.1.5.5.5.15,שביעית ולדמיהן שביעית אין להם ביעור ולא לדמיהן ביעור ,שביעית ולדמיהן שביעית יש להן ביעור ולדמיהן ביעור ,9,8,808,803.0,520,520.0,0.11320754716981132,0.625,1020000363
ref-m.1.5.7.5.12-ref-m.1.5.7.5.17,ref-t.1.5.5.10.44-ref-t.1.5.5.11.4,61889,61932,ref-m.1.5.7.5.12,ref-m.1.5.7.5.17,149701,149736,ref-t.1.5.5.10.44,ref-t.1.5.5.11.4,ולדמיהן ביעור לולבי האלה והבטנה והאטדין ,לדמיו לולבי האלה והבטנא והאטדין ,6,5,811,811.0,518,512.0,0.225,0.4285714285714286,1020000364
ref-m.1.5.7.5.28-ref-m.1.5.7.5.35,ref-t.1.5.5.11.16-ref-t.1.5.5.11.33,61990,62037,ref-m.1.5.7.5.28,ref-m.1.5.7.5.35,149796,149895,ref-t.1.5.5.11.16,ref-t.1.5.5.11.33,לעלים עם הלולבין יש ביעור ר' שמעון או' ללולבין אין ביעור אבל לעלים יש ביעור מפני שנשרו מאביהן,לעלים עם הלולבין יש ביעור ר' שמעון או' ללולבין אין ביעור אבל לעלים יש ביעור מפני שנשרו מאביהן,8,18,812,812.0,521,521.0,0.0,0.0,1020000365
ref-m.1.5.7.6.17-ref-m.1.5.7.7.19,ref-t.1.5.5.12.26-ref-t.1.5.5.14.12,62133,62252,ref-m.1.5.7.6.17,ref-m.1.5.7.7.19,150134,150296,ref-t.1.5.5.12.26,ref-t.1.5.5.14.12,שאינו פרי ורד חדש שכבשו בשמן ישן ילקט את הוורד וישן בחדש חייב בביעור חרובין חדשים שכבשן ביין ישן וישנים בחדש ,שאינן כלין הוורד חדש שכבשו בשמן ישן ילקט את הוורד והשמן מותר ישן בחדש חייב בביעור החרובין חדשין שכבשן ביין ישן ילקט את החרובין והיין מותר ישנין בחדש ,21,28,818,818.0,523,523.0,0.30201342281879195,0.2666666666666667,1020000366
ref-m.1.5.7.7.30-ref-m.1.5.8.1.1,ref-t.1.4.8.22.40-ref-t.1.4.8.22.52,62305,62400,ref-m.1.5.7.7.30,ref-m.1.5.8.1.1,124832,124904,ref-t.1.4.8.22.40,ref-t.1.4.8.22.52,מין במינו כל שהוא ושלא במינו בנותן טעם ושאר כל האסורין בין במינן,מין במינו כל שהוא ושלא במינו בנותן טעם ושאר כל האסורין בין במינן,17,10,663,663.0,524,524.0,0.0,0.0,1020000367
ref-m.1.5.8.1.33-ref-m.1.5.8.1.41,ref-t.6.9.2.5.8-ref-t.6.9.2.5.47,62578,62624,ref-m.1.5.8.1.33,ref-m.1.5.8.1.41,1483614,1483830,ref-t.6.9.2.5.8,ref-t.6.9.2.5.47,לא למאכל אדם ולא למאכל בהמה חשב עליו למאכל ,חישב עליהן עליו לאוכלין מטמא טומאת אוכלין שמן לא אוכל ולא משקה חישב עליו לאוכלין ולא למשקין בטלה דעתו הדם שקירש לא אוכל ולא משקה חישב עליו לאוכלין מטמא טומאת אוכלין ולמשקין בטלה דעתו ושאר כל מי פירות לא אוכל ,9,40,10528,10527.0,526,526.0,0.8125,0.7894736842105263,1020000368
ref-m.1.5.8.2.12-ref-m.1.5.8.2.19,ref-t.1.4.9.7.50-ref-t.1.4.9.7.59,62808,62845,ref-m.1.5.8.2.12,ref-m.1.5.8.2.19,126773,126823,ref-t.1.4.9.7.50,ref-t.1.4.9.7.59,שדרכו לסוך לא יסוך יין וחומץ אבל סך ,סך את השמן ואין סך יין וחומץ שהשמן דרכו לסיכה ,8,10,685,684.0,531,527.0,0.5869565217391305,0.75,1020000369
ref-m.1.5.8.2.2-ref-m.1.5.8.2.15,ref-t.1.4.9.10.2-ref-t.1.4.9.10.20,62745,62827,ref-m.1.5.8.2.2,ref-m.1.5.8.2.15,127811,127920,ref-t.1.4.9.10.2,ref-t.1.4.9.10.20,ניתנה לאכילה ולשתייה ולסיכה לא כל דבר שדרכו לאכול ולשתות דבר שדרכו לשתות ולסוך דבר שדרכו לסוך כיצד לא,ניתנה לאכילה ולשתייה ולסיכה לא כל דבר שדרכו לאכול ולשתות דבר שדרכו לשתות ולסוך דבר שדרכו לסוך כיצד לא,13,15,688,688.0,529,529.0,0.0,0.0,1020000370
ref-m.1.5.8.2.12-ref-m.1.5.8.2.19,ref-t.1.4.9.14.7-ref-t.1.4.9.14.16,62808,62845,ref-m.1.5.8.2.12,ref-m.1.5.8.2.19,128450,128501,ref-t.1.4.9.14.7,ref-t.1.4.9.14.16,שדרכו לסוך לא יסוך יין וחומץ אבל סך ,סך את השמן ואינו סך יין וחומץ שהשמן דרכו לסיכה ,8,10,695,694.0,532,527.0,0.5957446808510638,0.7777777777777778,1020000371
ref-m.1.5.8.2.1-ref-m.1.5.8.2.15,ref-t.1.5.6.1.1-ref-t.1.5.6.1.18,62738,62827,ref-m.1.5.8.2.1,ref-m.1.5.8.2.15,151404,151510,ref-t.1.5.6.1.1,ref-t.1.5.6.1.18,שביעית ניתנה לאכילה לשתייה ולסיכה לא כל דבר שדרכו לוכל ולשתות דבר שדרכו לשתות ולסוך דבר שדרכו לסוך,שביעית ניתנה לאכילה לשתייה ולסיכה לא כל דבר שדרכו לוכל ולשתות דבר שדרכו לשתות ולסוך דבר שדרכו לסוך,14,16,822,822.0,527,527.0,0.0,0.0,1020000372
ref-m.1.5.8.2.12-ref-m.1.5.8.2.19,ref-t.1.5.6.4.27-ref-t.1.5.6.4.36,62808,62845,ref-m.1.5.8.2.12,ref-m.1.5.8.2.19,151992,152042,ref-t.1.5.6.4.27,ref-t.1.5.6.4.36,שדרכו לסוך לא יסוך יין וחומץ אבל סך ,סך את השמן ואין סך יין וחומץ שהשמן דרכו לסיכה ,8,10,829,828.0,533,527.0,0.5869565217391305,0.75,1020000373
ref-m.1.5.8.2.12-ref-m.1.5.8.2.19,ref-t.1.5.6.8.17-ref-t.1.5.6.9.1,62808,62845,ref-m.1.5.8.2.12,ref-m.1.5.8.2.19,152438,152517,ref-t.1.5.6.8.17,ref-t.1.5.6.9.1,סך את השמן ואין סך יין וחומץ שהשמן דרכו לסיכה יין וחומץ אין דרכן לסיכה לא,סך את השמן ואין סך יין וחומץ שהשמן דרכו לסיכה יין וחומץ אין דרכן לסיכה לא,8,16,833,833.0,534,534.0,0.0,0.0,1020000374
ref-m.1.5.8.2.12-ref-m.1.5.8.2.19,ref-t.1.8.2.3.17-ref-t.1.8.2.3.26,62808,62845,ref-m.1.5.8.2.12,ref-m.1.5.8.2.19,195463,195513,ref-t.1.8.2.3.17,ref-t.1.8.2.3.26,שדרכו לסוך לא יסוך יין וחומץ אבל סך ,סך את השמן ואין סך יין וחומץ שהשמן דרכו לסיכה ,8,10,1078,1077.0,536,527.0,0.5869565217391305,0.75,1020000375
ref-m.1.5.8.2.12-ref-m.1.5.8.2.22,ref-t.2.1.12.11.8-ref-t.2.1.12.12.1,62808,62858,ref-m.1.5.8.2.12,ref-m.1.5.8.2.22,268827,268912,ref-t.2.1.12.11.8,ref-t.2.1.12.12.1,סך הוא את השמן ואינו סך יין וחומץ שהשמן דרכו לסיכה יין וחומץ אין דרכן לסיכה סך,סך הוא את השמן ואינו סך יין וחומץ שהשמן דרכו לסיכה יין וחומץ אין דרכן לסיכה סך,11,17,1439,1439.0,537,537.0,0.0,0.0,1020000376
ref-m.1.5.8.3.5-ref-m.1.5.8.3.13,ref-t.1.4.3.4.43-ref-t.1.4.3.4.54,62942,62992,ref-m.1.5.8.3.5,ref-m.1.5.8.3.13,95845,95914,ref-t.1.4.3.4.43,ref-t.1.4.3.4.54,לא במדה ולא במשקל ולא במנין ולא תאנים במנין ,לא במדה ולא במדוד ולא במשקל ולא בשקול ולא במניין ולא במנוי ,9,12,419,418.0,541,539.0,0.4067796610169492,0.4285714285714286,1020000377
ref-m.1.5.8.3.1-ref-m.1.5.8.3.10,ref-t.1.5.4.18.7-ref-t.1.5.4.18.15,62918,62974,ref-m.1.5.8.3.1,ref-m.1.5.8.3.10,146749,146798,ref-t.1.5.4.18.7,ref-t.1.5.4.18.15,אין מוכרין פירות שביעית לא במדה ולא במשקל ולא במנין ,אין מוכרין אותן לא במדה ולא במשקל ולא במניין ,10,9,781,781.0,540,539.0,0.21153846153846154,0.375,1020000378
ref-m.1.5.8.2.29-ref-m.1.5.8.3.11,ref-t.1.5.6.16.5-ref-t.1.5.6.17.11,62891,62979,ref-m.1.5.8.2.29,ref-m.1.5.8.3.11,153153,153267,ref-t.1.5.6.16.5,ref-t.1.5.6.17.11,שביעית שנתנה להדלקת הנר אין מוכרין פירות שביעית לא במדה ולא במשקל ולא במנין ולא ,שביעית אבל אין מדליקין באגוזין ואין מסיקין בזתים אין מוכרין פירות שביעית לא במדה ולא במשקל ולא במניין ולא ,15,19,837,837.0,539,539.0,0.3584905660377358,0.5333333333333333,1020000379
ref-m.1.5.8.4.19-ref-m.1.5.8.4.30,ref-t.1.5.6.20.41-ref-t.1.5.6.21.11,63201,63266,ref-m.1.5.8.4.19,ref-m.1.5.8.4.30,153798,153866,ref-t.1.5.6.20.41,ref-t.1.5.6.21.11,אסור לקח מן הנחתום ככר בפונדיון כשאלקוט ירקות שדה אביא לך מותר ,אסרות הלוקח מן הנחתום ככר בפנדיון שאלקט ירקות שדה ואביא לך מותר ,12,12,838,838.0,542,542.0,0.125,0.15384615384615385,1020000380
ref-m.1.5.8.5.4-ref-m.1.5.8.5.10,ref-t.4.2.9.14.16-ref-t.4.2.9.14.19,63346,63384,ref-m.1.5.8.5.4,ref-m.1.5.8.5.10,829592,829618,ref-t.4.2.9.14.16,ref-t.4.2.9.14.19,לבייר ולא לבלן ולא לספר ולא לספן ,הבייר והבלן הספר והספן ,7,4,4971,4971.0,543,543.0,0.42424242424242425,0.19999999999999996,1020000381
ref-m.1.5.8.6.6-ref-m.1.5.8.6.19,ref-t.1.5.6.28.5-ref-t.1.5.6.28.11,63463,63539,ref-m.1.5.8.6.6,ref-m.1.5.8.6.19,155044,155084,ref-t.1.5.6.28.5,ref-t.1.5.6.28.11,דורכין אותן בגת אבל דורכין אותן בעריבה,דורכין אותן בגת אבל דורכין אותן בעריבה,14,7,844,844.0,544,544.0,0.0,0.0,1020000382
ref-m.1.5.8.8.15-ref-m.1.5.8.8.20,ref-t.2.4.1.10.15-ref-t.2.4.1.10.20,63860,63895,ref-m.1.5.8.8.15,ref-m.1.5.8.8.20,375415,375446,ref-t.2.4.1.10.15,ref-t.2.4.1.10.20,קיני זבים וקיני זבות וקיני יולדות ,קיני זבין קיני זבות קיני יולדות ,6,6,2070,2070.0,546,546.0,0.08823529411764706,0.0,1020000383
ref-m.1.5.8.8.15-ref-m.1.5.8.8.20,ref-t.2.4.3.7.8-ref-t.2.4.3.7.13,63860,63895,ref-m.1.5.8.8.15,ref-m.1.5.8.8.20,383003,383038,ref-t.2.4.3.7.8,ref-t.2.4.3.7.13,קיני זבים וקיני זבות וקיני יולדות ,קיני זבין וקיני זבות וקיני יולדות ,6,6,2125,2123.0,547,546.0,0.029411764705882353,0.0,1020000384
ref-m.1.5.8.8.15-ref-m.1.5.8.8.20,ref-t.5.7.1.26.15-ref-t.5.7.1.26.20,63860,63895,ref-m.1.5.8.8.15,ref-m.1.5.8.8.20,1221058,1221093,ref-t.5.7.1.26.15,ref-t.5.7.1.26.20,קיני זבים וקיני זבות וקיני יולדות ,קיני זבין וקיני זבות וקיני יולדות ,6,6,7971,7971.0,548,546.0,0.029411764705882353,0.0,1020000385
ref-m.1.5.8.8.27-ref-m.1.5.8.8.34,ref-t.1.5.6.4.29-ref-t.1.5.6.5.3,63929,63966,ref-m.1.5.8.8.27,ref-m.1.5.8.8.34,151998,152085,ref-t.1.5.6.4.29,ref-t.1.5.6.5.3,אין סכין כלים בשמן של שביעית ואם סך ,השמן ואין סך יין וחומץ שהשמן דרכו לסיכה ויין וחומץ אין דרכו לסיכה יין של שביעי' ,8,16,831,828.0,551,549.0,0.725,0.7,1020000386
ref-m.1.5.8.8.25-ref-m.1.5.8.8.35,ref-t.1.8.1.10.45-ref-t.1.8.1.10.60,63918,63971,ref-m.1.5.8.8.25,ref-m.1.5.8.8.35,192454,192526,ref-t.1.8.1.10.45,ref-t.1.8.1.10.60,יאכל כנגדן אין סכין כלים בשמן של שביעית ואם סך יאכל ,של תמרה אין אוכל כנגדו אם היו קופות הרי זה אוכל ושאר כל הדברים אין אוכל ,11,16,1052,1052.0,549,549.0,0.6527777777777778,0.7333333333333334,1020000387
ref-m.1.5.8.8.25-ref-m.1.5.8.9.1,ref-t.1.8.1.11.6-ref-t.1.8.1.12.1,63918,63981,ref-m.1.5.8.8.25,ref-m.1.5.8.9.1,192612,192657,ref-t.1.8.1.11.6,ref-t.1.8.1.12.1,יאכל כנגדן אין סכין כלים בשמן של שביעית ואם סך יאכל כנגדו עור ,לאכל כנגד העיר שחוט צריך לאכל כנגד העיר אין ,13,9,1053,1053.0,550,549.0,0.6290322580645161,0.75,1020000388
ref-m.1.5.9.1.12-ref-m.1.5.9.1.18,ref-t.1.7.3.16.71-ref-t.1.7.3.16.77,64456,64501,ref-m.1.5.9.1.12,ref-m.1.5.9.1.18,190230,190275,ref-t.1.7.3.16.71,ref-t.1.7.3.16.77,פטורין מן המעשרות ונלקחין מכל אדם בשביעית ,פטורין מן המעשרות ונלקחין מכל אדם בשביעית ,7,7,1045,1042.0,552,552.0,0.0,0.0,1020000389
ref-m.1.5.9.2.1-ref-m.1.5.9.2.9,ref-t.1.5.7.10.1-ref-t.1.5.7.10.10,64700,64754,ref-m.1.5.9.2.1,ref-m.1.5.9.2.9,156578,156635,ref-t.1.5.7.10.1,ref-t.1.5.7.10.10,שלש ארצות לביעור יהודה ועבר הירדן והגליל ושלש שלש ,שלש ארצות לביעור יהודה ועבר הירדן והגליל שלשתן של שלש ,9,10,849,847.0,554,553.0,0.1111111111111111,0.2222222222222222,1020000390
ref-m.1.5.9.2.1-ref-m.1.5.9.2.7,ref-t.3.2.12.5.1-ref-t.3.2.12.5.7,64700,64744,ref-m.1.5.9.2.1,ref-m.1.5.9.2.7,585909,585954,ref-t.3.2.12.5.1,ref-t.3.2.12.5.7,שלש ארצות לביעור יהודה ועבר הירדן והגליל ,שלש ארצות לנשואין יהודה ועבר הירדן והגליל ,7,7,3656,3655.0,553,553.0,0.14285714285714285,0.25,1020000391
ref-m.1.5.9.2.1-ref-m.1.5.9.2.15,ref-t.4.4.2.3.2-ref-t.4.4.2.3.13,64700,64787,ref-m.1.5.9.2.1,ref-m.1.5.9.2.15,884007,884068,ref-t.4.4.2.3.2,ref-t.4.4.2.3.13,שלש ארצות מעברין את השנה על יהודה ועל עבר הירדן ועל הגליל,שלש ארצות מעברין את השנה על יהודה ועל עבר הירדן ועל הגליל,15,12,5222,5222.0,555,555.0,0.0,0.0,1020000392
ref-m.1.5.9.3.3-ref-m.1.5.9.3.25,ref-t.1.5.7.10.39-ref-t.1.5.7.10.62,65051,65173,ref-m.1.5.9.3.3,ref-m.1.5.9.3.25,156784,156909,ref-t.1.5.7.10.39,ref-t.1.5.7.10.62,שלש ארצות אלא אוכלין מן הראשון שבה עד שיכלה האחרון שבה ר' שמעון אומ' לא אמרו שלש ארצות אלא ביהודה ושאר כל ארצות אוכלין,שלש ארצות אלא אוכלין מן הראשון שבה עד שיכלה האחרון שבה ר' שמעון אומ' לא אמרו שלש ארצות אלא ביהודה ושאר כל ארצות אוכלין,23,23,850,850.0,557,557.0,0.0,0.0,1020000393
ref-m.1.5.9.4.14-ref-m.1.5.9.4.19,ref-t.1.5.7.15.13-ref-t.1.5.7.15.18,65283,65324,ref-m.1.5.9.4.14,ref-m.1.5.9.4.19,157923,157964,ref-t.1.5.7.15.13,ref-t.1.5.7.15.18,אוכלין על הטפיחין ועל הדופרא אבל לא על ,אוכלין על הרפיחין ועל הדיפרא אבל לא על ,8,8,852,852.0,559,559.0,0.05128205128205128,0.33333333333333337,1020000394
ref-m.1.5.9.8.4-ref-m.1.5.9.9.4,ref-t.1.5.8.1.100-ref-t.1.5.8.2.16,66045,66240,ref-m.1.5.9.8.4,ref-m.1.5.9.9.4,159589,159845,ref-t.1.5.8.1.100,ref-t.1.5.8.2.16,הגיע שעת הביעור עניים אוכלין אחר הביעור אבל לא עשירים דברי ר' יהודה ר' יוסי אומ' אחד עניים ואחד עשירים אוכלין אחר הביעור ר' שמעון אומ' עשירים אוכלין מן האוצר אחר הביעור מי שיש לו פירות לחלק מחלקן לעניים מי שיש לו פירות שביעית והגיע שעת הביעור מחלק,הגיע שעת הביעור עניים אוכלין אחר הביעור אבל לא עשירים דברי ר' יהודה ר' יוסי אומ' אחד עניים ואחד עשירים אוכלין אחר הביעור ר' שמעון אומ' עשירים אוכלין מן האוצר אחר הביעור מי שיש לו פירות לחלק מחלקן לעניים מי שיש לו פירות שביעית והגיע שעת הביעור מחלק,36,48,857,856.0,560,560.0,0.0,0.0,1020000395
ref-m.1.5.9.9.6-ref-m.1.5.9.9.12,ref-t.1.3.1.16.4-ref-t.1.3.1.16.11,66248,66285,ref-m.1.5.9.9.6,ref-m.1.5.9.9.12,53597,53639,ref-t.1.3.1.16.4,ref-t.1.3.1.16.11,שנפלו לו בירושה או שנתנו לו במתנה ,שנפל לו פירות בירושה או שנתנו לו במתנה ,7,8,199,199.0,563,563.0,0.15384615384615385,0.19999999999999996,1020000396
ref-m.1.5.9.9.6-ref-m.1.5.9.9.12,ref-t.3.3.5.1.9-ref-t.3.3.5.1.15,66248,66285,ref-m.1.5.9.9.6,ref-m.1.5.9.9.12,596991,597029,ref-t.3.3.5.1.9,ref-t.3.3.5.1.15,שנפלו לו בירושה או שנתנו לו במתנה ,שנפלו לו בירושה או שניתנו לו במתנה ,7,7,3746,3746.0,564,563.0,0.02857142857142857,0.0,1020000397
