,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-n,dam-lev,jac,id
370,446,ref-y.3.3.1.1.13.50-ref-y.3.3.1.1.13.55,ref-sifre-n.28.1.155-ref-sifre-n.28.1.160,2530983,2531011,378807,378812,ref-y.3.3.1.1.13.50,ref-y.3.3.1.1.13.55,46684,46712,6983,6988,ref-sifre-n.28.1.155,ref-sifre-n.28.1.160,וכפר עליו מאשר חטא על הנפש ,וכפר עליו מאשר חטא על הנפש ,5,5,1248.0,446.0,0.0,0.0,4070000371
371,447,ref-y.3.4.1.5.3.33-ref-y.3.4.1.5.3.38,ref-sifre-n.28.1.155-ref-sifre-n.28.1.160,2727502,2727530,408524,408529,ref-y.3.4.1.5.3.33,ref-y.3.4.1.5.3.38,46684,46712,6983,6988,ref-sifre-n.28.1.155,ref-sifre-n.28.1.160,וכפר עליו מאשר חטא על הנפש ,וכפר עליו מאשר חטא על הנפש ,5,5,1360.0,446.0,0.0,0.0,4070000372
372,448,ref-y.3.4.6.2.4.97-ref-y.3.4.6.2.4.113,ref-sifre-n.28.2.66-ref-sifre-n.28.2.76,2776442,2776529,415907,415920,ref-y.3.4.6.2.4.97,ref-y.3.4.6.2.4.113,47126,47182,7052,7062,ref-sifre-n.28.2.66,ref-sifre-n.28.2.76,נזיר טהור וגלח ראשו ביום טהרתו מה תלמוד לומר ביום השביעי יגלח את כל,שנזר בקבר וגלח ראשו ראשו הוא מגלח ואינו מגלח כל שערו,14,11,1419.0,448.0,0.582089552238806,0.8,4070000373
373,450,ref-y.3.4.3.2.1.296-ref-y.3.4.3.2.1.303,ref-sifre-n.28.2.72-ref-sifre-n.28.2.84,2741245,2741288,410684,410691,ref-y.3.4.3.2.1.296,ref-y.3.4.3.2.1.303,47158,47231,7058,7068,ref-sifre-n.28.2.72,ref-sifre-n.28.2.84,מצורע מגלח וחוזר ומגלח נזיר טמא אינו מגלח ,מגלח ואינו מגלח כל שערו שהיה בדין הואיל ומצורע מגלח ומביא קרבן ונזיר ,7,10,1391.0,448.0,0.6811594202898551,0.8666666666666667,4070000374
374,451,ref-y.3.4.2.10.2.204-ref-y.3.4.2.10.2.229,ref-sifre-n.28.2.90-ref-sifre-n.28.2.113,2738009,2738142,410170,410187,ref-y.3.4.2.10.2.204,ref-y.3.4.2.10.2.229,47257,47380,7074,7095,ref-sifre-n.28.2.90,ref-sifre-n.28.2.113,או' אלא שהנזיר מגלח להעביר שיער ומצורע מגלח לגידול שיער אמרו לו לא תעלה לו ימי גמרו לא,למצורע שמגלח כל שערו אף נזיר יגלח כל שערו לא אם אמרת במצורע שמגלח תגלחת שניה לפיכך יגלח כל שערו תאמר בנזיר,18,22,1372.0,451.0,0.6509433962264151,0.7619047619047619,4070000375
375,453,ref-y.3.4.6.2.4.99-ref-y.3.4.6.2.4.117,ref-sifre-n.28.2.127-ref-sifre-n.28.2.156,2776452,2776553,415909,415924,ref-y.3.4.6.2.4.99,ref-y.3.4.6.2.4.117,47450,47611,7109,7137,ref-sifre-n.28.2.127,ref-sifre-n.28.2.156,וגלח ראשו ביום טהרתו מה תלמוד לומר ביום השביעי יגלח את כל שערו מיכן שהוא חוזר,"ומגלחים כל שערן והם יוכיחו לנזיר אע""פ שאין מגלח תגלחת ב' יגלח כל שערו תלמוד לומר וגלח ראשו ראשו הוא מגלח ואינו מגלח כל שערו ביום טהרתו ביום הזיתו",16,29,1419.0,453.0,0.6689655172413793,0.5909090909090908,4070000376
376,455,ref-y.2.3.8.8.6.28-ref-y.2.3.8.8.6.38,ref-sifre-n.28.2.155-ref-sifre-n.28.2.161,1362607,1362679,202274,202284,ref-y.2.3.8.8.6.28,ref-y.2.3.8.8.6.38,47598,47641,7136,7142,ref-sifre-n.28.2.155,ref-sifre-n.28.2.161,אתם טעונין הזייה בשלישי ובשביעי אף שביכם טעונין הזייה בשלישי ובשביעי ,הזיתו בשביעי אתה אומר ביום הזייתו בשביעי ,10,6,384.0,453.0,0.6086956521739131,1.0,4070000377
377,456,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.102,ref-sifre-n.29.1.149-ref-sifre-n.29.1.165,2418731,2418786,362123,362134,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.102,48816,48907,7298,7310,ref-sifre-n.29.1.149,ref-sifre-n.29.1.165,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף,שמיני נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו,12,13,1204.0,456.0,0.45454545454545453,0.6,4070000378
378,457,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.89,ref-sifre-n.29.1.149-ref-sifre-n.29.1.165,779725,779822,117346,117365,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.89,48816,48907,7298,7310,ref-sifre-n.29.1.149,ref-sifre-n.29.1.165,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן עשויה בשמן,שמיני נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו,20,13,203.0,456.0,0.6304347826086957,0.5833333333333333,4070000379
379,458,ref-y.2.10.1.12.5.35-ref-y.2.10.1.12.5.44,ref-sifre-n.29.1.149-ref-sifre-n.29.1.167,1883353,1883401,281212,281221,ref-y.2.10.1.12.5.35,ref-y.2.10.1.12.5.44,48816,48920,7298,7312,ref-sifre-n.29.1.149,ref-sifre-n.29.1.167,מה שם שנאמר להלן הבמות אסורות אף שם שנאמר כאן,שמיני נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני,10,15,748.0,456.0,0.675,0.8333333333333334,4070000380
380,459,ref-y.4.8.5.12.2.24-ref-y.4.8.5.12.2.33,ref-sifre-n.29.1.149-ref-sifre-n.29.1.168,3502502,3502549,527696,527705,ref-y.4.8.5.12.2.24,ref-y.4.8.5.12.2.33,48816,48924,7298,7313,ref-sifre-n.29.1.149,ref-sifre-n.29.1.168,מה שם האמור להלן אסור בהנייה אף שם האמור כאן,שמיני נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה,10,16,2023.0,456.0,0.6976744186046512,0.7272727272727273,4070000381
381,460,ref-y.2.5.8.1.2.158-ref-y.2.5.8.1.2.180,ref-sifre-n.29.1.149-ref-sifre-n.29.1.168,1477957,1478084,220137,220155,ref-y.2.5.8.1.2.158,ref-y.2.5.8.1.2.180,48816,48924,7298,7313,ref-sifre-n.29.1.149,ref-sifre-n.29.1.168,משם רבי ישמעאל אמרו נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,שמיני נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,18,15,447.0,456.0,0.5901639344262295,0.75,4070000382
382,461,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,1416081,1416145,210478,210489,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,11,9,419.0,456.0,0.4098360655737705,0.5555555555555556,4070000383
383,462,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,9,9,484.0,456.0,0.28846153846153844,0.4285714285714286,4070000384
384,463,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,9,9,636.0,456.0,0.28846153846153844,0.4285714285714286,4070000385
385,464,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,9,9,657.0,456.0,0.3076923076923077,0.4285714285714286,4070000386
386,465,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.55,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,2056186,2056456,307668,307715,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.55,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה,48,15,905.0,456.0,0.6647727272727273,0.8181818181818181,4070000387
387,466,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,2983586,2983647,447692,447703,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,11,9,1523.0,456.0,0.3620689655172414,0.5,4070000388
388,467,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.45,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,3154598,3154821,474171,474208,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.45,48822,48875,7299,7308,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן,38,10,1594.0,456.0,0.6742424242424242,0.6923076923076923,4070000389
389,469,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.104,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,14071,14129,2226,2237,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.104,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,11,11,2.0,456.0,0.5,0.4545454545454546,4070000390
390,470,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.20,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,427265,427339,65727,65742,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.20,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,15,11,87.0,456.0,0.5119047619047619,0.6153846153846154,4070000391
391,471,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.127,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,665158,665248,100672,100688,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.127,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,16,11,139.0,456.0,0.5862068965517241,0.5714285714285714,4070000392
392,473,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.14,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,873523,873582,130993,131004,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.14,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,11,11,268.0,456.0,0.4523809523809524,0.6923076923076923,4070000393
393,474,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.17,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,1561422,1561488,232775,232787,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.17,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,12,11,551.0,456.0,0.4880952380952381,0.4545454545454546,4070000394
394,475,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.124,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,1928666,1928726,288237,288248,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.124,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,11,11,767.0,456.0,0.4166666666666667,0.5454545454545454,4070000395
395,476,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.111,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,1930736,1931033,288522,288578,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.111,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן",נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה,57,15,795.0,456.0,0.751131221719457,0.8461538461538461,4070000396
396,478,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.76,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,2206411,2206479,329792,329805,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.76,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,13,11,987.0,456.0,0.5238095238095238,0.6428571428571428,4070000397
397,479,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,2267819,2267892,339233,339245,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,12,11,1048.0,456.0,0.6547619047619048,0.6666666666666667,4070000398
398,480,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.57,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,2327493,2327580,348416,348431,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.57,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,15,11,1128.0,456.0,0.5714285714285714,0.6666666666666667,4070000399
399,481,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.97,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,2327701,2327785,348445,348460,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.97,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,15,11,1151.0,456.0,0.5595238095238095,0.625,4070000400
400,483,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.139,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,2879134,2879195,431636,431647,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.139,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,11,11,1477.0,456.0,0.4880952380952381,0.5833333333333333,4070000401
401,484,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.146,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,3157857,3157958,474652,474667,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.146,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,15,11,1647.0,456.0,0.5656565656565656,0.6666666666666667,4070000402
402,485,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,3226750,3226838,485629,485645,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,16,11,1767.0,456.0,0.5764705882352941,0.6875,4070000403
403,486,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.69,ref-sifre-n.29.1.150-ref-sifre-n.29.1.165,3323464,3323533,500689,500702,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.69,48822,48907,7299,7310,ref-sifre-n.29.1.150,ref-sifre-n.29.1.165,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,13,11,1901.0,456.0,0.5119047619047619,0.6153846153846154,4070000404
404,487,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,1290200,1290313,191425,191443,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,18,14,337.0,456.0,0.5700934579439252,0.6666666666666667,4070000405
405,488,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,1595673,1595797,237661,237681,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,20,14,587.0,456.0,0.5714285714285714,0.75,4070000406
406,489,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,1836010,1836122,274157,274175,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,18,14,715.0,456.0,0.5648148148148148,0.7058823529411764,4070000407
407,492,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,3211011,3211117,483022,483042,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,20,14,1706.0,456.0,0.5533980582524272,0.7647058823529411,4070000408
408,493,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,3223732,3223837,485174,485193,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,19,14,1740.0,456.0,0.5196078431372549,0.6666666666666667,4070000409
409,494,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,3336498,3336604,502694,502710,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,48822,48924,7299,7313,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,16,14,1934.0,456.0,0.5588235294117647,0.7333333333333334,4070000410
410,495,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.38,ref-sifre-n.29.1.150-ref-sifre-n.29.2.1,3229067,3229195,485975,485997,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.38,48822,48957,7299,7315,ref-sifre-n.29.1.150,ref-sifre-n.29.2.1,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן באחי אביו מאביו הכתוב מדבר אף דודתו שנאמר כאן באשת ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן הכשיר בו שמיני ומשמיני והלאה שתי ,22,16,1793.0,456.0,0.6466165413533834,0.6666666666666667,4070000411
411,496,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,ref-sifre-n.29.1.150-ref-sifre-n.29.2.2,2318253,2318351,346996,347014,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,48822,48963,7299,7316,ref-sifre-n.29.1.150,ref-sifre-n.29.2.2,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור,19,18,1093.0,456.0,0.5684210526315789,0.5454545454545454,4070000412
412,500,ref-y.3.3.1.1.1.135-ref-y.3.3.1.1.1.147,ref-sifre-n.29.1.156-ref-sifre-n.29.2.2,2526361,2526429,378104,378116,ref-y.3.3.1.1.1.135,ref-y.3.3.1.1.1.147,48855,48963,7305,7316,ref-sifre-n.29.1.156,ref-sifre-n.29.2.2,מה נדר שנאמר להלן כינוי שבועה כשבועה אף נדר שנאמר כאן כינוי מירות ,מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן הכשיר בו שמיני ומשמיני והלאה שתי תורים ,12,11,1233.0,456.0,0.6074766355140186,0.7857142857142857,4070000413
413,501,ref-y.3.3.1.1.13.50-ref-y.3.3.1.1.13.63,ref-sifre-n.30.1.61-ref-sifre-n.30.1.87,2530983,2531045,378807,378819,ref-y.3.3.1.1.13.50,ref-y.3.3.1.1.13.63,49471,49600,7395,7418,ref-sifre-n.30.1.61,ref-sifre-n.30.1.87,וכפר עליו מאשר חטא על הנפש חט זה על נפשו שמנע עצמו מן,וכפר עליו מאשר חטא על הנפש וכי על איזו נפש חטא בה שצריך כפרה על שציער עצמו מן היין והלא דברים קל וחומר ומה,13,24,1248.0,501.0,0.5754716981132075,0.5263157894736843,4070000414
