baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.25.1.188-ref-sifre-n.25.1.207,ref-b.5.1.12.101b.16.7-ref-b.5.1.12.101b.17.12,40530,40627,ref-sifre-n.25.1.188,ref-sifre-n.25.1.207,7079484,7079641,ref-b.5.1.12.101b.16.7,ref-b.5.1.12.101b.17.12,הקדשים יאכל אם נאמרו קדשי קדשים למה נאמר קדשים קלים ואם נאמרו קדשים קלים למה נאמר קדשי קדשים אילו לא נאמר קדשים קלים הייתי אומר קדשי קדשים הוא דאוכל שהרי,הקדשים יאכל אם נאמרו קדשי קדשים למה נאמר קדשים קלים ואם נאמרו קדשים קלים למה נאמר קדשי קדשים אילו לא נאמר קדשים קלים הייתי אומר קדשי קדשים הוא דאוכל שהרי,3,3,2236,2236.0,379,379.0,0.0,0.0,28,הקדשים יאכל אם נאמרו קדשי קדשים למה נאמר קדשים קלים ואם נאמרו קדשים קלים למה נאמר קדשי קדשים אילו_לא_נאמר קדשים קלים הייתי אומר קדשי קדשים הוא דאוכל שהרי,5080000300,30,30
ref-sifre-n.25.1.183-ref-sifre-n.25.1.197,ref-b.5.4.1.5b.15.8-ref-b.5.4.1.5b.16.9,40508,40582,ref-sifre-n.25.1.183,ref-sifre-n.25.1.197,7938810,7938891,ref-b.5.4.1.5b.15.8,ref-b.5.4.1.5b.16.9,קדושת שער או אינו אלא קדושת הגוף כשהוא אומר קדוש הוא לה' הרי קדושת הגוף ,"בקדושת דמים וה""ה בקדושת הגוף ור' יוסי סבר גלי רחמנא בקדושת הגוף וה""ה בקדושת ",15,14,2615,2615.0,377,375.0,0.6578947368421053,0.875,2,הגוף הגוף,5080000301,15,14
ref-sifre-n.25.1.188-ref-sifre-n.25.1.207,ref-b.5.6.2.17a.10.9-ref-b.5.6.2.17a.11.15,40530,40627,ref-sifre-n.25.1.188,ref-sifre-n.25.1.207,8282920,8283039,ref-b.5.6.2.17a.10.9,ref-b.5.6.2.17a.11.15,קדושת הגוף כשהוא אומר קדוש הוא לה' הרי קדושת הגוף הא מה תלמוד לומר קדוש יהיה זו קדושת שער קדוש ,קדושין בתמורה ולא מקדישין לעשות תמורה תניא אמר ר' מאיר ומאחר שאין קדושין מהיכן מקדישין אלא אי אתה מוצא אלא במקדיש ,20,21,2712,2712.0,381,375.0,0.7368421052631579,0.95,0,,5080000302,20,21
ref-sifre-n.25.1.188-ref-sifre-n.25.1.207,ref-b.5.6.2.17a.21.19-ref-b.5.6.2.17a.22.16,40530,40627,ref-sifre-n.25.1.188,ref-sifre-n.25.1.207,8284282,8284406,ref-b.5.6.2.17a.21.19,ref-b.5.6.2.17a.22.16,קדושת הגוף כשהוא אומר קדוש הוא לה' הרי קדושת הגוף הא מה תלמוד לומר קדוש יהיה זו קדושת שער קדוש ,קדושין בתמורה ולא מקדישין לעשות תמורה ותניא אמר רבי מאיר וכי מאחר שאין קדושין מהיכן מקדישין אלא אי אתה מוצא אלא במקדיש ,20,22,2713,2713.0,382,375.0,0.7310924369747899,1.0,0,,5080000303,20,22
ref-sifre-n.25.1.188-ref-sifre-n.25.1.203,ref-b.5.7.1.6a.16.48-ref-b.5.7.1.6a.18.4,40530,40609,ref-sifre-n.25.1.188,ref-sifre-n.25.1.203,8364415,8364525,ref-b.5.7.1.6a.16.48,ref-b.5.7.1.6a.18.4,קדושת הגוף כשהוא אומר קדוש הוא לה' הרי קדושת הגוף הא מה תלמוד לומר קדוש יהיה ,"למקדש מסייע ליה לר' יוסי בר""ח דאמר קדש היא קדש תהיה לכם כל מעשיה לא יהו אלא בקדש מיתיבי המקדיש נכסיו והיו ",16,22,2724,2724.0,378,375.0,0.6792452830188679,0.9444444444444444,0,,5080000304,16,22
ref-sifre-n.25.1.319-ref-sifre-n.25.1.325,ref-b.3.5.2.16a.8.10-ref-b.3.5.2.16a.8.16,41163,41198,ref-sifre-n.25.1.319,ref-sifre-n.25.1.325,3964890,3964925,ref-b.3.5.2.16a.8.10,ref-b.3.5.2.16a.8.16,והיה ביום השביעי יגלח את כל שערו ,והיה ביום השביעי יגלח את כל שערו ,2,2,1317,1317.0,383,383.0,0.0,0.0,7,והיה ביום השביעי יגלח את כל שערו,5080000305,7,7
ref-sifre-n.25.1.319-ref-sifre-n.25.1.325,ref-b.3.5.2.16b.1.10-ref-b.3.5.2.16b.1.16,41163,41198,ref-sifre-n.25.1.319,ref-sifre-n.25.1.325,3965530,3965565,ref-b.3.5.2.16b.1.10,ref-b.3.5.2.16b.1.16,והיה ביום השביעי יגלח את כל שערו ,והיה ביום השביעי יגלח את כל שערו ,2,2,1320,1320.0,384,383.0,0.0,0.0,7,והיה ביום השביעי יגלח את כל שערו,5080000306,7,7
ref-sifre-n.25.1.383-ref-sifre-n.25.1.389,ref-b.2.11.3.15a.7.14-ref-b.2.11.3.15a.7.23,41479,41518,ref-sifre-n.25.1.383,ref-sifre-n.25.1.389,2688231,2688289,ref-b.2.11.3.15a.7.14,ref-b.2.11.3.15a.7.23,בגדיו יהיו פרומים וראשו יהיה פרוע פרוע ,בגדיו יהיו פרומים שיהו מקורעים וראשו יהיה פרוע אין פריעה ,7,10,696,696.0,386,385.0,0.3333333333333333,0.4285714285714286,6,בגדיו יהיו פרומים וראשו יהיה פרוע,5080000307,7,10
ref-sifre-n.25.1.383-ref-sifre-n.25.1.388,ref-b.5.7.1.8b.9.11-ref-b.5.7.1.8b.9.16,41479,41513,ref-sifre-n.25.1.383,ref-sifre-n.25.1.388,8377112,8377146,ref-b.5.7.1.8b.9.11,ref-b.5.7.1.8b.9.16,בגדיו יהיו פרומים וראשו יהיה פרוע ,בגדיו יהיו פרומים וראשו יהיה פרוע ,6,6,2733,2733.0,385,385.0,0.0,0.0,6,בגדיו יהיו פרומים וראשו יהיה פרוע,5080000308,6,6
ref-sifre-n.25.1.406-ref-sifre-n.25.1.419,ref-b.2.5.3.36b.11.5-ref-b.2.5.3.36b.11.17,41592,41662,ref-sifre-n.25.1.406,ref-sifre-n.25.1.419,1783176,1783247,ref-b.2.5.3.36b.11.5,ref-b.2.5.3.36b.11.17,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור ,כאן כפרה ונאמרה להלן כפרה מה כפרה האמורה בשעיר דברים אף כפרה האמורה ,3,13,398,391.0,388,387.0,0.3970588235294117,0.4,4,כאן להלן מה אף,5080000309,14,13
ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,ref-b.3.1.2.24a.6.17-ref-b.3.1.2.24a.6.37,41592,41666,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,2915352,2915449,ref-b.3.1.2.24a.6.17,ref-b.3.1.2.24a.6.37,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,כאן יקום על שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן נחלה אף שם האמור כאן ,1,2,793,772.0,389,387.0,0.5319148936170213,0.6666666666666667,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,5080000310,15,21
ref-sifre-n.25.1.411-ref-sifre-n.25.1.420,ref-b.3.1.9.86a.5.13-ref-b.3.1.9.86a.5.22,41618,41666,ref-sifre-n.25.1.411,ref-sifre-n.25.1.420,3126442,3126491,ref-b.3.1.9.86a.5.13,ref-b.3.1.9.86a.5.22,מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,מה שעריך האמור להלן מעשר עני אף שעריך האמור כאן ,10,1,833,831.0,390,387.0,0.3333333333333333,0.6,6,מה האמור להלן אף האמור כאן,5080000311,10,10
ref-sifre-n.25.1.406-ref-sifre-n.25.1.417,ref-b.3.5.1.3b.22.13-ref-b.3.5.1.3b.22.38,41592,41650,ref-sifre-n.25.1.406,ref-sifre-n.25.1.417,3908508,3908617,ref-b.3.5.1.3b.22.13,ref-b.3.5.1.3b.22.38,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף ,כאן כי מצא בה ערות דבר ונאמר להלן על פי שני עדים או על פי שלשה עדים יקום דבר מה דבר האמור להלן עדים שנים אף ,1,7,1249,1226.0,387,387.0,0.6111111111111112,0.6875,7,כאן ונאמר להלן מה האמור להלן אף,5080000312,12,26
ref-sifre-n.25.1.483-ref-sifre-n.25.1.555,ref-b.3.4.6.44a.7.1-ref-b.3.4.6.44a.9.15,41997,42392,ref-sifre-n.25.1.483,ref-sifre-n.25.1.555,3855541,3855815,ref-b.3.4.6.44a.7.1,ref-b.3.4.6.44a.9.15,תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו טומאה,וטומאה לא תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו טומאה שסותרת אינו דין שלא תותר מכללה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מיטמא הוא למת מצוה ויין יותר מכללו קל וחומר מטומאה מה טומאה שהיא סותרת הותרה מכללה יין שאינו סותר,13,35,1090,1090.0,393,393.0,0.754863813229572,0.4117647058823529,13,תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו טומאה,5080000313,13,51
ref-sifre-n.25.1.483-ref-sifre-n.25.1.537,ref-b.3.4.6.44a.18.1-ref-b.3.4.6.44a.18.15,41997,42294,ref-sifre-n.25.1.483,ref-sifre-n.25.1.537,3856733,3856813,ref-b.3.4.6.44a.18.1,ref-b.3.4.6.44a.18.15,תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו תגלחת,ותגלחת לא תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו תגלחת,13,4,1119,1119.0,391,391.0,0.136986301369863,0.0,13,תותר מכללה קל וחומר מיין ומה יין שאינו סותר לא הותר מכללו תגלחת,5080000314,13,15
ref-sifre-n.25.1.483-ref-sifre-n.25.1.537,ref-b.3.4.6.44a.20.7-ref-b.3.4.6.44a.20.13,41997,42294,ref-sifre-n.25.1.483,ref-sifre-n.25.1.537,3857049,3857092,ref-b.3.4.6.44a.20.7,ref-b.3.4.6.44a.20.13,מתגלחת ומה תגלחת שהותרה מכללה סותרת יין,מתגלחת ומה תגלחת שהותרה מכללה סותרת יין,7,7,1129,1129.0,392,392.0,0.0,0.0,7,מתגלחת ומה תגלחת שהותרה מכללה סותרת יין,5080000315,7,7
ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,ref-b.3.1.2.24a.6.16-ref-b.3.1.2.24a.6.37,42856,42982,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,2915347,2915449,ref-b.3.1.2.24a.6.16,ref-b.3.1.2.24a.6.37,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,נאמר כאן יקום על שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן נחלה אף שם האמור כאן ,1,3,777,772.0,398,397.0,0.6209677419354839,0.6428571428571428,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,5080000316,25,22
ref-sifre-n.25.1.643-ref-sifre-n.25.1.664,ref-b.3.5.1.3b.22.12-ref-b.3.5.1.3b.22.38,42856,42966,ref-sifre-n.25.1.643,ref-sifre-n.25.1.664,3908503,3908617,ref-b.3.5.1.3b.22.12,ref-b.3.5.1.3b.22.38,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף ,נאמר כאן כי מצא בה ערות דבר ונאמר להלן על פי שני עדים או על פי שלשה עדים יקום דבר מה דבר האמור להלן עדים שנים אף ,3,1,1239,1226.0,397,397.0,0.7345132743362832,0.6666666666666667,8,נאמר כאן ונאמר להלן מה האמור להלן אף,5080000317,22,27
ref-sifre-n.26.1.1-ref-sifre-n.26.1.6,ref-b.3.4.7.48a.5.7-ref-b.3.4.7.48a.5.12,43289,43312,ref-sifre-n.26.1.1,ref-sifre-n.26.1.6,3863883,3863906,ref-b.3.4.7.48a.5.7,ref-b.3.4.7.48a.5.12,כל ימי הזירו לה' על נפש ,כל ימי הזירו לה' על נפש ,6,6,1152,1152.0,399,399.0,0.0,0.0,6,כל ימי הזירו לה' על נפש,5080000318,6,6
ref-sifre-n.26.1.37-ref-sifre-n.26.1.57,ref-b.3.4.7.48a.6.19-ref-b.3.4.7.48a.6.37,43454,43567,ref-sifre-n.26.1.37,ref-sifre-n.26.1.57,3864003,3864106,ref-b.3.4.7.48a.6.19,ref-b.3.4.7.48a.6.37,לא יבא בנפשות המטמאות בביאה הכתוב מדבר,בנפש אדם הכתוב מדבר רבי ישמעאל אומר אינו צריך הרי הוא אומר לא יבא בנפשות המטמאות בביאה הכתוב מדבר,7,14,1153,1153.0,400,400.0,0.6082474226804123,0.375,7,לא יבא בנפשות המטמאות בביאה הכתוב מדבר,5080000319,7,19
ref-sifre-n.26.1.89-ref-sifre-n.26.1.104,ref-b.3.4.3.19a.10.22-ref-b.3.4.3.19b.1.13,43714,43801,ref-sifre-n.26.1.89,ref-sifre-n.26.1.104,3806013,3806129,ref-b.3.4.3.19a.10.22,ref-b.3.4.3.19b.1.13,יטמא לקרובים ונזיר בל יטמא לקרובים אם למדתי לכהן גדול שמטמא למת מצוה אף נזיר מטמא ,בטמא שנזר אבל בנזיר טהור שנטמא אפילו יום אחד סותר אמר רבא מאי טעמא דרבי אליעזר אמר קרא כי טמא נזרו משום דבטומאה ,16,23,1066,1066.0,403,402.0,0.6696428571428571,0.8636363636363636,0,,5080000320,16,23
ref-sifre-n.26.1.89-ref-sifre-n.26.1.94,ref-b.3.4.7.48a.10.3-ref-b.3.4.7.48a.10.25,43714,43751,ref-sifre-n.26.1.89,ref-sifre-n.26.1.94,3864473,3864606,ref-b.3.4.7.48a.10.3,ref-b.3.4.7.48a.10.25,יטמא לקרובים ונזיר בל יטמא לקרובים ,מיטמא לאביו ולאמו אבל יטמא לשאר מתים אמרת קל וחומר ומה כהן הדיוט שמיטמא לקרובין אינו מיטמא לשאר מתים נזיר שאינו מיטמא לקרובין ,6,9,1157,1155.0,402,402.0,0.753968253968254,0.9375,1,יטמא,5080000321,6,23
ref-sifre-n.26.1.148-ref-sifre-n.26.1.164,ref-b.2.4.1.18a.2.2-ref-b.2.4.1.18a.3.8,44024,44112,ref-sifre-n.26.1.148,ref-sifre-n.26.1.164,1323245,1323332,ref-b.2.4.1.18a.2.2,ref-b.2.4.1.18a.3.8,טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מטמא ,דטומאה חמורה לא מטמאו טומאה קלה מיהא ניטמאו מאי בטלו במעיה נמי בטלו מטומאה חמורה אבל ,1,16,225,225.0,411,404.0,0.7294117647058823,0.8666666666666667,1,אבל,5080000322,17,16
ref-sifre-n.26.1.158-ref-sifre-n.26.1.195,ref-b.2.4.1.18b.4.6-ref-b.2.4.1.18b.4.28,44078,44271,ref-sifre-n.26.1.158,ref-sifre-n.26.1.195,1324906,1325016,ref-b.2.4.1.18b.4.6,ref-b.2.4.1.18b.4.28,אינו מטמא כלי אוכל שאין מטמא אוכל אינו דין שלא יטמא כלי הא מה אני מקיים יטמא לטמא את המשקין שהן,שמטמא אוכל אינו מטמא כלי אוכל שאין מטמא אוכל אינו דין שלא יטמא כלי הא מה אני מקיים יטמא לטמא את המשקין שהן,2,4,232,232.0,419,419.0,0.1037735849056603,0.0999999999999999,16,אינו מטמא כלי אוכל שאין מטמא אוכל אינו_דין_שלא יטמא כלי הא_מה_אני_מקיים יטמא לטמא את המשקין שהן,5080000323,21,23
ref-sifre-n.26.1.182-ref-sifre-n.26.1.195,ref-b.3.4.7.47b.9.18-ref-b.3.4.7.47b.9.30,44193,44271,ref-sifre-n.26.1.182,ref-sifre-n.26.1.195,3863063,3863144,ref-b.3.4.7.47b.9.18,ref-b.3.4.7.47b.9.30,כהן הדיוט שהוא מיטמא לקרובים אינו מיטמא לרחוקים כהן גדול שאינו מיטמא לקרובים,כהן הדיוט שהוא מיטמא לקרובים אינו מיטמא לרחוקים כהן גדול שאינו מיטמא לקרובים,13,13,1140,1140.0,422,422.0,0.0,0.0,13,כהן הדיוט שהוא מיטמא לקרובים אינו מיטמא לרחוקים כהן גדול שאינו מיטמא לקרובים,5080000324,13,13
ref-sifre-n.26.1.182-ref-sifre-n.26.1.210,ref-b.3.4.7.48a.2.19-ref-b.3.4.7.48a.2.33,44193,44347,ref-sifre-n.26.1.182,ref-sifre-n.26.1.210,3863472,3863557,ref-b.3.4.7.48a.2.19,ref-b.3.4.7.48a.2.33,כהן הדיוט שמטמא הוא לקרובים אין מטמא לשאר מתים נזיר שאין מטמא לקרובים אין דין שלא יטמא לשאר מתים הא מה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו ,מיטמא לאחיו מאביו אין כהן גדול מיטמא לאביו מקום שאין כהן הדיוט מיטמא לאחיו מאמו ,24,15,1145,1144.0,424,404.0,0.6712328767123288,0.7222222222222222,2,אין לאביו,5080000325,29,15
ref-sifre-n.26.1.113-ref-sifre-n.26.1.210,ref-b.3.4.7.48a.8.10-ref-b.3.4.7.48a.10.25,43840,44347,ref-sifre-n.26.1.113,ref-sifre-n.26.1.210,3864194,3864606,ref-b.3.4.7.48a.8.10,ref-b.3.4.7.48a.10.25,שקדושתו קדושת עולם מיטמא למת מצוה נזיר שאין קדושתו קדושת עולם אינו דין שמיטמא למת מצוה לא אם אמרת בכהן גדול שכן אינו מביא קרבן על טומאתו תאמר בנזיר שמביא קרבן על טומאתו הואיל ומביא קרבן על טומאתו לא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא אבל מיטמא למת מצוה או אינו מיטמא לאביו ולאמו אבל יטמא לשאר מתים אמרת קל וחומר ומה כהן הדיוט שמיטמא לקרובין אינו מיטמא לשאר מתים נזיר שאינו מיטמא לקרובין,שקדושתו קדושת עולם מיטמא למת מצוה נזיר שאין קדושתו קדושת עולם אינו דין שמיטמא למת מצוה לא אם אמרת בכהן גדול שכן אינו מביא קרבן על טומאתו תאמר בנזיר שמביא קרבן על טומאתו הואיל ומביא קרבן על טומאתו לא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא אבל מיטמא למת מצוה או אינו מיטמא לאביו ולאמו אבל יטמא לשאר מתים אמרת קל וחומר ומה כהן הדיוט שמיטמא לקרובין אינו מיטמא לשאר מתים נזיר שאינו מיטמא לקרובין,58,58,1155,1155.0,406,406.0,0.0,0.0,55,שקדושתו קדושת עולם מיטמא_למת_מצוה נזיר שאין קדושתו קדושת עולם אינו דין שמיטמא_למת_מצוה לא_אם_אמרת בכהן גדול שכן אינו מביא_קרבן_על טומאתו תאמר בנזיר שמביא_קרבן_על טומאתו הואיל ומביא_קרבן_על טומאתו לא יטמא למת מצוה תלמוד_לומר_לאביו_ולאמו_לא_יטמא אבל מיטמא_למת_מצוה או אינו מיטמא לאביו ולאמו אבל יטמא לשאר מתים אמרת_קל_וחומר_ומה כהן הדיוט שמיטמא לקרובין אינו מיטמא לשאר מתים נזיר שאינו מיטמא לקרובין,5080000326,77,77
ref-sifre-n.26.1.184-ref-sifre-n.26.1.209,ref-b.3.4.7.48b.4.10-ref-b.3.4.7.48b.5.8,44203,44340,ref-sifre-n.26.1.184,ref-sifre-n.26.1.209,3865097,3865186,ref-b.3.4.7.48b.4.10,ref-b.3.4.7.48b.5.8,שמטמא הוא לקרובים אין מטמא לשאר מתים נזיר שאין מטמא לקרובים אין דין שלא יטמא לשאר מתים הא מה תלמוד לומר לאביו ולאמו לא יטמא לאביו ,מיטמא הא מיבעי ליה לומר שאין מיטמא לאביו אלא לאביו לומר שאין מיטמא לאביו לאחיו אינו ,21,16,1170,1169.0,426,404.0,0.6,0.75,2,שאין לאביו,5080000327,26,16
ref-sifre-n.26.1.134-ref-sifre-n.26.1.149,ref-b.3.4.9.61b.7.4-ref-b.3.4.9.61b.7.14,43949,44035,ref-sifre-n.26.1.134,ref-sifre-n.26.1.149,3890451,3890516,ref-b.3.4.9.61b.7.4,ref-b.3.4.9.61b.7.14,שאינו מביא קרבן על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא ,נוזרין ומביאין קרבן ואין הגוים נוזרין ומביאין קרבן יכול אף לא ,16,11,1219,1219.0,408,404.0,0.6341463414634146,0.9473684210526316,2,קרבן קרבן,5080000328,16,11
ref-sifre-n.26.1.158-ref-sifre-n.26.1.174,ref-b.3.5.5.28a.5.10-ref-b.3.5.5.28a.6.8,44078,44159,ref-sifre-n.26.1.158,ref-sifre-n.26.1.174,3995773,3995835,ref-b.3.5.5.28a.5.10,ref-b.3.5.5.28a.6.8,יטמא לאביו ולאמו לא יטמא אבל מטמא הוא למת מצוה או לאביו ולאמו לא יטמא אבל מטמא ,נטמאה ונטמאה ועדיין תיבעי נטמאה נטמאה קאמר או נטמאה ונטמאה ,11,10,1360,1359.0,418,404.0,0.6835443037974683,0.8888888888888888,1,או,5080000329,17,10
ref-sifre-n.26.1.150-ref-sifre-n.26.1.166,ref-b.4.5.2.8a.16.24-ref-b.4.5.2.8b.1.3,44036,44126,ref-sifre-n.26.1.150,ref-sifre-n.26.1.166,6443556,6443649,ref-b.4.5.2.8a.16.24,ref-b.4.5.2.8b.1.3,יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מטמא הוא למת מצוה ,מיטמא אי בעי לא מיטמא מת מצוה דלא סגי דלא מיטמא הכי נמי דפטור שאני התם דאמר קרא טמא יהיה ממ ,7,21,2034,2032.0,417,404.0,0.7282608695652174,0.8461538461538461,1,מצוה,5080000330,18,21
ref-sifre-n.26.1.162-ref-sifre-n.26.1.192,ref-b.5.1.2.23a.5.22-ref-b.5.1.2.23a.7.21,44099,44253,ref-sifre-n.26.1.162,ref-sifre-n.26.1.192,6879777,6879966,ref-b.5.1.2.23a.5.22,ref-b.5.1.2.23a.7.21,יטמא אבל מטמא הוא למת מצוה או לאביו ולאמו לא יטמא אבל מטמא הוא לשאר מתים אמרת קל וחומר ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא לשאר מתים נזיר שאין ,"אין משלחין קרבנותיהם לא אי דאיטמו בעלים במת ה""נ הכא במאי עסקינן כגון שנטמא כהן בשרץ אי הכי אימא סיפא ניטמא טומאת התהום הציץ מרצה הא תני רבי חייא לא אמרו טומאת התהום אלא למת בלבד למת ",25,37,2141,2141.0,420,404.0,0.7417582417582418,0.8666666666666667,1,אין,5080000331,31,37
ref-sifre-n.26.1.191-ref-sifre-n.26.1.218,ref-b.5.1.12.100a.11.1-ref-b.5.1.12.100a.11.16,44243,44383,ref-sifre-n.26.1.191,ref-sifre-n.26.1.218,7073898,7073978,ref-b.5.1.12.100a.11.1,ref-b.5.1.12.100a.11.16,נזיר שאין מטמא לקרובים אין דין שלא יטמא לשאר מתים הא מה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו אינו מטמא אבל מטמא הוא למת מצוה הא ,לאביו אינו מטמא אבל מטמא הוא למת מצוה לאמו היה כהן והוא נזיר לאמו הוא דאינו ,23,16,2233,2233.0,427,404.0,0.6940298507462687,0.7777777777777778,4,לאביו אינו מטמא_אבל_מטמא הוא,5080000332,28,16
ref-sifre-n.26.1.113-ref-sifre-n.26.1.125,ref-b.5.1.12.103b.2.31-ref-b.5.1.12.103b.3.27,43840,43915,ref-sifre-n.26.1.113,ref-sifre-n.26.1.125,7086590,7086746,ref-b.5.1.12.103b.2.31,ref-b.5.1.12.103b.3.27,קדשי קדשים רבי ישמעאל אומר עור העולה אין לי אלא העולה עורות קדשי קדשים מנין ודין הוא ומה עולה שלא זכו בבשרה זכו בעורה קדשי קדשים שזכו בבשרן אינו דין,קדשי קדשים רבי ישמעאל אומר עור העולה אין לי אלא העולה עורות קדשי קדשים מנין ודין הוא ומה עולה שלא זכו בבשרה זכו בעורה קדשי קדשים שזכו בבשרן אינו דין,18,18,2250,2250.0,404,404.0,0.0,0.0,24,קדשי קדשים רבי_ישמעאל_אומר עור העולה אין_לי_אלא העולה עורות קדשי קדשים מנין ודין_הוא_ומה עולה שלא זכו בבשרה זכו בעורה קדשי קדשים שזכו בבשרן אינו דין,5080000333,30,30
ref-sifre-n.26.1.184-ref-sifre-n.26.1.195,ref-b.5.3.1.25a.9.14-ref-b.5.3.1.25a.10.14,44203,44271,ref-sifre-n.26.1.184,ref-sifre-n.26.1.195,7554320,7554473,ref-b.5.3.1.25a.9.14,ref-b.5.3.1.25a.10.14,שמטמא הוא לקרובים אין מטמא לשאר מתים נזיר שאין מטמא לקרובים אין ,שמיטמא מאוירו אינו מיטמא מגבו כל הכלים שאין מיטמאין מאוירן אינו דין שאין מיטמאין מגבן אמר קרא וכל כלי פתוח אשר אין צמיד פתיל עליו טמא הוא האי הוא ,12,20,2548,2548.0,425,404.0,0.6917808219178082,0.736842105263158,2,שאין אין,5080000334,12,29
ref-sifre-n.26.1.148-ref-sifre-n.26.1.174,ref-b.5.3.4.70b.9.12-ref-b.5.3.4.70b.10.8,44024,44159,ref-sifre-n.26.1.148,ref-sifre-n.26.1.174,7699242,7699346,ref-b.5.3.4.70b.9.12,ref-b.5.3.4.70b.10.8,בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ טמא וכי נבלת בהמה טמאה מטמאה ובטהורה לא מטמאה,טמא או בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ טמא וכי נבלת בהמה טמאה מטמאה ובטהורה לא מטמאה,13,15,2572,2572.0,415,415.0,0.0707070707070707,0.0,19,בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ טמא וכי נבלת בהמה טמאה מטמאה ובטהורה לא מטמאה,5080000335,19,21
ref-sifre-n.26.1.148-ref-sifre-n.26.1.173,ref-b.5.3.9.128b.22.25-ref-b.5.3.9.129a.1.9,44024,44154,ref-sifre-n.26.1.148,ref-sifre-n.26.1.173,7876363,7876416,ref-b.5.3.9.128b.22.25,ref-b.5.3.9.129a.1.9,טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מטמא הוא למת מצוה או לאביו ולאמו לא יטמא אבל ,טמא טומאת בית הסתרים היא וטומאת בית הסתרים לא מטמא ,10,10,2602,2602.0,414,404.0,0.744,0.8181818181818181,1,מטמא,5080000336,26,10
ref-sifre-n.26.1.148-ref-sifre-n.26.1.164,ref-b.6.7.2.17a.20.21-ref-b.6.7.2.17a.22.5,44024,44112,ref-sifre-n.26.1.148,ref-sifre-n.26.1.164,8559073,8559157,ref-b.6.7.2.17a.20.21,ref-b.6.7.2.17a.22.5,טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מטמא ,מטמא טומאת משקין נטמא מקצתו לא נטמא כולו נטהר מקצתו נטהר כולו הא גופא קשיא אמרת נטמא ,1,4,2781,2781.0,412,404.0,0.7176470588235294,0.8571428571428572,1,מטמא,5080000337,17,17
