baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.1.6.5.4.7-ref-t.1.6.5.4.19,ref-sifre-d.231.3.8-ref-sifre-d.231.3.17,175677,175750,ref-t.1.6.5.4.7,ref-t.1.6.5.4.19,232952,233012,ref-sifre-d.231.3.8,ref-sifre-d.231.3.17,קושרין את הסוס לא לצידי הקרון ולא לאחר הקרון ולא את הלפדקים לגמלים ,לקושר הסוס בצדי הקרון או לאחר הקרון או הדולפקיס לגמלים ,13,10,813,813.0,114,114.0,0.3134328358208955,0.5454545454545454,5,הסוס הקרון לאחר הקרון לגמלים,2060000083,13,10
ref-t.1.6.5.14.1-ref-t.1.6.5.14.10,ref-sifre-d.232.3.4-ref-sifre-d.232.3.14,177237,177288,ref-t.1.6.5.14.1,ref-t.1.6.5.14.10,233463,233509,ref-sifre-d.232.3.4,ref-sifre-d.232.3.14,חלוק של צמר שניפרס ופירפו בחוט של פשתן ושל פשתן ,חלוק של צמר על גבי חלוק של פשתן וחלוק של פשתן ,10,11,817,817.0,115,115.0,0.3958333333333333,0.5555555555555556,6,חלוק של צמר של פשתן פשתן,2060000084,10,11
ref-t.1.6.5.22.7-ref-t.1.6.5.22.19,ref-sifre-d.232.4.8-ref-sifre-d.232.4.23,178152,178217,ref-t.1.6.5.22.7,ref-t.1.6.5.22.19,233611,233684,ref-sifre-d.232.4.8,ref-sifre-d.232.4.23,יקשור סרק של צמר ושל פשתן לחגור בו את מתניו אע'פ שהרצועה באמצע ,סרק יקשור סרט של צמר ושל פשתן לחגור בו את מתניו אף על פי שהרצועה באמצע ,13,16,818,818.0,116,116.0,0.1408450704225352,0.2307692307692307,11,סרק של צמר ושל פשתן לחגור בו את מתניו שהרצועה באמצע,2060000085,13,16
ref-t.1.7.3.16.63-ref-t.1.7.3.16.70,ref-sifre-d.105.11.4-ref-sifre-d.105.11.10,190180,190229,ref-t.1.7.3.16.63,ref-t.1.7.3.16.70,143512,143554,ref-sifre-d.105.11.4,ref-sifre-d.105.11.10,וזרע לפת וצנונות ושאר זרעוני גנה שאין נאכלין ,זרע לפת צנונות וזרעוני גינה שאינן נאכלים ,8,7,402,402.0,117,117.0,0.2,0.5,1,לפת,2060000086,8,7
ref-t.1.8.1.2.26-ref-t.1.8.1.2.41,ref-sifre-d.11.1.90-ref-sifre-d.11.1.99,190827,190894,ref-t.1.8.1.2.26,ref-t.1.8.1.2.41,14986,15023,ref-sifre-d.11.1.90,ref-sifre-d.11.1.99,ותן לי שמן הילך שמן ותן לי יין אלא אומ' לו הילך יין מפני שאין לו ,אמר לו כל מה שנתתי לך לא נתתי לך אלא ,16,10,25,20.0,118,118.0,0.6923076923076923,0.9166666666666666,1,לו,2060000087,16,10
ref-t.1.8.2.14.15-ref-t.1.8.2.15.7,ref-sifre-d.124.4.15-ref-sifre-d.124.4.28,199421,199501,ref-t.1.8.2.14.15,ref-t.1.8.2.15.7,161350,161426,ref-sifre-d.124.4.15,ref-sifre-d.124.4.28,קדשי קדשים וחייבין עליה משום טומאה בנויה בקודש ופתוחה לחול ולקודש כולה קודש ,יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש ,13,7,513,508.0,119,119.0,0.6447368421052632,0.8,0,,2060000088,13,14
ref-t.1.8.2.16.140-ref-t.1.8.2.17.6,ref-sifre-d.107.9.4-ref-sifre-d.107.9.15,200900,200947,ref-t.1.8.2.16.140,ref-t.1.8.2.17.6,146774,146842,ref-sifre-d.107.9.4,ref-sifre-d.107.9.15,בכל המקומות הלוקח בכסף מעשר שני שנטמא יפדה ,יכול הלקוח בכסף מעשר שנטמא טעון פדיון יפדה ודין הוא ומה מעשר שני ,8,13,426,426.0,120,120.0,0.6923076923076923,0.3636363636363636,4,בכסף מעשר שנטמא יפדה,2060000089,8,13
ref-t.1.8.2.17.29-ref-t.1.8.2.17.40,ref-sifre-d.71.6.53-ref-sifre-d.71.6.69,201064,201122,ref-t.1.8.2.17.29,ref-t.1.8.2.17.40,115716,115808,ref-sifre-d.71.6.53,ref-sifre-d.71.6.69,קדושתו מרחם וקדושתו חלה עליו על בעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושה חלה,קדושתו מרחם וקדושתו חלה עליו על בעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושה חלה,11,11,224,224.0,121,121.0,0.0,0.0,17,קדושתו מרחם וקדושתו חלה עליו על בעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושה חלה,2060000090,17,17
ref-t.1.8.2.17.36-ref-t.1.8.2.17.50,ref-sifre-d.71.6.88-ref-sifre-d.71.6.102,201101,201168,ref-t.1.8.2.17.36,ref-t.1.8.2.17.50,115905,115976,ref-sifre-d.71.6.88,ref-sifre-d.71.6.102,אין חל אלא על בעל מום קבוע אמרו לו ממקום שבאתה מה להלן תמימים אין ,מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן אין ,15,3,229,226.0,124,121.0,0.7285714285714285,0.5,6,אין אלא על מום קבוע אין,2060000091,15,15
ref-t.1.8.2.17.29-ref-t.1.8.2.17.37,ref-sifre-d.124.3.86-ref-sifre-d.124.3.101,201064,201107,ref-t.1.8.2.17.29,ref-t.1.8.2.17.37,161029,161123,ref-sifre-d.124.3.86,ref-sifre-d.124.3.101,קדושה חלה עליה בבעלת מום קבוע הקדש אין חל ,קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושתם חלה ,9,10,506,506.0,122,121.0,0.5795454545454546,0.6428571428571428,3,חלה מום קבוע,2060000092,9,16
ref-t.1.8.3.15.24-ref-t.1.8.3.15.31,ref-sifre-d.72.7.16-ref-sifre-d.72.7.25,205106,205150,ref-t.1.8.3.15.24,ref-t.1.8.3.15.31,117613,117665,ref-sifre-d.72.7.16,ref-sifre-d.72.7.25,הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון,הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון,4,4,247,247.0,125,125.0,0.0,0.0,10,הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון,2060000093,10,10
ref-t.1.8.4.1.10-ref-t.1.8.4.1.21,ref-sifre-d.343.8.56-ref-sifre-d.343.9.11,206057,206124,ref-t.1.8.4.1.10,ref-t.1.8.4.1.21,357787,357853,ref-sifre-d.343.8.56,ref-sifre-d.343.9.11,הכונס מתוך שלו ואחד לוקח ואחד יורש ואחד שניתנו לו במתנה ואחד ,"נכנסת לתוכם ד""א משל למה הדבר דומה לאחד שהיה מבקש ליתן מתנה לאחד ",12,13,1172,1172.0,127,127.0,0.609375,0.9333333333333332,0,,2060000094,12,13
ref-t.1.8.4.9.77-ref-t.1.8.4.9.95,ref-sifre-d.316.4.15-ref-sifre-d.316.4.22,208223,208327,ref-t.1.8.4.9.77,ref-t.1.8.4.9.95,324088,324129,ref-sifre-d.316.4.15,ref-sifre-d.316.4.22,הימנו דינר מפריש עליו והולך ולא עוד אלא שאדן מוציא דינר מתוך ביתו מפריש עליו והולך וחוזר ומביאו לו ,עלה והבא לנו גרוגרות מן העליה הלך ומצא ,19,8,1140,1140.0,128,128.0,0.7272727272727273,0.875,0,,2060000095,19,8
ref-t.1.8.5.23.6-ref-t.1.8.5.24.14,ref-sifre-d.303.9.2-ref-sifre-d.303.11.2,214600,214685,ref-t.1.8.5.23.6,ref-t.1.8.5.24.14,289297,289381,ref-sifre-d.303.9.2,ref-sifre-d.303.11.2,מן הבית זו חלה דבר אחר בין כיון שהפרשתו מן הבית אין אתה זקוק לו כל העסוקין במצות ,"מן הבית זו חלה ד""א מן הבית כיון שהפרשתו מן הבית אין אתה נזקק לכל דבר ככל מצותך ",18,18,1106,1106.0,129,129.0,0.2469135802469135,0.4666666666666667,10,מן הבית זו חלה כיון שהפרשתו מן הבית אין אתה,2060000096,18,18
ref-t.1.8.5.24.18-ref-t.1.8.5.24.24,ref-sifre-d.306.3.75-ref-sifre-d.306.3.86,214704,214738,ref-t.1.8.5.24.18,ref-t.1.8.5.24.24,297385,297456,ref-sifre-d.306.3.75,ref-sifre-d.306.3.86,לפני מקום שנ' ותגזר אומר ויקם לך ,שנא' וארץ מתקוממה לו עתידה כנסת ישראל שתעמיד לדין לפני המקום ואומרת ,7,12,1117,1117.0,130,130.0,0.7647058823529411,0.8666666666666667,1,לפני,2060000097,7,12
ref-t.1.8.5.29.29-ref-t.1.8.5.29.35,ref-sifre-d.75.3.9-ref-sifre-d.75.3.15,215313,215342,ref-t.1.8.5.29.29,ref-t.1.8.5.29.35,120338,120364,ref-sifre-d.75.3.9,ref-sifre-d.75.3.15,מפאת קדים עד פאת ים נפתלי אחד ,מפאת קדים עד פאת ים דן אחד ,7,7,263,263.0,131,131.0,0.1666666666666666,0.2857142857142857,6,מפאת קדים עד פאת ים אחד,2060000098,7,7
ref-t.1.8.5.29.29-ref-t.1.8.5.29.35,ref-sifre-d.315.3.31-ref-sifre-d.315.3.49,215313,215342,ref-t.1.8.5.29.29,ref-t.1.8.5.29.35,323055,323141,ref-sifre-d.315.3.31,ref-sifre-d.315.3.49,מפאת קדים ועד פאת ים יהודה אחד ועל גבול יהודה מפאת קדים ועד פאת ים מנשה אחד נפתלי אחד,מפאת קדים ועד פאת ים יהודה אחד ועל גבול יהודה מפאת קדים ועד פאת ים מנשה אחד נפתלי אחד,19,19,1137,1137.0,132,132.0,0.0,0.0,19,מפאת קדים ועד פאת ים יהודה אחד ועל גבול יהודה מפאת קדים ועד פאת ים מנשה אחד נפתלי אחד,2060000099,19,19
ref-t.1.10.1.8.81-ref-t.1.11.1.1.10,ref-sifre-d.77.1.22-ref-sifre-d.77.2.7,222898,222966,ref-t.1.10.1.8.81,ref-t.1.11.1.1.10,124040,124092,ref-sifre-d.77.1.22,ref-sifre-d.77.2.7,בחוצה לארץ אין מביאין בכורים קודם לעצרת ואם הביא ימתין עד שתבוא ,חוצה לארץ תשא ובאת שחייב בטיפול הבאתו עד שיביאם ,12,9,300,300.0,135,135.0,0.546875,0.8235294117647058,2,לארץ עד,2060000100,12,9
ref-t.1.11.1.5.4-ref-t.1.11.1.5.14,ref-sifre-d.77.2.13-ref-sifre-d.77.2.25,223668,223734,ref-t.1.11.1.5.4,ref-t.1.11.1.5.14,124121,124198,ref-sifre-d.77.2.13,ref-sifre-d.77.2.25,עד באר הגולה חייב באחריותן מבאר הגולה ואילך אין חייב באחריותן ,עד שיביאם עד באר הגולה חייב באחריותם מבאר הגולה ואילך אין חייב באחריותם ,11,13,301,301.0,136,136.0,0.1666666666666666,0.3,9,עד באר הגולה חייב מבאר הגולה ואילך אין חייב,2060000101,11,13
ref-t.1.11.1.6.39-ref-t.1.11.1.6.50,ref-sifre-d.109.4.7-ref-sifre-d.109.5.10,224156,224219,ref-t.1.11.1.6.39,ref-t.1.11.1.6.50,148474,148609,ref-sifre-d.109.4.7,ref-sifre-d.109.5.10,"במעשר בביעור ת""ל שנת המעשר שנה שחייבת במעשר יצאה שנה שביעית שאינה חייבת במעשר יכול יהיו שני מעשרות נוהגים בה ת""ל שנת המעשר מעשר","במעשר בביעור ת""ל שנת המעשר שנה שחייבת במעשר יצאה שנה שביעית שאינה חייבת במעשר יכול יהיו שני מעשרות נוהגים בה ת""ל שנת המעשר מעשר",24,24,437,437.0,137,137.0,0.0,0.0,24,"במעשר בביעור ת""ל שנת המעשר שנה שחייבת במעשר יצאה שנה שביעית שאינה חייבת במעשר יכול יהיו שני מעשרות נוהגים בה ת""ל שנת המעשר מעשר",2060000102,24,24
ref-t.1.11.1.7.3-ref-t.1.11.1.7.30,ref-sifre-d.106.3.21-ref-sifre-d.106.3.31,224406,224581,ref-t.1.11.1.7.3,ref-t.1.11.1.7.30,144615,144672,ref-sifre-d.106.3.21,ref-sifre-d.106.3.31,בכור למעשר שני ודין הוא בכור טעון הבאת מקום ומעשר טעון,בכור למעשר שני ודין הוא בכור טעון הבאת מקום ומעשר טעון,11,11,411,411.0,139,139.0,0.0,0.0,11,בכור למעשר שני ודין הוא בכור טעון הבאת מקום ומעשר טעון,2060000103,11,11
ref-t.1.11.2.4.4-ref-t.1.11.2.4.20,ref-sifre-d.190.2.9-ref-sifre-d.190.2.17,225558,225655,ref-t.1.11.2.4.4,ref-t.1.11.2.4.20,201238,201276,ref-sifre-d.190.2.9,ref-sifre-d.190.2.17,לאנשים מיטמא בלובן כאנשים נושא אבל לא נושא כאנשים ואין מתיחד עם הנשים כאנשים ואין נזון עם ,אנשים איש עם אשה ואשה עם איש שתי נשים ,17,9,674,673.0,144,141.0,0.6777777777777778,0.7272727272727273,2,עם עם,2060000104,17,9
ref-t.1.11.2.3.13-ref-t.1.11.2.4.7,ref-sifre-d.249.1.33-ref-sifre-d.249.2.24,225471,225586,ref-t.1.11.2.3.13,ref-t.1.11.2.4.7,245774,245919,ref-sifre-d.249.1.33,ref-sifre-d.249.2.24,דרכו לקדם אנשים ולא נשים שהיה בדין ומה ממזר שלא נאמר בו עד עולם עשה בו נשים כאנשים עמונים ומואבים שנאמר בהם עד עולם לא עשה בהם נשים כאנשים,דרכו לקדם אנשים ולא נשים שהיה בדין ומה ממזר שלא נאמר בו עד עולם עשה בו נשים כאנשים עמונים ומואבים שנאמר בהם עד עולם לא עשה בהם נשים כאנשים,29,29,846,846.0,141,141.0,0.0,0.0,27,דרכו לקדם אנשים ולא נשים שהיה_בדין_ומה ממזר שלא נאמר בו עד עולם עשה בו נשים כאנשים עמונים ומואבים שנאמר בהם עד עולם לא עשה בהם נשים כאנשים,2060000105,29,29
ref-t.1.11.2.4.4-ref-t.1.11.2.4.20,ref-sifre-d.286.2.2-ref-sifre-d.286.2.12,225558,225655,ref-t.1.11.2.4.4,ref-t.1.11.2.4.20,269088,269137,ref-sifre-d.286.2.2,ref-sifre-d.286.2.12,אנשים אין לי אלא אנשים נשים מנין איש עם אשה ואשה,אנשים אין לי אלא אנשים נשים מנין איש עם אשה ואשה,11,11,1006,1006.0,143,143.0,0.0,0.0,9,אנשים אין_לי_אלא אנשים נשים מנין איש עם אשה ואשה,2060000106,11,11
ref-t.1.11.2.4.4-ref-t.1.11.2.4.20,ref-sifre-d.292.2.1-ref-sifre-d.292.2.10,225558,225655,ref-t.1.11.2.4.4,ref-t.1.11.2.4.20,277474,277518,ref-sifre-d.292.2.1,ref-sifre-d.292.2.10,לאנשים מיטמא בלובן כאנשים נושא אבל לא נושא כאנשים ואין מתיחד עם הנשים כאנשים ואין נזון עם ,אנשים אין לי אלא אנשים נשים איש עם אשה ואשה ,17,10,1081,1081.0,146,141.0,0.6444444444444445,0.7272727272727273,1,עם,2060000107,17,10
ref-t.1.11.2.6.44-ref-t.1.11.2.7.8,ref-sifre-d.249.2.36-ref-sifre-d.249.2.61,226296,226369,ref-t.1.11.2.6.44,ref-t.1.11.2.7.8,245976,246091,ref-sifre-d.249.2.36,ref-sifre-d.249.2.61,נזיר שזה איש ואשה הרי זה נזיר דרכים שלא שוה בהן לא לאנשים ולא לנשים ,"בהם נשים כאנשים ממזר שלא נאמר בו עד עולם אינו דין שלא נעשה בו נשים כאנשים ת""ל לא יבא ממזר מום זר בין איש בין אשה ",15,26,848,848.0,147,147.0,0.7256637168141593,0.736842105263158,2,שלא לא,2060000108,15,26
ref-t.1.11.2.8.5-ref-t.1.11.2.8.17,ref-sifre-d.301.31.7-ref-sifre-d.301.31.18,226692,226766,ref-t.1.11.2.8.5,ref-t.1.11.2.8.17,287345,287415,ref-sifre-d.301.31.7,ref-sifre-d.301.31.18,יורד אדם לתוך שדה חבירו ורואה תאינה שבכרה אשכול שביכר רמון שביכר קושרן ,יורד אדם לתוך שדהו ורואה תאנה שביכרה אשכול שביכר רמון שביכר קושרין ,13,12,1093,1093.0,148,148.0,0.1126760563380281,0.0909090909090909,8,יורד אדם לתוך ורואה אשכול שביכר רמון שביכר,2060000109,13,12
ref-t.2.1.7.4.2-ref-t.2.1.7.4.24,ref-sifre-d.171.6.11-ref-sifre-d.171.6.26,247648,247759,ref-t.2.1.7.4.2,ref-t.2.1.7.4.24,191242,191315,ref-sifre-d.171.6.11,ref-sifre-d.171.6.26,במקלו ואומ' אם אלך ואם לא אלך הרי זה מדרכי האמורי אע'פ שאין ראיה לדבר זכר לדבר עמי בעצו ושאל ומקלו יגיד לו ,במקלו ואמר אם אלך אם לא אלך וכן הוא אומר עמי בעצו ישאל ומקלו יגיד לו ,23,16,637,637.0,149,149.0,0.411214953271028,0.4166666666666666,10,במקלו אם אלך לא אלך עמי בעצו ומקלו יגיד לו,2060000110,23,16
ref-t.2.1.7.13.3-ref-t.2.1.7.13.10,ref-sifre-d.171.10.3-ref-sifre-d.171.10.10,248465,248507,ref-t.2.1.7.13.3,ref-t.2.1.7.13.10,191593,191636,ref-sifre-d.171.10.3,ref-sifre-d.171.10.10,מנחש האומר נפלה מקלי מידי נפלה פתי מפי ,מנחש כגון האומר נפלה פתו מפיו מקלו מידו ,8,8,641,641.0,150,150.0,0.525,0.125,3,מנחש האומר נפלה,2060000111,8,8
ref-t.2.1.7.13.23-ref-t.2.1.7.13.43,ref-sifre-d.171.10.11-ref-sifre-d.171.11.16,248557,248665,ref-t.2.1.7.13.23,ref-t.2.1.7.13.43,191637,191770,ref-sifre-d.171.10.11,ref-sifre-d.171.11.16,נחש מימיני ושועל משמאלי ופסק צבי את הדרך לפני אל תתחיל בי שהרי שחרית היא וראש חדש היא ומוצאי שבת היא ,"נחש מימינו ו""שועל משמאלו ו""פסק זנבו צבי את הדרך לפניו והאומר אל תתחיל בו שהרי שחרית הוא ראש חודש הוא שהרי ערב שבת מוצאי שבת הוא ",21,26,642,642.0,151,151.0,0.28125,0.3913043478260869,9,נחש צבי את הדרך אל תתחיל שהרי שחרית שבת,2060000112,21,26
ref-t.2.1.7.14.2-ref-t.2.1.7.14.19,ref-sifre-d.171.7.9-ref-sifre-d.171.9.20,248669,248758,ref-t.2.1.7.14.2,ref-t.2.1.7.14.19,191362,191520,ref-sifre-d.171.7.9,ref-sifre-d.171.9.20,זהו מעונן ר' ישמעאל או' זה המעביר על העין ר' עקיבא או' אילו נותני עתים כגון אילו שאומ' ,זה מעונן ר' ישמעאל אומר זה המעביר על העין רבי עקיבא אומר אלו נותני העתים וחכמים אומרים אלו אוחזי העינים רבי עקיבא אומר אלו נותני העתים כגון אלו האומרים ,18,29,638,638.0,152,152.0,0.4868421052631579,0.5,7,מעונן זה המעביר על העין נותני כגון,2060000113,18,29
ref-t.2.1.7.14.32-ref-t.2.1.7.15.3,ref-sifre-d.171.9.9-ref-sifre-d.171.9.30,248824,248949,ref-t.2.1.7.14.32,ref-t.2.1.7.15.3,191453,191579,ref-sifre-d.171.9.9,ref-sifre-d.171.9.30,אלו אוחזי העינים רבי עקיבא אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,אלו אוחזי העינים רבי עקיבא אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,22,22,639,639.0,153,153.0,0.0,0.0,20,אלו אוחזי העינים רבי_עקיבא_אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,2060000114,22,22
ref-t.2.1.10.12.8-ref-t.2.1.10.12.13,ref-sifre-d.71.15.4-ref-sifre-d.71.15.13,261037,261065,ref-t.2.1.10.12.8,ref-t.2.1.10.12.13,116837,116888,ref-sifre-d.71.15.4,ref-sifre-d.71.15.13,לא מתוכו לים ולא מים לתוכו ,ולא לתוך ימים ולא לתוך נהרות ולא לתוך כלים כמים ,6,10,235,235.0,155,155.0,0.625,0.6666666666666667,1,ולא,2060000115,6,10
ref-t.2.1.10.14.8-ref-t.2.1.10.14.13,ref-sifre-d.71.15.4-ref-sifre-d.71.15.13,261379,261407,ref-t.2.1.10.14.8,ref-t.2.1.10.14.13,116837,116888,ref-sifre-d.71.15.4,ref-sifre-d.71.15.13,לא מתוכה לים ולא מים לתוכה ,ולא לתוך ימים ולא לתוך נהרות ולא לתוך כלים כמים ,6,10,236,235.0,156,156.0,0.625,0.6666666666666667,1,ולא,2060000116,6,10
ref-t.2.1.10.15.14-ref-t.2.1.10.15.20,ref-sifre-d.288.5.4-ref-sifre-d.288.5.10,261573,261609,ref-t.2.1.10.15.14,ref-t.2.1.10.15.20,273713,273749,ref-sifre-d.288.5.4,ref-sifre-d.288.5.10,בין אנוסין בין שוגגין בין מזידין בין ,בין בשוגג בין במזיד בין באונס בין ,7,2,1036,1031.0,157,157.0,0.4324324324324324,0.8571428571428572,4,בין בין בין בין,2060000117,7,7
ref-t.2.1.10.15.37-ref-t.2.1.10.15.43,ref-sifre-d.288.5.4-ref-sifre-d.288.5.10,261719,261755,ref-t.2.1.10.15.37,ref-t.2.1.10.15.43,273713,273749,ref-sifre-d.288.5.4,ref-sifre-d.288.5.10,בין אנוסין בין שוגגין בין מזידין בין ,בין בשוגג בין במזיד בין באונס בין ,7,2,1037,1031.0,158,158.0,0.4324324324324324,0.8571428571428572,4,בין בין בין בין,2060000118,7,7
ref-t.2.1.10.15.51-ref-t.2.1.10.15.57,ref-sifre-d.288.5.4-ref-sifre-d.288.5.10,261800,261836,ref-t.2.1.10.15.51,ref-t.2.1.10.15.57,273713,273749,ref-sifre-d.288.5.4,ref-sifre-d.288.5.10,בין אנוסין בין שוגגין בין מזידין בין ,בין בשוגג בין במזיד בין באונס בין ,7,2,1038,1031.0,159,159.0,0.4324324324324324,0.8571428571428572,4,בין בין בין בין,2060000119,7,7
ref-t.2.1.13.5.51-ref-t.2.1.13.5.61,ref-sifre-d.322.7.10-ref-sifre-d.322.7.18,272904,272972,ref-t.2.1.13.5.51,ref-t.2.1.13.5.61,334980,335033,ref-sifre-d.322.7.10,ref-sifre-d.322.7.18,אין מכירין אותו וכופרין אותו והללו מכירין אותו וכופרין בו ועליהן ,מנכרים אותם ועושים אותם כאלו אין מכירים אותם בעולם ,11,9,1155,1155.0,160,160.0,0.5538461538461539,0.9166666666666666,1,אין,2060000120,11,9
ref-t.2.1.13.5.106-ref-t.2.1.13.5.113,ref-sifre-d.331.3.8-ref-sifre-d.331.3.16,273218,273261,ref-t.2.1.13.5.106,ref-t.2.1.13.5.113,343504,343559,ref-sifre-d.331.3.8,ref-sifre-d.331.3.16,הלא משנאיך ייי אשנא וגו' תכלית שנאה שנאתים ,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים ,8,4,1162,1162.0,161,161.0,0.3148148148148148,0.4444444444444444,6,הלא משנאיך אשנא תכלית שנאה שנאתים,2060000121,8,9
ref-t.2.1.13.13.1-ref-t.2.1.13.13.9,ref-sifre-d.203.4.40-ref-sifre-d.203.4.52,275116,275166,ref-t.2.1.13.13.1,ref-t.2.1.13.13.9,210015,210092,ref-sifre-d.203.4.40,ref-sifre-d.203.4.52,אין מפליגין בים הגדול פחות משלשה ימים קודם לשבת ,פחות משלשה ימים קודם לשבת ואם התחילו אין מפסיקים ואין מפליגים בספינה לים ,9,13,741,740.0,162,162.0,0.6986301369863014,0.4615384615384615,5,פחות משלשה ימים קודם לשבת,2060000122,9,13
ref-t.2.1.15.8.82-ref-t.2.1.15.8.92,ref-sifre-d.320.6.22-ref-sifre-d.320.6.50,282547,282598,ref-t.2.1.15.8.82,ref-t.2.1.15.8.92,331054,331204,ref-sifre-d.320.6.22,ref-sifre-d.320.6.50,אמרתי לכם אלהים אתם כיון שאמרו לעגל אלה אלהיך ישראל אף אני אמרתי לכם אכן כאדם תמותון הכנסתי אתכם אל ארץ אבותיכם ונתתי לכם בית הבחירה אמרתי לכם לא,אמרתי לכם אלהים אתם כיון שאמרו לעגל אלה אלהיך ישראל אף אני אמרתי לכם אכן כאדם תמותון הכנסתי אתכם אל ארץ אבותיכם ונתתי לכם בית הבחירה אמרתי לכם לא,29,29,1152,1152.0,163,163.0,0.0,0.0,29,אמרתי לכם אלהים אתם כיון שאמרו לעגל אלה אלהיך ישראל אף אני אמרתי לכם אכן כאדם תמותון הכנסתי אתכם אל ארץ אבותיכם ונתתי לכם בית הבחירה אמרתי לכם לא,2060000123,29,29
ref-t.2.2.3.7.6-ref-t.2.2.3.7.21,ref-sifre-d.203.4.34-ref-sifre-d.203.4.48,302781,302862,ref-t.2.2.3.7.6,ref-t.2.2.3.7.21,209987,210065,ref-sifre-d.203.4.34,ref-sifre-d.203.4.48,צרין על עיר של גוים פחות משלשה ימים קודם לשבת ואם התחילו אפי' בשבת אין מפסיקין ,צרים על עיר של עובדי כוכבים פחות משלשה ימים קודם לשבת ואם התחילו אין מפסיקים ,16,15,740,740.0,167,165.0,0.2658227848101265,0.4210526315789473,11,על עיר של פחות משלשה ימים קודם לשבת ואם התחילו אין,2060000124,16,15
ref-t.2.2.3.7.5-ref-t.2.2.3.7.21,ref-sifre-d.203.7.24-ref-sifre-d.203.7.42,302777,302862,ref-t.2.2.3.7.5,ref-t.2.2.3.7.21,210400,210496,ref-sifre-d.203.7.24,ref-sifre-d.203.7.42,ואין צרים על עיר תחלה בשבת אלא קודם לשבת ג' ימים ואם הקיפוה ואירעה שבת להיות אין השבת מפסקת,ואין צרים על עיר תחלה בשבת אלא קודם לשבת ג' ימים ואם הקיפוה ואירעה שבת להיות אין השבת מפסקת,19,19,742,742.0,165,165.0,0.0,0.0,19,ואין צרים על עיר תחלה בשבת אלא קודם לשבת ג' ימים ואם הקיפוה ואירעה שבת להיות אין השבת מפסקת,2060000125,19,19
ref-t.2.2.3.17.63-ref-t.2.2.3.17.74,ref-sifre-d.357.30.42-ref-sifre-d.357.30.51,305310,305370,ref-t.2.2.3.17.63,ref-t.2.2.3.17.74,386580,386630,ref-sifre-d.357.30.42,ref-sifre-d.357.30.51,לשלח את עירובו ביד בנו ביד עבדו ביד שלוחו בשביל להקל עליו ,לשלח ביד בנו ביד עבדו ביד שלוחו הופך תחתונים על ,7,5,1209,1209.0,168,168.0,0.4137931034482758,0.5454545454545454,7,לשלח ביד בנו ביד עבדו ביד שלוחו,2060000126,12,10
ref-t.2.2.4.6.78-ref-t.2.2.4.6.83,ref-sifre-d.1.5.25-ref-sifre-d.1.5.30,307781,307808,ref-t.2.2.4.6.78,ref-t.2.2.4.6.83,1152,1179,ref-sifre-d.1.5.25,ref-sifre-d.1.5.30,הולך אל דרום וסובב אל צפון ,הולך אל דרום וסובב אל צפון ,6,6,0,0.0,169,169.0,0.0,0.0,6,הולך אל דרום וסובב אל צפון,2060000127,6,6
ref-t.2.2.4.6.84-ref-t.2.2.4.6.90,ref-sifre-d.1.5.25-ref-sifre-d.1.5.30,307809,307842,ref-t.2.2.4.6.84,ref-t.2.2.4.6.90,1152,1179,ref-sifre-d.1.5.25,ref-sifre-d.1.5.30,הולך אל דרום ביום וסובב אל צפון ,הולך אל דרום וסובב אל צפון ,7,6,1,0.0,170,170.0,0.15625,0.1666666666666666,6,הולך אל דרום וסובב אל צפון,2060000128,7,6
