baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.2.11.3.9.29-ref-m.2.11.3.9.34,ref-bible.0208.9.19.10-ref-bible.208.9.19.15,278047,278083,ref-m.2.11.3.9.29,ref-m.2.11.3.9.34,885040,885076,ref-bible.0208.9.19.10,ref-bible.0208.9.19.15,ולמדנה בנותיכם נהי ואשה רעותה קינה ,ולמדנה בנותיכם נהי ואשה רעותה קינה ,6,6,437,437.0,129,129.0,0.0,0.0,1090000112
ref-m.2.11.3.9.40-ref-m.2.11.3.9.48,ref-bible.0207.25.8.1-ref-bible.207.25.8.9,278108,278154,ref-m.2.11.3.9.40,ref-m.2.11.3.9.48,808304,808352,ref-bible.0207.25.8.1,ref-bible.0207.25.8.9,בלע המות לנצח ומחה ה' אלהים דמעה מעל כל פנים ,בלע המות לנצח ומחה אדני יהוה דמעה מעל כל פנים ,10,10,419,419.0,130,130.0,0.17391304347826086,0.19999999999999996,1090000113
ref-m.3.1.1.1.15-ref-m.3.1.1.1.26,ref-bible.0205.2.17.16-ref-bible.205.2.19.3,283092,283144,ref-m.3.1.1.1.15,ref-m.3.1.1.1.26,650055,650115,ref-bible.0205.2.17.16,ref-bible.0205.2.19.3,ואלו הן בתו ובת בתו ובת בנו בת אשתו ובת בנה ובת ,לאשה ותאמר בת שבע טוב אנכי אדבר עליך אל המלך ותבא בת שבע ,12,13,383,383.0,131,131.0,0.6491228070175439,0.8571428571428572,1090000114
ref-m.3.1.1.3.10-ref-m.3.1.1.3.18,ref-bible.0209.16.45.2-ref-bible.209.16.46.1,283947,283996,ref-m.3.1.1.3.10,ref-m.3.1.1.3.18,1006984,1007078,ref-bible.0209.16.45.2,ref-bible.0209.16.46.1,אמו ואשת אביו ואחות אביו אחותו מאביו ואשת אחי ,אמך את געלת אישה ובניה ואחות אחותך את אשר געלו אנשיהן ובניהן אמכן חתית ואביכן אמרי ואחותך ,9,17,453,453.0,132,132.0,0.6666666666666666,0.9473684210526316,1090000115
ref-m.3.1.4.7.64-ref-m.3.1.4.7.74,ref-bible.0312.6.4.8-ref-bible.312.6.8.2,290441,290505,ref-m.3.1.4.7.64,ref-m.3.1.4.7.74,1467316,1467440,ref-bible.0312.6.4.8,ref-bible.0312.6.8.2,אסורה באביו ובאבי אביו ובבנו ובבן בנו באחיו ובבן אחיו מותר ,לאבותיהם לגרשום לבני בנו יחת בנו זמה בנו יואח בנו עדו בנו זרח בנו יאתרי בנו בני קהת עמינדב בנו קרח בנו אסיר בנו אלקנה בנו ,11,26,616,616.0,133,133.0,0.6967213114754098,0.7777777777777778,1090000116
ref-m.3.1.5.3.20-ref-m.3.1.5.3.31,ref-bible.0203.22.15.25-ref-bible.203.22.17.5,292391,292445,ref-m.3.1.5.3.20,ref-m.3.1.5.3.31,567295,567382,ref-bible.0203.22.15.25,ref-bible.0203.22.17.5,כלום חלץ ועשה מאמר נתן גט ובעל או בעל ועשה מאמר נתן ,או גדול ויאמר המלך מות תמות אחימלך אתה וכל בית אביך ויאמר המלך לרצים הנצבים עליו ,12,16,366,366.0,134,134.0,0.7283950617283951,0.8823529411764706,1090000117
ref-m.3.1.5.3.22-ref-m.3.1.5.3.31,ref-bible.0308.6.3.15-ref-bible.308.6.4.16,292400,292445,ref-m.3.1.5.3.22,ref-m.3.1.5.3.31,1364651,1364748,ref-bible.0308.6.3.15,ref-bible.0308.6.4.16,ועשה מאמר נתן גט ובעל או בעל ועשה מאמר נתן ,נעשה עמו דבר ויאמר המלך מי בחצר והמן בא לחצר בית המלך החיצונה לאמר למלך לתלות את מרדכי על ,10,19,588,588.0,135,134.0,0.7111111111111111,0.8,1090000118
ref-m.3.1.5.5.3-ref-m.3.1.5.5.17,ref-bible.0203.22.15.25-ref-bible.203.22.17.5,292861,292926,ref-m.3.1.5.5.3,ref-m.3.1.5.5.17,567295,567382,ref-bible.0203.22.15.25,ref-bible.0203.22.17.5,או חלץ ועשה מאמר נתן גט ובעל או בעל ובעל או בעל ועשה מאמר נתן ,או גדול ויאמר המלך מות תמות אחימלך אתה וכל בית אביך ויאמר המלך לרצים הנצבים עליו ,15,16,367,366.0,136,136.0,0.691358024691358,0.875,1090000119
ref-m.3.1.5.5.5-ref-m.3.1.5.5.17,ref-bible.0308.6.3.15-ref-bible.308.6.4.16,292868,292926,ref-m.3.1.5.5.5,ref-m.3.1.5.5.17,1364651,1364748,ref-bible.0308.6.3.15,ref-bible.0308.6.4.16,ועשה מאמר נתן גט ובעל או בעל ובעל או בעל ועשה מאמר נתן ,נעשה עמו דבר ויאמר המלך מי בחצר והמן בא לחצר בית המלך החיצונה לאמר למלך לתלות את מרדכי על ,13,19,589,588.0,137,136.0,0.6888888888888889,0.8,1090000120
ref-m.3.1.5.6.2-ref-m.3.1.5.6.11,ref-bible.0308.6.3.15-ref-bible.308.6.4.16,293007,293054,ref-m.3.1.5.6.2,ref-m.3.1.5.6.11,1364651,1364748,ref-bible.0308.6.3.15,ref-bible.0308.6.4.16,ועשה מאמר נתן גט ובעל או בעל ועשה מאמר ונתן ,נעשה עמו דבר ויאמר המלך מי בחצר והמן בא לחצר בית המלך החיצונה לאמר למלך לתלות את מרדכי על ,10,19,590,588.0,138,138.0,0.7,0.8125,1090000121
ref-m.3.1.5.6.43-ref-m.3.1.6.1.10,ref-bible.0309.2.54.3-ref-bible.309.2.58.1,293222,293318,ref-m.3.1.5.6.43,ref-m.3.1.6.1.10,1374989,1375115,ref-bible.0309.2.54.3,ref-bible.0309.2.58.1,בין בתחלה בין באמצע בין בסוף אין אחריה כלום הבא על יבמתו בין בשוגג בין במזיד בין באונס בין ,בני חטיפא בני עבדי שלמה בני סטי בני הספרת בני פרודא בני יעלה בני דרקון בני גדל בני שפטיה בני חטיל בני פכרת הצביים בני אמי כל ,19,27,600,599.0,139,139.0,0.688,0.9615384615384616,1090000122
ref-m.3.1.6.6.69-ref-m.3.1.6.6.75,ref-bible.0101.1.22.1-ref-bible.101.1.22.6,294740,294778,ref-m.3.1.6.6.69,ref-m.3.1.6.6.75,1427,1458,ref-bible.0101.1.22.1,ref-bible.0101.1.22.6,ויברך אותם אלהים ויאמר להם פרו ורבו ,ויברך אתם אלהים לאמר פרו ורבו ,7,6,0,0.0,140,140.0,0.19444444444444445,0.1428571428571429,1090000123
ref-m.3.1.6.6.69-ref-m.3.1.6.6.75,ref-bible.0101.1.27.12-ref-bible.101.1.28.8,294740,294778,ref-m.3.1.6.6.69,ref-m.3.1.6.6.75,1880,1931,ref-bible.0101.1.27.12,ref-bible.0101.1.28.8,ויברך אותם אלהים ויאמר להם פרו ורבו ,ברא אתם ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ,7,10,2,2.0,141,140.0,0.30612244897959184,0.125,1090000124
ref-m.3.1.8.2.34-ref-m.3.1.8.2.42,ref-bible.0105.23.2.1-ref-bible.0105.23.3.2,297054,297100,ref-m.3.1.8.2.34,ref-m.3.1.8.2.42,385150,385195,ref-bible.0105.23.2.1,ref-bible.0105.23.3.2,פצוע דכא וכרות שפכה בקהל יהוה לא יבא פצוע דכא וכרות שפכה בקהל,לא יבא פצוע דכא וכרות שפכה בקהל יהוה לא יבא,8,7,322,322.0,142,142.0,0.5245901639344263,0.0,1090000125
ref-m.3.1.9.6.56-ref-m.3.1.9.6.63,ref-bible.0103.22.13.10-ref-bible.103.22.13.17,300480,300522,ref-m.3.1.9.6.56,ref-m.3.1.9.6.63,237233,237275,ref-bible.0103.22.13.10,ref-bible.0103.22.13.17,ושבה אל בית אביה כנעוריה מלחם אביה תאכל ,ושבה אל בית אביה כנעוריה מלחם אביה תאכל ,8,8,189,189.0,146,144.0,0.0,0.0,1090000126
ref-m.3.1.9.6.49-ref-m.3.1.10.1.1,ref-bible.0105.22.21.4-ref-bible.0105.22.21.20,300442,300528,ref-m.3.1.9.6.49,ref-m.3.1.10.1.1,384265,384356,ref-bible.0105.22.21.4,ref-bible.0105.22.21.20,הנערה אל פתח בית אביה וסקלוה אנשי עירה באבנים ומתה כי עשתה נבלה בישראל לזנות בית אביה וסקלוה אנשי עירה באבנים ומתה כי עשתה נבלה בישראל לזנות בית אביה,הנערה אל פתח בית אביה וסקלוה אנשי עירה באבנים ומתה כי עשתה נבלה בישראל לזנות בית אביה וסקלוה אנשי עירה באבנים ומתה כי עשתה נבלה בישראל לזנות בית אביה,16,17,318,318.0,144,144.0,0.0,0.0,1090000127
ref-m.3.1.12.6.13-ref-m.3.1.12.6.69,ref-bible.0105.25.7.11-ref-bible.0105.25.10.1,306775,307081,ref-m.3.1.12.6.13,ref-m.3.1.12.6.69,388858,389108,ref-bible.0105.25.7.11,ref-bible.0105.25.10.1,יבמי להקים לאחיו שם בישראל לא אבה יבמי וקראו לו זקני עירו ודברו אליו ועמד ואמר לא חפצתי לקחתה ונגשה יבמתו אליו לעיני הזקנים וחלצה נעלו מעל רגלו וירקה בפניו וענתה ואמרה ככה יעשה לאיש אשר לא יבנה את בית אחיו ונקרא,אל הזקנים ואמרה מאין יבמי להקים לאחיו שם בישראל לא אבה יבמי וקראו לו זקני עירו ודברו אליו ועמד ואמר לא חפצתי לקחתה ונגשה יבמתו אליו לעיני הזקנים וחלצה נעלו מעל רגלו וירקה בפניו וענתה ואמרה ככה יעשה לאיש אשר לא יבנה את בית אחיו ונקרא,57,46,330,330.0,147,147.0,0.09051724137931035,0.0,1090000128
ref-m.3.1.12.6.86-ref-m.3.1.12.6.91,ref-bible.0105.25.10.1-ref-bible.105.25.10.6,307173,307206,ref-m.3.1.12.6.86,ref-m.3.1.12.6.91,389102,389135,ref-bible.0105.25.10.1,ref-bible.0105.25.10.6,ונקרא שמו בישראל בית חלוץ הנעל ,ונקרא שמו בישראל בית חלוץ הנעל ,6,6,332,330.0,149,149.0,0.0,0.0,1090000129
ref-m.3.1.15.4.19-ref-m.3.1.15.4.36,ref-bible.0205.3.22.1-ref-bible.205.3.22.15,313318,313395,ref-m.3.1.15.4.19,ref-m.3.1.15.4.36,654487,654558,ref-bible.0205.3.22.1,ref-bible.0205.3.22.15,אומר מת ונשאת ובא אחר ואמר לא מת הרי זו לא תצא עד אומר מת ושנים אומרים לא ,ותאמר האשה האחרת לא כי בני החי ובנך המת וזאת אמרת לא כי בנך המת ,18,15,384,384.0,150,150.0,0.6891891891891891,1.0,1090000130
ref-m.3.1.15.10.38-ref-m.3.1.15.10.53,ref-bible.0206.14.6.9-ref-bible.206.14.6.28,315087,315172,ref-m.3.1.15.10.38,ref-m.3.1.15.10.53,745994,746083,ref-bible.0206.14.6.9,ref-bible.0206.14.6.28,האשה נאמנת לומר מת יבמי שתנשא ולא מתה אחותי שתכנס לביתו ואין האיש נאמן לומר מת ,משה אשר צוה יהוה לאמר לא יומתו אבות על בנים ובנים לא יומתו על אבות כי אם איש בחטאו ימות ,16,20,402,402.0,151,151.0,0.6931818181818182,0.9,1090000131
ref-m.3.1.15.10.38-ref-m.3.1.15.10.53,ref-bible.0313.25.4.9-ref-bible.313.25.4.27,315087,315172,ref-m.3.1.15.10.38,ref-m.3.1.15.10.53,1560300,1560387,ref-bible.0313.25.4.9,ref-bible.0313.25.4.27,האשה נאמנת לומר מת יבמי שתנשא ולא מתה אחותי שתכנס לביתו ואין האיש נאמן לומר מת ,משה אשר צוה יהוה לאמר לא ימותו אבות על בנים ובנים לא ימותו על אבות כי איש בחטאו ימותו ,16,19,668,668.0,152,151.0,0.7093023255813954,0.8947368421052632,1090000132
ref-m.3.1.16.2.4-ref-m.3.1.16.2.17,ref-bible.0205.3.22.19-ref-bible.205.3.23.11,315404,315466,ref-m.3.1.16.2.4,ref-m.3.1.16.2.17,654579,654643,ref-bible.0205.3.22.19,ref-bible.0205.3.23.11,אומרת מת בעלי וזו אומרת מת בעלי זו אסורה מפני בעלה של זו וזו ,לפני המלך ויאמר המלך זאת אמרת זה בני החי ובנך המת וזאת אמרת ,14,13,385,385.0,153,153.0,0.7704918032786885,0.7857142857142857,1090000133
ref-m.3.2.3.2.69-ref-m.3.2.3.2.73,ref-bible.0102.21.22.9-ref-bible.102.21.22.13,322538,322562,ref-m.3.2.3.2.69,ref-m.3.2.3.2.73,147464,147488,ref-bible.0102.21.22.9,ref-bible.0102.21.22.13,ולא יהיה אסון ענוש יענש ,ולא יהיה אסון ענוש יענש ,5,5,42,42.0,154,154.0,0.0,0.0,1090000134
ref-m.3.2.8.1.55-ref-m.3.2.8.1.65,ref-bible.0105.32.40.2-ref-bible.105.32.41.2,333203,333266,ref-m.3.2.8.1.55,ref-m.3.2.8.1.65,407276,407322,ref-bible.0105.32.40.2,ref-bible.0105.32.41.2,שאתם מגלגלין עלינו את הישנים נפלו לה משנישאת אלו ואלו מודים ,אשא אל שמים ידי ואמרתי חי אנכי לעלם אם שנותי ,11,10,344,344.0,155,155.0,0.7,0.8823529411764706,1090000135
ref-m.3.2.12.3.8-ref-m.3.2.12.3.25,ref-bible.0208.42.11.21-ref-bible.0208.42.13.4,341939,342034,ref-m.3.2.12.3.8,ref-m.3.2.12.3.25,954000,954077,ref-bible.0208.42.11.21,ref-bible.0208.42.13.4,אתכם מידו ואתן לכם רחמים ורחם אתכם והשיב אתכם אל אדמתכם ואם אמרים אתם לא,אתכם מידו ואתן לכם רחמים ורחם אתכם והשיב אתכם אל אדמתכם ואם אמרים אתם לא,18,15,445,445.0,156,156.0,0.0,0.0,1090000136
ref-m.3.2.13.3.14-ref-m.3.2.13.3.20,ref-bible.0102.34.16.2-ref-bible.0102.34.16.10,343178,343230,ref-m.3.2.13.3.14,ref-m.3.2.13.3.20,175762,175815,ref-bible.0102.34.16.2,ref-bible.0102.34.16.10,מבנתיו לבניך וזנו בנתיו אחרי אלהיהן והזנו את בניך,מבנתיו לבניך וזנו בנתיו אחרי אלהיהן והזנו את בניך,7,9,78,78.0,158,158.0,0.0,0.0,1090000137
ref-m.3.3.3.11.75-ref-m.3.3.3.11.83,ref-bible.0208.9.25.18-ref-bible.208.9.25.26,350129,350170,ref-m.3.3.3.11.75,ref-m.3.3.3.11.83,885549,885590,ref-bible.0208.9.25.18,ref-bible.0208.9.25.26,כי כל הגוים ערלים וכל בית ישראל ערלי לב ,כי כל הגוים ערלים וכל בית ישראל ערלי לב ,9,9,438,438.0,160,160.0,0.0,0.0,1090000138
ref-m.3.3.3.11.90-ref-m.3.3.3.11.97,ref-bible.0204.1.20.8-ref-bible.204.1.20.15,350210,350255,ref-m.3.3.3.11.90,ref-m.3.3.3.11.97,588171,588215,ref-bible.0204.1.20.8,ref-bible.0204.1.20.15,פן תשמחנה בנות פלשתים פן תעלוזנה בנות הערלים ,פן תשמחנה בנות פלשתים פן תעלזנה בנות הערלים ,8,8,370,370.0,161,161.0,0.022222222222222223,0.0,1090000139
ref-m.3.3.3.11.193-ref-m.3.3.3.11.200,ref-bible.0208.33.25.6-ref-bible.208.33.25.13,350743,350785,ref-m.3.3.3.11.193,ref-m.3.3.3.11.200,935445,935486,ref-bible.0208.33.25.6,ref-bible.0208.33.25.13,בריתי יומם ולילה חוקות שמים וארץ לא שמתי ,בריתי יומם ולילה חקות שמים וארץ לא שמתי ,8,8,444,444.0,162,162.0,0.024390243902439025,0.0,1090000140
ref-m.3.3.4.3.46-ref-m.3.3.4.3.65,ref-bible.0103.20.25.2-ref-bible.103.20.25.9,351391,351485,ref-m.3.3.4.3.46,ref-m.3.3.4.3.65,234643,234690,ref-bible.0103.20.25.2,ref-bible.0103.20.25.9,בהמתו בין טמאה בין טהורה רבי אליעזר אומר זן את הטמאה ואינו זן את הטהורה אמרו לו מה בין טמאה ,בין הבהמה הטהרה לטמאה ובין העוף הטמא לטהר ,20,8,185,185.0,163,163.0,0.6956521739130435,0.8333333333333334,1090000141
ref-m.3.3.9.4.18-ref-m.3.3.9.4.31,ref-bible.0103.19.17.1-ref-bible.0103.19.18.10,361875,361941,ref-m.3.3.9.4.18,ref-m.3.3.9.4.31,231471,231576,ref-bible.0103.19.17.1,ref-bible.0103.19.18.10,לא תשנא את אחיך בלבבך הוכח תוכיח את עמיתך ולא תשא עליו חטא לא תקם ולא תטר את בני עמך ואהבת לרעך כמוך,לא תשנא את אחיך בלבבך הוכח תוכיח את עמיתך ולא תשא עליו חטא לא תקם ולא תטר את בני עמך ואהבת לרעך כמוך,14,23,180,180.0,164,164.0,0.0,0.0,1090000142
ref-m.3.3.10.7.33-ref-m.3.3.10.7.52,ref-bible.0104.30.13.11-ref-bible.0104.30.14.11,365308,365412,ref-m.3.3.10.7.33,ref-m.3.3.10.7.52,322745,322852,ref-bible.0104.30.13.11,ref-bible.0104.30.14.11,הפרם ויהוה יסלח לה כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה,לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה יפרנו,19,21,256,256.0,166,166.0,0.3627450980392157,0.2666666666666667,1090000143
ref-m.3.3.11.10.18-ref-m.3.3.11.10.32,ref-bible.0102.21.14.11-ref-bible.102.21.18.11,367467,367544,ref-m.3.3.11.10.18,ref-m.3.3.11.10.32,147079,147231,ref-bible.0102.21.14.11,ref-bible.0102.21.18.11,ומת אביה נערה בוגרת ומת אביה נערה שלא בגרה ומת אביה נערה שמת אביה ומשמת ,למות ומכה אביו ואמו מות יומת וגנב איש ומכרו ונמצא בידו מות יומת ומקלל אביו ואמו מות יומת וכי יריבן אנשים והכה איש את רעהו באבן או באגרף ולא ,15,29,41,41.0,168,168.0,0.7071428571428572,0.9166666666666666,1090000144
ref-m.3.4.2.7.4-ref-m.3.4.2.7.17,ref-bible.0102.2.7.14-ref-bible.102.2.9.11,370687,370753,ref-m.3.4.2.7.4,ref-m.3.4.2.7.17,107440,107561,ref-bible.0102.2.7.14,ref-bible.0102.2.9.11,לי בן ונולד לו בן הרי זה נזיר נולד לו בת טומטום ואנדרוגינוס אינו ,לך את הילד ותאמר לה בת פרעה לכי ותלך העלמה ותקרא את אם הילד ותאמר לה בת פרעה היליכי את הילד הזה והינקהו לי ואני ,14,25,29,29.0,169,169.0,0.7053571428571429,0.7777777777777778,1090000145
ref-m.3.4.3.6.38-ref-m.3.4.3.6.49,ref-bible.0309.2.3.5-ref-bible.309.2.5.3,372568,372629,ref-m.3.4.3.6.38,ref-m.3.4.3.6.49,1373329,1373385,ref-bible.0309.2.3.5,ref-bible.0309.2.5.3,שבע שנים ובא בנה מן המלחמה והיתה נזירה שבע שנים ובסוף שבע ,שבעים ושנים בני שפטיה שלש מאות שבעים ושנים בני ארח שבע ,12,11,593,593.0,170,170.0,0.6206896551724138,0.7272727272727273,1090000146
ref-m.3.4.4.4.50-ref-m.3.4.4.4.62,ref-bible.0103.6.5.6-ref-bible.103.6.5.20,373863,373930,ref-m.3.4.4.4.50,ref-m.3.4.4.4.62,200292,200376,ref-bible.0103.6.5.6,ref-bible.0103.6.5.20,לא נהנים ולא מועלים בהן דמי עולה יביאו עולה ומועלים בהן דמי שלמים ,לא תכבה ובער עליה הכהן עצים בבקר בבקר וערך עליה העלה והקטיר עליה חלבי השלמים ,13,15,109,109.0,171,171.0,0.5974025974025974,0.8666666666666667,1090000147
ref-m.3.4.6.9.16-ref-m.3.4.6.9.26,ref-bible.0102.29.23.7-ref-bible.102.29.24.9,379145,379200,ref-m.3.4.6.9.16,ref-m.3.4.6.9.26,164794,164878,ref-bible.0102.29.23.7,ref-bible.0102.29.24.9,אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ומניפן ,אחת ורקיק אחד מסל המצות אשר לפני יהוה ושמת הכל על כפי אהרן ועל כפי בניו והנפת ,11,17,70,70.0,174,172.0,0.6282051282051282,0.6666666666666667,1090000148
ref-m.3.4.6.9.14-ref-m.3.4.6.9.26,ref-bible.0103.8.26.7-ref-bible.103.8.27.10,379135,379200,ref-m.3.4.6.9.14,ref-m.3.4.6.9.26,205950,206069,ref-bible.0103.8.26.7,ref-bible.0103.8.27.10,וחלת מצה אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ומניפן ,חלת מצה אחת וחלת לחם שמן אחת ורקיק אחד וישם על החלבים ועל שוק הימין ויתן את הכל על כפי אהרן ועל כפי בניו וינף ,13,25,124,124.0,173,172.0,0.6272727272727273,0.6956521739130435,1090000149
ref-m.3.4.6.9.7-ref-m.3.4.6.9.25,ref-bible.0104.6.19.2-ref-bible.104.6.19.19,379099,379192,ref-m.3.4.6.9.7,ref-m.3.4.6.9.25,267571,267657,ref-bible.0104.6.19.2,ref-bible.0104.6.19.19,הכהן נוטל את הזרוע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ,הכהן את הזרע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחד ונתן על כפי הנזיר ,19,18,223,223.0,172,172.0,0.09411764705882353,0.11764705882352944,1090000150
ref-m.3.4.9.5.46-ref-m.3.4.9.5.52,ref-bible.0203.16.2.1-ref-bible.203.16.2.7,384357,384396,ref-m.3.4.9.5.46,ref-m.3.4.9.5.52,549805,549844,ref-bible.0203.16.2.1,ref-bible.0203.16.2.7,ויאמר שמואל איך אלך ושמע שאול והרגני ,ויאמר שמואל איך אלך ושמע שאול והרגני ,7,7,365,365.0,175,175.0,0.0,0.0,1090000151
ref-m.3.5.1.6.42-ref-m.3.5.1.6.47,ref-bible.0209.23.48.5-ref-bible.209.23.48.10,385887,385925,ref-m.3.5.1.6.42,ref-m.3.5.1.6.47,1025477,1025515,ref-bible.0209.23.48.5,ref-bible.0209.23.48.10,ונוסרו כל הנשים ולא תעשינה כזמתכנה ,ונוסרו כל הנשים ולא תעשינה כזמתכנה ,6,6,455,455.0,176,176.0,0.0,0.0,1090000152
ref-m.3.5.1.8.11-ref-m.3.5.1.8.15,ref-bible.0202.16.21.1-ref-bible.202.16.21.5,386188,386221,ref-m.3.5.1.8.11,ref-m.3.5.1.8.15,503046,503079,ref-bible.0202.16.21.1,ref-bible.0202.16.21.5,ויאחזוהו פלשתים וינקרו את עיניו ,ויאחזוהו פלשתים וינקרו את עיניו ,5,5,356,356.0,177,177.0,0.0,0.0,1090000153
ref-m.3.5.1.8.34-ref-m.3.5.1.8.39,ref-bible.0204.18.15.1-ref-bible.204.18.15.6,386324,386356,ref-m.3.5.1.8.34,ref-m.3.5.1.8.39,627131,627162,ref-bible.0204.18.15.1,ref-bible.0204.18.15.6,ויסבו עשרה אנשים נושאי כלי יואב ,ויסבו עשרה נערים נשאי כלי יואב ,6,6,379,379.0,178,178.0,0.125,0.2857142857142857,1090000154
ref-m.3.5.1.8.64-ref-m.3.5.1.8.70,ref-bible.0204.18.14.7-ref-bible.204.18.14.13,386484,386526,ref-m.3.5.1.8.64,ref-m.3.5.1.8.70,627068,627110,ref-bible.0204.18.14.7,ref-bible.0204.18.14.13,ויקח שלשה שבטים בכפו ויתקעם בלב אבשלום ,ויקח שלשה שבטים בכפו ויתקעם בלב אבשלום ,7,7,378,378.0,179,179.0,0.0,0.0,1090000155
ref-m.3.5.1.9.17-ref-m.3.5.1.9.26,ref-bible.0104.12.15.5-ref-bible.104.12.15.12,386621,386670,ref-m.3.5.1.9.17,ref-m.3.5.1.9.26,282837,282872,ref-bible.0104.12.15.5,ref-bible.0104.12.15.12,שבעה ימים במדבר שנאמר והעם לא נסע עד האסף מרים ,שבעת ימים והעם לא נסע עד האסף מרים ,10,8,230,230.0,180,180.0,0.2765957446808511,0.4,1090000156
ref-m.3.5.1.9.27-ref-m.3.5.1.9.42,ref-bible.0101.50.5.16-ref-bible.0101.50.7.5,386671,386754,ref-m.3.5.1.9.27,ref-m.3.5.1.9.42,104118,104215,ref-bible.0101.50.5.16,ref-bible.0101.50.7.5,ויאמר פרעה עלה וקבר את אביך כאשר השביעך ויעל יוסף לקבר את אביו,אעלה נא ואקברה את אבי ואשובה ויאמר פרעה עלה וקבר את אביך כאשר השביעך ויעל יוסף לקבר את אביו,16,19,25,25.0,181,181.0,0.31868131868131866,0.09090909090909094,1090000157
ref-m.3.5.1.9.42-ref-m.3.5.1.9.47,ref-bible.0101.50.9.1-ref-bible.101.50.9.6,386749,386774,ref-m.3.5.1.9.42,ref-m.3.5.1.9.47,104338,104363,ref-bible.0101.50.9.1,ref-bible.0101.50.9.6,ויעל עמו גם רכב גם פרשים ,ויעל עמו גם רכב גם פרשים ,6,6,27,27.0,184,181.0,0.0,0.0,1090000158
ref-m.3.5.1.9.29-ref-m.3.5.1.9.41,ref-bible.0101.50.14.7-ref-bible.101.50.15.2,386680,386748,ref-m.3.5.1.9.29,ref-m.3.5.1.9.41,104770,104823,ref-bible.0101.50.14.7,ref-bible.0101.50.15.2,לקבור את אביו ואין באחיו גדול ממנו שנאמר ויעל יוסף לקבור את אביו ,העלים אתו לקבר את אביו אחרי קברו את אביו ויראו אחי ,13,11,28,28.0,182,181.0,0.6307692307692307,0.5454545454545454,1090000159
ref-m.3.5.1.9.94-ref-m.3.5.1.9.99,ref-bible.0207.58.8.8-ref-bible.207.58.8.13,387007,387037,ref-m.3.5.1.9.94,ref-m.3.5.1.9.99,854939,854971,ref-bible.0207.58.8.8,ref-bible.0207.58.8.13,והלך לפניך צדקך כבוד ה' יאספך ,והלך לפניך צדקך כבוד יהוה יאספך ,6,6,430,430.0,185,185.0,0.09375,0.16666666666666663,1090000160
ref-m.3.5.2.2.52-ref-m.3.5.2.2.62,ref-bible.0104.5.17.1-ref-bible.0104.5.17.17,387679,387737,ref-m.3.5.2.2.52,ref-m.3.5.2.2.62,265028,265118,ref-bible.0104.5.17.1,ref-bible.0104.5.17.17,ולקח הכהן מים קדשים בכלי חרש ומן העפר אשר יהיה בקרקע המשכן יקח הכהן ונתן אל המים,ולקח הכהן מים קדשים בכלי חרש ומן העפר אשר יהיה בקרקע המשכן יקח הכהן ונתן אל המים,11,16,212,212.0,186,186.0,0.0,0.0,1090000161
ref-m.3.5.2.3.12-ref-m.3.5.2.3.43,ref-bible.0104.5.19.3-ref-bible.0104.5.21.14,387790,387970,ref-m.3.5.2.3.12,ref-m.3.5.2.3.43,265263,265510,ref-bible.0104.5.19.3,ref-bible.0104.5.21.14,הכהן ואמר אל האשה אם לא שכב איש אתך ואם לא שטית טמאה תחת אישך הנקי ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה יתן יהוה אותך לאלה ולשבעה,הכהן ואמר אל האשה אם לא שכב איש אתך ואם לא שטית טמאה תחת אישך הנקי ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה יתן יהוה אותך לאלה ולשבעה,24,48,215,214.0,188,188.0,0.0,0.0,1090000162
ref-m.3.5.2.3.29-ref-m.3.5.2.3.45,ref-bible.0104.5.21.22-ref-bible.104.5.22.12,387876,387984,ref-m.3.5.2.3.29,ref-m.3.5.2.3.45,265543,265632,ref-bible.0104.5.21.22,ref-bible.0104.5.22.12,אותך לאלה ולשבועה ובאו המים המאררים האלה במעיך לצבות בטן ולנפיל ירך ואינו כותב ואמרה האשה אמן אמן ,ואת בטנך צבה ובאו המים המאררים האלה במעיך לצבות בטן ולנפל ירך ואמרה האשה אמן אמן ,18,16,217,217.0,191,188.0,0.23469387755102042,0.33333333333333337,1090000163
