baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.1.18.3.338-ref-mek.1.18.3.355,ref-sifre-d.38.8.77-ref-sifre-d.38.8.90,74674,74759,ref-mek.1.18.3.338,ref-mek.1.18.3.355,59599,59671,ref-sifre-d.38.8.77,ref-sifre-d.38.8.90,אתם לה' אלהיכם וגו' מה זה בעיניכם האמור להלן על_גובה_של ראש אף בין עיניך האמור כאן ,אותך שם מה כלכול האמור להלן בשני רעבון הכתוב מדבר אף כלכול האמור כאן ,16,14,143,143.0,136,136.0,0.6144578313253012,0.7727272727272727,41,את ם מה כ האמור להלן עבה ר אף  האמור כאן ,3060000103
ref-mek.1.18.3.341-ref-mek.1.18.3.355,ref-sifre-d.56.1.86-ref-sifre-d.56.1.97,74689,74759,ref-mek.1.18.3.341,ref-mek.1.18.3.355,105006,105063,ref-sifre-d.56.1.86,ref-sifre-d.56.1.97,וגו' מה זה בעיניכם האמור להלן על_גובה_של ראש אף בין עיניך האמור כאן ,וגו' מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן ,13,12,272,272.0,137,136.0,0.45588235294117646,0.5714285714285714,39,וגו' מה   האמור להלן ש אף ן  האמור כאן ,3060000104
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifre-d.68.6.13-ref-sifre-d.69.1.16,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,114060,114162,ref-sifre-d.68.6.13,ref-sifre-d.69.1.16,לענין ירושלים ושמחתם נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן,לענין ירושלים ושמחתם נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן,12,15,302,302.0,138,138.0,0.0,0.0,97,לענין ירושלים ושמחתם נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן,3060000105
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifre-d.107.18.5-ref-sifre-d.107.18.25,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,147555,147656,ref-sifre-d.107.18.5,ref-sifre-d.107.18.25,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,12,15,402,402.0,140,140.0,0.0,0.0,98,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,3060000106
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifre-d.194.6.8-ref-sifre-d.194.6.26,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,206400,206485,ref-sifre-d.194.6.8,ref-sifre-d.194.6.26,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,12,16,593,593.0,142,142.0,0.0,0.0,82,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,3060000107
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifre-d.195.7.9-ref-sifre-d.195.7.27,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,206950,207035,ref-sifre-d.195.7.9,ref-sifre-d.195.7.27,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,12,16,603,603.0,144,144.0,0.0,0.0,82,בנו או בן אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן,3060000108
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifre-d.291.6.1-ref-sifre-d.291.6.18,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,276449,276551,ref-sifre-d.291.6.1,ref-sifre-d.291.6.18,וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן,וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן,12,15,798,798.0,146,146.0,0.0,0.0,95,וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן,3060000109
ref-mek.1.18.3.366-ref-mek.1.18.3.372,ref-sifre-d.35.3.15-ref-sifre-d.35.3.21,74806,74837,ref-mek.1.18.3.366,ref-mek.1.18.3.372,49053,49088,ref-sifre-d.35.3.15,ref-sifre-d.35.3.21,תן תפלין ביד תן תפלין בראש מה ,תן תפילין ביד ותן תפילין בראש מה ,7,7,89,89.0,148,148.0,0.09090909090909091,0.0,30,תן תפלין ביד תן תפלין בראש מה ,3060000110
ref-mek.1.18.3.366-ref-mek.1.18.3.372,ref-sifre-d.35.5.21-ref-sifre-d.35.5.27,74806,74837,ref-mek.1.18.3.366,ref-mek.1.18.3.372,49370,49405,ref-sifre-d.35.5.21,ref-sifre-d.35.5.27,תן תפלין ביד תן תפלין בראש מה ,תן תפילין ביד ותן תפילין בראש מה ,7,7,94,94.0,149,148.0,0.09090909090909091,0.0,30,תן תפלין ביד תן תפלין בראש מה ,3060000111
ref-mek.1.18.3.366-ref-mek.1.18.3.382,ref-sifre-d.35.12.17-ref-sifre-d.35.12.33,74806,74889,ref-mek.1.18.3.366,ref-mek.1.18.3.382,50489,50575,ref-sifre-d.35.12.17,ref-sifre-d.35.12.33,תן תפלין ביד תן תפלין בראש מה ביד מקום שהוא ראוי להיטמא בנגע אחד אף בראש מקום ,תן תפילין ביד ותן תפילין בראש מה ביד מקום שהוא ראוי ליטמא בנגע אחד אף בראש מקום ,17,17,109,104.0,150,148.0,0.05,0.0,77,תן תפלין ביד תן תפלין בראש מה ביד מקום שהוא ראוי ליטמא בנגע אחד אף בראש מקום ,3060000112
ref-mek.1.18.4.249-ref-mek.1.18.4.263,ref-sifre-d.248.3.27-ref-sifre-d.248.4.6,76807,76886,ref-mek.1.18.4.249,ref-mek.1.18.4.263,245185,245306,ref-sifre-d.248.3.27,ref-sifre-d.248.4.6,אמרת תדחה שבת שחייבין עליה כרת ומיתת_בית_דין לתפילין אינן חייבין עליו לא כרת ,"שחייבין עליה כרת בידי שמים הולד ממזר אף כל שחייבין עליה כרת בי""שבידי שמים הולד ממזר ר' יהושע אומר כל שחייבים עליהם ",13,22,712,712.0,151,151.0,0.6869565217391305,0.8695652173913043,46,רת ד ש שחייבין עליה כרת יבידי ילי א חייבי עלי ,3060000113
ref-mek.1.18.4.282-ref-mek.1.18.4.294,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,76979,77049,ref-mek.1.18.4.282,ref-mek.1.18.4.294,51347,51394,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,13,10,119,119.0,156,152.0,0.4411764705882353,0.5,38,נאמר כאן  ונאמר להלן ת מה  האמור להלן ,3060000114
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,51584,51665,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,22,17,131,130.0,158,152.0,0.4954954954954955,0.7,59,נאמר כאן  ונאמר להלן ת מה  האמור להלן ל פר ד אף  האמור כאן ,3060000115
ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifre-d.38.8.79-ref-sifre-d.38.8.90,77030,77094,ref-mek.1.18.4.291,ref-mek.1.18.4.303,59607,59671,ref-sifre-d.38.8.79,ref-sifre-d.38.8.90,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,מה כלכול האמור להלן בשני רעבון הכתוב מדבר אף כלכול האמור כאן ,13,12,144,143.0,181,152.0,0.5161290322580645,0.7058823529411764,37,מה  האמור להלן שני ר ד אף  האמור כאן ,3060000116
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.43.25.1-ref-sifre-d.43.25.17,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,82467,82541,ref-sifre-d.43.25.1,ref-sifre-d.43.25.17,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן ,22,17,218,218.0,159,159.0,0.4954954954954955,0.6666666666666667,58,נאמר כאן  ונאמר להלן  י מה י האמור להלן חר אף י האמור כאן ,3060000117
ref-mek.1.18.4.291-ref-mek.1.18.4.303,ref-sifre-d.43.25.19-ref-sifre-d.43.25.31,77030,77094,ref-mek.1.18.4.291,ref-mek.1.18.4.303,82546,82604,ref-sifre-d.43.25.19,ref-sifre-d.43.25.31,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ומה חרי אף האמור להלן דבר וחיה רעה אף חרי אף האמור כאן ,13,13,224,224.0,182,159.0,0.4838709677419355,0.6875,37,מה י האמור להלן  וי ר אף י האמור כאן ,3060000118
ref-mek.1.18.4.282-ref-mek.1.18.4.293,ref-sifre-d.51.2.11-ref-sifre-d.51.2.19,76979,77044,ref-mek.1.18.4.282,ref-mek.1.18.4.293,98639,98684,ref-sifre-d.51.2.11,ref-sifre-d.51.2.19,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור ,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור ,12,9,256,256.0,155,152.0,0.3492063492063492,0.4444444444444444,41,נאמר כאן ייה ונאמר להלן יהיה מה יי האמור ,3060000119
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.62.4.5-ref-sifre-d.62.4.24,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,110105,110200,ref-sifre-d.62.4.5,ref-sifre-d.62.4.24,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,22,20,283,278.0,160,152.0,0.42342342342342343,0.65,68,נאמר כאן ם מ ונאמר להלן מ את מה מי האמור להלן לש דש אף מי האמור כאן ,3060000120
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.64.2.2-ref-sifre-d.64.2.16,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,111804,111880,ref-sifre-d.64.2.2,ref-sifre-d.64.2.16,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן שמחה ונאמר להן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,22,15,295,293.0,161,152.0,0.46846846846846846,0.6842105263157895,61,נאמר כאן מה ונאמר להן מה מה מ האמור להלן למים אף מ האמור כאן ,3060000121
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.69.1.2-ref-sifre-d.69.1.16,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,114083,114162,ref-sifre-d.69.1.2,ref-sifre-d.69.1.16,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,22,15,307,302.0,162,152.0,0.4774774774774775,0.6666666666666667,62,נאמר כאן מה ונאמר להלן מה מה מ האמור להלן למים אף מ האמור כאן ,3060000122
ref-mek.1.18.4.291-ref-mek.1.18.4.304,ref-sifre-d.71.6.88-ref-sifre-d.71.6.102,77030,77098,ref-mek.1.18.4.291,ref-mek.1.18.4.304,115905,115976,ref-sifre-d.71.6.88,ref-sifre-d.71.6.102,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן אין ,14,15,317,317.0,183,152.0,0.44285714285714284,0.5294117647058824,45,מה י האמור להלן אי נים ע  אף י האמור כאן אין ,3060000123
ref-mek.1.18.4.282-ref-mek.1.18.4.304,ref-sifre-d.86.6.4-ref-sifre-d.86.6.23,76979,77098,ref-mek.1.18.4.282,ref-mek.1.18.4.304,131038,131145,ref-sifre-d.86.6.4,ref-sifre-d.86.6.23,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן בסקילה ר'_שמעון_אומר אין ,23,18,343,337.0,176,152.0,0.6173913043478261,0.65,60,נאמר כאן ה ונאמר להלן הה מה  האמור להלן י אף  האמור כאן אין ,3060000124
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,22,16,358,350.0,163,152.0,0.4954954954954955,0.6666666666666667,58,נאמר כאן ה ונאמר להלן הה מה  האמור להלן א י אף  האמור כאן ,3060000125
ref-mek.1.18.4.282-ref-mek.1.18.4.294,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,76979,77049,ref-mek.1.18.4.282,ref-mek.1.18.4.294,141103,141150,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,13,10,386,386.0,157,152.0,0.45588235294117646,0.5,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,3060000126
ref-mek.1.18.4.282-ref-mek.1.18.4.304,ref-sifre-d.107.18.9-ref-sifre-d.107.18.27,76979,77098,ref-mek.1.18.4.282,ref-mek.1.18.4.304,147570,147665,ref-sifre-d.107.18.9,ref-sifre-d.107.18.27,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן שלמים אי ,23,19,407,402.0,177,152.0,0.5565217391304348,0.6842105263157895,65,נאמר כאן מה ונאמר להלן מה מה מ האמור להלן למים אף מ האמור כאן אי ,3060000127
ref-mek.1.18.4.291-ref-mek.1.18.4.304,ref-sifre-d.109.2.9-ref-sifre-d.109.3.1,77030,77098,ref-mek.1.18.4.291,ref-mek.1.18.4.304,148151,148196,ref-sifre-d.109.2.9,ref-sifre-d.109.3.1,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי ,14,11,415,415.0,184,152.0,0.5454545454545454,0.6666666666666667,34,מה  האמור להלן ר אף  האמור כאן אי ,3060000128
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.111.1.12-ref-sifre-d.111.1.28,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,150177,150259,ref-sifre-d.111.1.12,ref-sifre-d.111.1.28,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,22,17,417,416.0,164,152.0,0.5045045045045045,0.631578947368421,57,נאמר כאן  ונאמר להלן  מה  האמור להלן לא תח אף  האמור כאן ,3060000129
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,159571,159646,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,22,15,467,464.0,165,152.0,0.4774774774774775,0.6666666666666667,58,נאמר כאן  ונאמר להלן או מה  האמור להלן ימני אף  האמור כאן ,3060000130
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.138.1.6-ref-sifre-d.138.1.20,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,170273,170350,ref-sifre-d.138.1.6,ref-sifre-d.138.1.20,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,22,15,514,512.0,166,152.0,0.4594594594594595,0.6666666666666667,62,נאמר כאן מה ונאמר להלן מה מה מ האמור להלן למים אף מ האמור כאן ,3060000131
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער_שנמצאו_בו_ולא_שער שנדונו בו אף שעריך האמור כאן ,22,17,541,537.0,167,152.0,0.5495495495495496,0.7,63,נאמר כאן י ונאמר להלן י מה י האמור להלן אושער ש אף י האמור כאן ,3060000132
ref-mek.1.18.4.279-ref-mek.1.18.4.297,ref-sifre-d.190.3.21-ref-sifre-d.190.3.39,76964,77065,ref-mek.1.18.4.279,ref-mek.1.18.4.297,201416,201508,ref-sifre-d.190.3.21,ref-sifre-d.190.3.39,ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור להלן אנשים ולא,נאמר כאן שני ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור להלן אנשים ולא,17,19,573,573.0,152,152.0,0.14942528735632185,0.0,74,ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור להלן אנשים ולא,3060000133
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,206415,206485,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,22,15,596,593.0,168,152.0,0.5045045045045045,0.6666666666666667,55,נאמר כאן  ונאמר להלן א מה  האמור להלן נר אף  האמור כאן ,3060000134
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,206965,207035,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,22,15,606,603.0,169,152.0,0.5045045045045045,0.6666666666666667,55,נאמר כאן  ונאמר להלן א מה  האמור להלן נר אף  האמור כאן ,3060000135
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,22,17,729,728.0,170,152.0,0.4954954954954955,0.7,60,נאמר כאן ה ונאמר להלן תהה תוה האור להלן שם  ח אף  האמור כאן ,3060000136
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,22,16,739,738.0,171,152.0,0.5135135135135135,0.6666666666666667,56,נאמר כאן  ונאמר להלן  מה  האמור להלן נר ד אף  האמור כאן ,3060000137
ref-mek.1.18.4.282-ref-mek.1.18.4.305,ref-sifre-d.284.6.4-ref-sifre-d.284.6.26,76979,77103,ref-mek.1.18.4.282,ref-mek.1.18.4.305,268085,268200,ref-sifre-d.284.6.4,ref-sifre-d.284.6.26,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין פחות ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן בעושה פחות ,24,23,762,758.0,178,152.0,0.44166666666666665,0.6666666666666667,77,נאמר כאן  י ונאמר להלן  יתו מה ים האמור להלן  פחות מים אף ים האמור כאן  פחות ,3060000138
ref-mek.1.18.4.282-ref-mek.1.18.4.305,ref-sifre-d.285.4.3-ref-sifre-d.285.4.24,76979,77103,ref-mek.1.18.4.282,ref-mek.1.18.4.305,268747,268853,ref-sifre-d.285.4.3,ref-sifre-d.285.4.24,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין פחות ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן בעושה פחות ,24,22,766,764.0,179,152.0,0.425,0.6666666666666667,76,נאמר כאן  י ונאמר להלן  יתו מה ים האמור להלן פחות מים אף ים האמור כאן  פחות ,3060000139
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.289.3.11-ref-sifre-d.289.3.30,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,274187,274283,ref-sifre-d.289.3.11,ref-sifre-d.289.3.30,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן ,22,20,770,769.0,172,152.0,0.45045045045045046,0.7391304347826086,69,נאמר כאן ם י ונאמר להלן ם יה אולת מה ם האמור להלן לנח אף ם האמור כאן ,3060000140
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,274954,275020,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,22,15,779,775.0,173,152.0,0.4774774774774775,0.6666666666666667,58,נאמר כאן ם ונאמר להלן ם מה ם האמור להלן נח אף ם האמור כאן ,3060000141
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-d.291.6.2-ref-sifre-d.291.6.18,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,276456,276551,ref-sifre-d.291.6.2,ref-sifre-d.291.6.18,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,22,17,800,798.0,174,152.0,0.4954954954954955,0.6842105263157895,67,נאמר כאן ייה ונאמר להלן ייה מה יי האמור להלן לש דש אף יי האמור כאן ,3060000142
ref-mek.1.18.4.280-ref-mek.1.18.4.304,ref-sifre-d.302.1.3-ref-sifre-d.302.1.22,76971,77098,ref-mek.1.18.4.280,ref-mek.1.18.4.304,288130,288220,ref-sifre-d.302.1.3,ref-sifre-d.302.1.22,עשר חדש נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן אין ,לעשר יכול בחנוכה נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי ,25,20,852,852.0,154,154.0,0.6016260162601627,0.7272727272727273,62,עשר ח נאמר כאן  ונאמר להלן  מה  האמור להלן ר אף  האמור כאן אי ,3060000143
ref-mek.1.18.4.283-ref-mek.1.18.4.294,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,76984,77049,ref-mek.1.18.4.283,ref-mek.1.18.4.294,288221,288275,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,12,12,861,861.0,180,154.0,0.6190476190476191,0.6153846153846154,29,מה אמר להלן  הות   המור להלן ,3060000144
