baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.116.2.275-ref-sifre-n.116.2.287,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,183015,183081,ref-sifre-n.116.2.275,ref-sifre-n.116.2.287,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן,יומת ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן,1,2,586,586.0,189,189.0,0.0793650793650793,0.0,12,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן,3050000138,12,13
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,3,1,607,607.0,190,189.0,0.5585585585585585,0.6666666666666667,7,ונאמר להלן מה האמור להלן אף כאן,3050000139,22,12
ref-mek.1.18.4.284-ref-mek.1.18.4.292,ref-sifre-n.123.1.250-ref-sifre-n.123.1.276,76988,77037,ref-mek.1.18.4.284,ref-mek.1.18.4.292,206224,206359,ref-sifre-n.123.1.250,ref-sifre-n.123.1.276,מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים ,תמימה תמימה באדמות או תמימה במומים כשהוא אומר אשר אין בה מום אשר לא עלה עליה עול הרי מומים אמורים הא מה תלמוד לומר תמימה שתהא תמימה ,4,21,710,710.0,201,174.0,0.7272727272727273,0.9411764705882352,0,,3050000140,9,21
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,3,1,716,715.0,191,174.0,0.4864864864864865,0.7058823529411764,6,כאן להלן מה להלן אף כאן,3050000141,22,17
ref-mek.1.18.4.284-ref-mek.1.18.4.303,ref-sifre-n.124.1.632-ref-sifre-n.124.1.653,76988,77094,ref-mek.1.18.4.284,ref-mek.1.18.4.303,213962,214074,ref-sifre-n.124.1.632,ref-sifre-n.124.1.653,מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,יום רבי נתן אומר נאמר כאן טהור ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,1,4,719,719.0,203,174.0,0.5794392523364486,0.736842105263158,7,ונאמר להלן מה האמור להלן אף כאן,3050000142,20,18
ref-mek.1.18.4.282-ref-mek.1.18.4.294,ref-sifre-n.127.5.22-ref-sifre-n.127.5.33,76979,77049,ref-mek.1.18.4.282,ref-mek.1.18.4.294,223948,224004,ref-sifre-n.127.5.22,ref-sifre-n.127.5.33,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ,8,12,729,729.0,175,174.0,0.4117647058823529,0.5555555555555556,7,נאמר כאן ונאמר להלן מה האמור להלן,3050000143,13,12
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,224593,224681,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,3,1,734,733.0,192,174.0,0.5045045045045045,0.7058823529411764,6,כאן להלן מה להלן אף כאן,3050000144,22,17
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.142.2.71-ref-sifre-n.142.2.94,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,253140,253264,ref-sifre-n.142.2.71,ref-sifre-n.142.2.94,מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן מבקרו ד' ימים,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן מבקרו ד' ימים,16,5,779,779.0,177,177.0,0.3388429752066115,0.2307692307692307,16,מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן מבקרו ד' ימים,3050000145,16,24
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,253851,253940,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,3,1,797,789.0,194,174.0,0.5135135135135135,0.7647058823529411,8,נאמר כאן להלן מה האמור להלן אף כאן,3050000146,22,15
ref-mek.1.18.4.283-ref-mek.1.18.4.303,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,76984,77094,ref-mek.1.18.4.283,ref-mek.1.18.4.303,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,2,1,834,833.0,200,174.0,0.5283018867924528,0.6875,8,כאן ונאמר להלן מה האמור להלן אף כאן,3050000147,21,16
ref-mek.1.18.4.282-ref-mek.1.18.4.303,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,281101,281191,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,3,1,873,864.0,195,174.0,0.4864864864864865,0.7222222222222222,9,נאמר כאן ונאמר להלן מה האמור להלן אף כאן,3050000148,22,20
ref-mek.1.19.2.112-ref-mek.1.19.2.139,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,78492,78626,ref-mek.1.19.2.112,ref-mek.1.19.2.139,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,1,1,137,137.0,205,205.0,0.0,0.0,17,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,3050000149,17,17
ref-mek.1.19.2.120-ref-mek.1.19.2.136,ref-sifre-n.117.2.555-ref-sifre-n.117.2.586,78533,78612,ref-mek.1.19.2.120,ref-mek.1.19.2.136,186777,186956,ref-sifre-n.117.2.555,ref-sifre-n.117.2.586,קדושה חלה עליהם במחובר לקרקע שהיה בדין הואיל וקדושה חלה על הביכורים וקדושה חלה על התרומה אם למדתי על התרומה שאין קדושה חלה עליו במחובר לקרקע אף ביכורים לא תהא קדושה חלה,קדושה חלה עליהם במחובר לקרקע שהיה בדין הואיל וקדושה חלה על הביכורים וקדושה חלה על התרומה אם למדתי על התרומה שאין קדושה חלה עליו במחובר לקרקע אף ביכורים לא תהא קדושה חלה,30,30,615,615.0,207,207.0,0.0,0.0,30,קדושה חלה עליהם במחובר לקרקע שהיה_בדין_הואיל וקדושה חלה על הביכורים וקדושה חלה על התרומה אם למדתי על התרומה שאין קדושה חלה עליו במחובר לקרקע אף ביכורים לא תהא קדושה חלה,3050000150,30,30
ref-mek.1.19.3.41-ref-mek.1.19.3.48,ref-sifre-n.118.1.177-ref-sifre-n.118.1.194,79326,79363,ref-mek.1.19.3.41,ref-mek.1.19.3.48,189704,189788,ref-sifre-n.118.1.177,ref-sifre-n.118.1.194,תפדה אותו אותו אתה פודה אי אתה פודה את החיה ואת המתה פודה את הטמאה ואי אתה פודה,תפדה אותו אותו אתה פודה אי אתה פודה את החיה ואת המתה פודה את הטמאה ואי אתה פודה,18,18,632,632.0,213,213.0,0.0,0.0,18,תפדה אותו אותו אתה פודה אי אתה פודה את החיה ואת המתה פודה את הטמאה ואי אתה פודה,3050000151,18,18
ref-mek.1.19.3.19-ref-mek.1.19.3.74,ref-sifre-n.118.1.210-ref-sifre-n.118.1.265,79218,79482,ref-mek.1.19.3.19,ref-mek.1.19.3.74,189857,190125,ref-sifre-n.118.1.210,ref-sifre-n.118.1.265,ופטר חמור תפדה בשה חמור אתה פודה ואי אתה פודה בכור כל שאר בהמה טמאה ופטר,ופטר חמור תפדה בשה חמור אתה פודה ואי אתה פודה בכור כל שאר בהמה טמאה ופטר,16,16,634,634.0,209,209.0,0.0,0.0,16,ופטר חמור תפדה בשה חמור אתה פודה ואי אתה פודה בכור כל שאר בהמה טמאה ופטר,3050000152,16,16
ref-mek.1.19.3.82-ref-mek.1.19.3.103,ref-sifre-n.118.1.246-ref-sifre-n.118.1.277,79515,79634,ref-mek.1.19.3.82,ref-mek.1.19.3.103,190032,190197,ref-sifre-n.118.1.246,ref-sifre-n.118.1.277,פדה תפדה אם אינו ענין שפודים בהמה טמאה,"אתה פודה אבל אי אתה פודה בכסות וכלים אם כן מה ת""ל אך פדה תפדה אם אינו ענין שפודים בהמה טמאה תניהו ענין שמקדישים בהמה טמאה לבדק הבית וחוזרי' ופודים אותו מהקדש",8,32,639,639.0,216,216.0,0.7579617834394905,0.65,8,פדה תפדה אם אינו ענין שפודים בהמה טמאה,3050000153,8,32
ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,79793,79852,ref-mek.1.19.3.133,ref-mek.1.19.3.144,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,1,1,31,29.0,220,219.0,0.3275862068965517,0.5,7,נאמר כאן ונאמר להלן מה להלן כאן,3050000154,12,11
ref-mek.1.19.3.133-ref-mek.1.19.3.144,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,79793,79852,ref-mek.1.19.3.133,ref-mek.1.19.3.144,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,1,1,565,565.0,221,221.0,0.0,0.0,14,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,3050000155,14,14
ref-mek.1.19.3.130-ref-mek.1.19.3.144,ref-sifre-n.121.1.382-ref-sifre-n.121.1.396,79772,79852,ref-mek.1.19.3.130,ref-mek.1.19.3.144,203549,203619,ref-sifre-n.121.1.382,ref-sifre-n.121.1.396,ומנין שאסור בהנאה נאמר כאן עריפה ונאמר להלן עריפה מה להלן אסור בהנאה אף כאן ,מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן ,4,2,692,692.0,219,219.0,0.4605263157894737,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3050000156,15,15
ref-mek.1.19.3.147-ref-mek.1.19.3.226,ref-sifre-n.118.1.311-ref-sifre-n.118.1.384,79865,80287,ref-mek.1.19.3.147,ref-mek.1.19.3.226,190361,190738,ref-sifre-n.118.1.311,ref-sifre-n.118.1.384,מבן חודש תפדה כלל כסף חמשת שקלים פרט כלל ופרט אין בכלל אלא מה שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות אף הכלל אין לי אלא נכסים המטלטלין שאין להם אחריות מכאן אמרו בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל,תפדה מיד ופדויו מבן חודש תפדה כלל כסף חמשת שקלים פרט כלל ופרט אין בכלל אלא מה שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין,56,29,643,643.0,223,223.0,0.6122448979591837,0.525,26,מבן חודש תפדה כלל כסף חמשת שקלים פרט_כלל_ופרט_אין_בכלל_אלא_מה_שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין,3050000157,56,29
ref-mek.1.19.3.147-ref-mek.1.19.3.226,ref-sifre-n.118.1.408-ref-sifre-n.118.1.479,79865,80287,ref-mek.1.19.3.147,ref-mek.1.19.3.226,190845,191213,ref-sifre-n.118.1.408,ref-sifre-n.118.1.479,מבן חודש תפדה כלל כסף חמשת שקלים פרט כלל ופרט אין בכלל אלא מה שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות אף הכלל אין לי אלא נכסים המטלטלין שאין להם אחריות מכאן אמרו בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל,ופדויו מבן חודש תפדה כלל כסף חמשת שקלים פרט כלל ופרט אין בכלל אלא מה שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין,56,27,654,654.0,224,224.0,0.5860058309037901,0.5128205128205128,26,מבן חודש תפדה כלל כסף חמשת שקלים פרט_כלל_ופרט_אין_בכלל_אלא_מה_שבפרט וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין,3050000158,56,27
ref-mek.1.19.3.239-ref-mek.1.19.3.265,ref-sifre-n.118.1.311-ref-sifre-n.118.1.333,80349,80476,ref-mek.1.19.3.239,ref-mek.1.19.3.265,190361,190472,ref-sifre-n.118.1.311,ref-sifre-n.118.1.333,כלן תלמוד לומר כל בכור אדם בבניך תפדה ר' אומר מכאן אתה אומר וכל בכור בני אפדה ר' יוסי הגלילי אומר הואיל ואמרה תורה פדה את בנך ,תפדה מיד ופדויו מבן חודש תפדה כלל כסף חמשת שקלים פרט כלל ופרט אין בכלל אלא מה שבפרט וכל בכור אדם בבניך תפדה ,18,16,642,642.0,231,229.0,0.7777777777777778,0.75,4,בכור אדם בבניך תפדה,3050000159,18,16
ref-mek.1.19.3.237-ref-mek.1.19.3.253,ref-sifre-n.118.1.374-ref-sifre-n.118.1.386,80340,80419,ref-mek.1.19.3.237,ref-mek.1.19.3.253,190674,190749,ref-sifre-n.118.1.374,ref-sifre-n.118.1.386,לפדות את כלן תלמוד לומר כל בכור אדם בבניך תפדה ר' אומר מכאן אתה אומר וכל בכור ,בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל פודים בכור ,13,13,653,653.0,229,229.0,0.7051282051282052,0.7777777777777778,4,בכור אדם אומר בכור,3050000160,13,13
ref-mek.1.19.3.237-ref-mek.1.19.3.253,ref-sifre-n.118.1.469-ref-sifre-n.118.1.481,80340,80419,ref-mek.1.19.3.237,ref-mek.1.19.3.253,191149,191224,ref-sifre-n.118.1.469,ref-sifre-n.118.1.481,לפדות את כלן תלמוד לומר כל בכור אדם בבניך תפדה ר' אומר מכאן אתה אומר וכל בכור ,בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל פודים בכור ,13,13,664,654.0,230,229.0,0.7051282051282052,0.7777777777777778,4,בכור אדם אומר בכור,3050000161,13,13
ref-mek.1.19.4.196-ref-mek.1.19.4.206,ref-sifre-n.118.1.372-ref-sifre-n.118.1.386,82379,82440,ref-mek.1.19.4.196,ref-mek.1.19.4.206,190664,190749,ref-sifre-n.118.1.372,ref-sifre-n.118.1.386,מכאן אמרו זובחין בכורי בהמה כנגד בכורי בהמה ופודין בכורי אדם ,מכאן אמרו בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל פודים בכור ,11,15,652,642.0,232,232.0,0.6172839506172839,0.7333333333333334,3,מכאן אמרו אדם,3050000162,11,15
ref-mek.1.19.4.196-ref-mek.1.19.4.206,ref-sifre-n.118.1.467-ref-sifre-n.118.1.481,82379,82440,ref-mek.1.19.4.196,ref-mek.1.19.4.206,191139,191224,ref-sifre-n.118.1.467,ref-sifre-n.118.1.481,מכאן אמרו זובחין בכורי בהמה כנגד בכורי בהמה ופודין בכורי אדם ,מכאן אמרו בכל פודים בכור אדם חוץ מעבדים ומשטרות ומקרקעות רבי אומר בכל פודים בכור ,11,15,663,654.0,233,232.0,0.6172839506172839,0.7333333333333334,3,מכאן אמרו אדם,3050000163,11,15
ref-mek.1.19.6.49-ref-mek.1.19.6.60,ref-sifre-n.40.1.118-ref-sifre-n.40.1.136,85141,85200,ref-mek.1.19.6.49,ref-mek.1.19.6.60,64822,64917,ref-sifre-n.40.1.118,ref-sifre-n.40.1.136,לך לשמרך בכל דרכיך דבר אחר וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך לשמרך בכל דרכיך דבר אחר וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך את הברית ואת,לך לשמרך בכל דרכיך דבר אחר וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך לשמרך בכל דרכיך דבר אחר וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך את הברית ואת,30,30,210,210.0,234,234.0,0.0,0.0,30,לך לשמרך בכל דרכיך דבר_אחר_וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך לשמרך בכל דרכיך דבר_אחר_וישמרך ישמור לך ברית אבותיך שנאמר ושמר ה' אלהיך לך את הברית ואת,3050000164,30,30
ref-mek.1.19.7.167-ref-mek.1.19.7.174,ref-sifre-n.78.1.899-ref-sifre-n.78.1.906,86897,86944,ref-mek.1.19.7.167,ref-mek.1.19.7.174,106572,106615,ref-sifre-n.78.1.899,ref-sifre-n.78.1.906,שנאמר ותתצב אחותו מרחוק לדעה והמקום עכב לה ,שנאמר ותתצב אחותו מרחוק לדעה מה יעשה לו ,8,8,350,350.0,238,236.0,0.2093023255813953,0.375,5,שנאמר ותתצב אחותו מרחוק לדעה,3050000165,8,8
ref-mek.1.19.7.155-ref-mek.1.19.7.252,ref-sifre-n.106.1.62-ref-sifre-n.106.1.144,86832,87352,ref-mek.1.19.7.155,ref-mek.1.19.7.252,144958,145389,ref-sifre-n.106.1.62,ref-sifre-n.106.1.144,ללמדך שבמדה שאדם מודד בה מודדים לו מרים המתינה למשה שעה אחת שנאמר שמות ב ותתצב אחותו מרחוק לפיכך עיכב לה שכינה וארון כהנים ולוים וישראל ושבעה ענני כבוד שנאמר והעם לא נסע עד האסף מרים יוסף זכה בעצמות אביו ואין באחיו גדול הימנו שנאמר בראשית נ ויעל יוסף לקבור את אביו ויעל עמו גם רכב גם פרשים מי לנו גדול מיוסף שלא נתעסק בו אלא משה עצמו,ללמדך שבמדה שאדם מודד בה מודדים לו מרים המתינה למשה שעה אחת שנאמר שמות ב ותתצב אחותו מרחוק לפיכך עיכב לה שכינה וארון כהנים ולוים וישראל ושבעה ענני כבוד שנאמר והעם לא נסע עד האסף מרים יוסף זכה בעצמות אביו ואין באחיו גדול הימנו שנאמר בראשית נ ויעל יוסף לקבור את אביו ויעל עמו גם רכב גם פרשים מי לנו גדול מיוסף שלא נתעסק בו אלא משה עצמו,68,68,456,456.0,236,236.0,0.0,0.0,68,ללמדך שבמדה שאדם מודד בה מודדים לו מרים המתינה למשה שעה אחת שנאמר שמות ב ותתצב אחותו מרחוק לפיכך עיכב לה שכינה וארון כהנים ולוים וישראל ושבעה ענני כבוד שנאמר והעם לא נסע עד האסף מרים יוסף זכה בעצמות אביו ואין באחיו גדול הימנו שנאמר בראשית נ ויעל יוסף לקבור את אביו ויעל עמו גם רכב גם פרשים מי לנו גדול מיוסף שלא נתעסק בו אלא משה עצמו,3050000166,68,68
ref-mek.1.19.7.265-ref-mek.1.19.7.273,ref-sifre-n.106.1.83-ref-sifre-n.106.1.90,87411,87472,ref-mek.1.19.7.265,ref-mek.1.19.7.273,145069,145119,ref-sifre-n.106.1.83,ref-sifre-n.106.1.90,הארון והשכינה והכהנים והלויים וכל ישראל ושבעה ענני כבוד ,שכינה וארון כהנים ולוים וישראל ושבעה ענני כבוד ,9,8,461,455.0,240,240.0,0.3214285714285714,0.3,3,ושבעה ענני כבוד,3050000167,9,8
ref-mek.1.19.9.7-ref-mek.1.19.9.51,ref-sifre-n.83.1.1-ref-sifre-n.83.1.51,89743,89991,ref-mek.1.19.9.7,ref-mek.1.19.9.51,111387,111666,ref-sifre-n.83.1.1,ref-sifre-n.83.1.51,אמרו ז' עננים הם וענן יי עליהם יומם ועננך עומד עליהם,וענן ה' עליהם יומם מכאן אמרו ז' עננים הם וענן יי עליהם יומם ועננך עומד עליהם ובעמוד ענן אתה הולך לפניהם יומם ובהאריך הענן ובהעלות הענן ואם לא יעלה הענן כי ענן ה' על המשכן ז' עננים היו ארבע מארבע רוחותם ואחת למעלה ואתת למטה ואחת מלפניהם חגבוה מנמיכו והנמוך מגביהו,11,51,369,369.0,241,241.0,0.8015267175572519,0.6896551724137931,11,אמרו ז' עננים הם וענן יי עליהם יומם ועננך עומד עליהם,3050000168,11,51
ref-mek.1.19.9.25-ref-mek.1.19.9.34,ref-sifre-n.83.2.1-ref-sifre-n.83.3.2,89846,89892,ref-mek.1.19.9.25,ref-mek.1.19.9.34,111841,111920,ref-sifre-n.83.2.1,ref-sifre-n.83.3.2,ובהעלות הענן ואם לא יעלה הענן כי ענן ה' על ,וענן ה' עליהם יומם על חחיגרים ועל הסומים ועל הזבים ועל המצורעים וענן ה' ,10,14,374,374.0,244,241.0,0.7083333333333334,0.7272727272727273,2,ה' על,3050000169,10,14
ref-mek.1.19.9.70-ref-mek.1.19.9.106,ref-sifre-n.83.1.42-ref-sifre-n.83.1.76,90101,90310,ref-mek.1.19.9.70,ref-mek.1.19.9.106,111601,111825,ref-sifre-n.83.1.42,ref-sifre-n.83.1.76,ומכה את הנחשים ואת העקרבים ומכבד ומרבץ לפניהם ורבי יהודה אומר י'ג חיו ב' מכל רוח ורוח ושנים מלמעלה ושנים מלמטה ואחד מלפניהם ר' יאשיה אומר,ואחת למעלה ואתת למטה ואחת מלפניהם חגבוה מנמיכו והנמוך מגביהו ומכני ומכה את הנחשים ואת העקרבים ומכבד ומרבץ לפניהם ורבי יהודה אומר י'ג חיו ב' מכל רוח ורוח ושנים מלמעלה ושנים מלמטה ואחד מלפניהם ר' יאשיה אומר,24,35,372,372.0,245,245.0,0.3284313725490196,0.2758620689655172,24,ומכה את הנחשים ואת העקרבים ומכבד ומרבץ לפניהם ורבי יהודה אומר י'ג חיו ב' מכל רוח ורוח ושנים מלמעלה ושנים מלמטה ואחד מלפניהם ר'_יאשיה_אומר,3050000170,24,35
ref-mek.1.19.9.115-ref-mek.1.19.9.121,ref-sifre-n.106.1.62-ref-sifre-n.106.1.68,90349,90385,ref-mek.1.19.9.115,ref-mek.1.19.9.121,144958,144994,ref-sifre-n.106.1.62,ref-sifre-n.106.1.68,ללמדך שבמדה שאדם מודד בה מודדין לו ,ללמדך שבמדה שאדם מודד בה מודדים לו ,7,7,455,455.0,247,247.0,0.0285714285714285,0.3333333333333333,6,ללמדך שבמדה שאדם מודד בה לו,3050000171,7,7
ref-mek.1.19.9.195-ref-mek.1.19.9.202,ref-sifre-n.97.1.1-ref-sifre-n.97.1.15,90775,90813,ref-mek.1.19.9.195,ref-mek.1.19.9.202,134070,134145,ref-sifre-n.97.1.1,ref-sifre-n.97.1.15,ורוח נסע מאת ה' ויגז שלויים מן הים ,ורוח נסע מאת ה' מלמד שהיתה פורחת כגזים האלו של צמר ויגז שלוים מן הים ,8,15,425,425.0,248,248.0,0.5072463768115942,0.4666666666666667,7,ורוח נסע מאת ה' ויגז מן הים,3050000172,8,15
ref-mek.2.2.2.51-ref-mek.2.2.2.57,ref-sifre-n.106.1.155-ref-sifre-n.106.1.161,94475,94504,ref-mek.2.2.2.51,ref-mek.2.2.2.57,145440,145469,ref-sifre-n.106.1.155,ref-sifre-n.106.1.161,עלה אל הר העברים הזה הר נבו ,עלה אל הר העברים הזה הר נבו ,1,1,463,463.0,249,249.0,0.0,0.0,7,עלה אל הר העברים הזה הר נבו,3050000173,7,7
ref-mek.2.2.2.51-ref-mek.2.2.2.57,ref-sifre-n.134.4.5-ref-sifre-n.134.4.11,94475,94504,ref-mek.2.2.2.51,ref-mek.2.2.2.57,241651,241680,ref-sifre-n.134.4.5,ref-sifre-n.134.4.11,עלה אל הר העברים הזה הר נבו ,עלה אל הר העברים הזה הר נבו ,1,1,750,750.0,250,249.0,0.0,0.0,7,עלה אל הר העברים הזה הר נבו,3050000174,7,7
ref-mek.2.2.3.24-ref-mek.2.2.3.36,ref-sifre-n.18.1.35-ref-sifre-n.18.1.45,95102,95170,ref-mek.2.2.3.24,ref-mek.2.2.3.36,28960,29018,ref-sifre-n.18.1.35,ref-sifre-n.18.1.45,ממנו התחילה הפורענות טבע הוא וכל חילו כיוצא בו וימח את כל היקום ,ממנו תתחיל הפורענות כיוצא בו אתה אומר וימח את כל היקום ,13,8,74,74.0,252,251.0,0.375,0.5384615384615384,6,ממנו הפורענות וימח את כל היקום,3050000175,13,8
ref-mek.2.2.3.13-ref-mek.2.2.3.26,ref-sifre-n.18.1.73-ref-sifre-n.18.1.86,95035,95123,ref-mek.2.2.3.13,ref-mek.2.2.3.26,29170,29255,ref-sifre-n.18.1.73,ref-sifre-n.18.1.86,ואכבדה בפרעה ובכל חילו פרעה התחיל בעבירה שנאמר כל הבן הילוד ממנו התחילה הפורענות ,ממנו התחילה הפורענות כיוצא בו אתה אומר ואכבדה בפרעה ובכל חילו פרעה התחיל בעבירה ,14,11,81,81.0,251,251.0,0.7530864197530864,0.3846153846153846,7,ואכבדה בפרעה ובכל חילו פרעה התחיל בעבירה,3050000176,14,11
