baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.4.3.4.5-ref-m.4.4.3.4.11,ref-sifra.3.1-00.13.70-ref-sifra.3.1-00.14.14,513253,513292,ref-m.4.4.3.4.5,ref-m.4.4.3.4.11,85616,85704,ref-sifra.3.1-00.13.70,ref-sifra.3.1-00.14.14,ואחיו ואחי אביו ואחי אמו ובעל אחותו ,כאח מן האב וכשהוא אומר מכל מצות השם לרבות אשת אחיו מאמו אחותו ואחות אביו ואחות אמו ,7,12,281,269.0,768,768.0,0.6987951807228916,0.5,2,אביו אמו,1040000577,7,12
ref-m.4.4.3.4.6-ref-m.4.4.3.4.17,ref-sifra.11.4-12.8.28-ref-sifra.11.4-12.8.39,513260,513323,ref-m.4.4.3.4.6,ref-m.4.4.3.4.17,525303,525362,ref-sifra.11.4-12.8.28,ref-sifra.11.4-12.8.39,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו,12,12,2848,2848.0,769,769.0,0.0,0.0,12,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו,1040000578,12,12
ref-m.4.4.3.7.1-ref-m.4.4.3.7.46,ref-sifra.11.2-04.6.22-ref-sifra.11.2-04.7.29,514213,514450,ref-m.4.4.3.7.1,ref-m.4.4.3.7.46,493966,494204,ref-sifra.11.2-04.6.22,ref-sifra.11.2-04.7.29,גמרו את הדבר היו מכניסין אותן הגדול שבדיינים אומר איש פלוני אתה זכאי איש פלוני אתה חייב ומנין לכשיצא אחד מן הדיינים לא יאמר אני מזכה וחבירי מחייבין אבל מה אעשה שחבירי רבו עלי על זה נאמר לא תלך רכיל בעמך ואומר הולך רכיל מגלה סוד ,גמרו את הדבר הזה מכניסים אותם הגדול שבדיינים אומר איש פלוני אתה זכאי איש פלוני אתה חייב ומנין שכשיצא אחד מן הדיינים לא יאמר אני מזכה וחבירי מחייבים אבל מה אעשה ורבו עלי לכך נאמר לא תלך רכיל בעמך וכן הוא אומר הולך רכיל מגלה סוד ,44,44,2759,2759.0,771,771.0,0.1096491228070175,0.3421052631578947,35,גמרו את הדבר הגדול שבדיינים אומר איש פלוני אתה זכאי איש פלוני אתה חייב ומנין אחד מן הדיינים לא יאמר אני מזכה וחבירי אבל מה אעשה עלי לא תלך רכיל בעמך הולך רכיל מגלה סוד,1040000579,44,44
ref-m.4.4.4.1.2-ref-m.4.4.4.1.27,ref-sifra.12.14-20.9.1-ref-sifra.12.14-20.9.27,515046,515207,ref-m.4.4.4.1.2,ref-m.4.4.4.1.27,611422,611576,ref-sifra.12.14-20.9.1,ref-sifra.12.14-20.9.27,משפט אחד יהיה לכם כמשפט דיני נפשות דיני ממונות מה דיני נפשות בדרישה וחקירה אף דיני ממונות בדרישה וחקירה אי מה דיני נפשות בעשרים ושלש אף דיני ממונות,משפט אחד יהיה לכם כמשפט דיני נפשות דיני ממונות מה דיני נפשות בדרישה וחקירה אף דיני ממונות בדרישה וחקירה אי מה דיני נפשות בעשרים ושלש אף דיני ממונות,28,28,3199,3199.0,772,772.0,0.0,0.0,28,משפט אחד יהיה לכם כמשפט דיני נפשות דיני ממונות מה דיני נפשות בדרישה וחקירה אף דיני ממונות בדרישה וחקירה אי מה דיני נפשות בעשרים ושלש אף דיני ממונות,1040000580,28,28
ref-m.4.4.4.4.22-ref-m.4.4.4.4.31,ref-sifra.9.3-05.16.17-ref-sifra.9.3-05.16.33,516465,516516,ref-m.4.4.4.4.22,ref-m.4.4.4.4.31,412294,412366,ref-sifra.9.3-05.16.17,ref-sifra.9.3-05.16.33,השניה בא לו לראשונה ואחד מן השלישית בא לו לשניה ,שלש יביא ראה שתים לא יביא או אינו אלא ראה שתים יביא שלש לא יביא והלא מי ,10,15,2321,2318.0,774,774.0,0.6666666666666666,1.0,0,,1040000581,10,15
ref-m.4.4.4.5.69-ref-m.4.4.4.5.87,ref-sifra.2.4-00.7.12-ref-sifra.2.4-00.7.28,516999,517090,ref-m.4.4.4.5.69,ref-m.4.4.4.5.87,25598,25673,ref-sifra.2.4-00.7.12,ref-sifra.2.4-00.7.28,אומר דם אחיך אלא דמי אחיך דמו ודם זרעיותיו דבר אחר דמי אחיך שהיה דמו מושלך על העצים ועל ,דם דם מנין אתה אומר נתערב דם עולה בדם עולה דם עולה בדם תמורה דם עולה בדם ,19,15,48,46.0,775,775.0,0.6931818181818182,0.8571428571428572,1,דם,1040000582,19,15
ref-m.4.4.6.1.76-ref-m.4.4.6.1.94,ref-sifra.3.8-00.5.4-ref-sifra.3.8-00.5.13,520165,520262,ref-m.4.4.6.1.76,ref-m.4.4.6.1.94,124012,124065,ref-sifra.3.8-00.5.4,ref-sifra.3.8-00.5.13,איש פלוני בן פלוני יוצא ליסקל על שעבר עבירה פלונית ופלוני ופלוני עדיו כל מי שיודע לו זכות יבא ,עליכם איש פלוני ופלוני אם יודעים אתם לי עדות שתבואו ,19,10,490,481.0,776,776.0,0.6808510638297872,0.9,3,איש פלוני ופלוני,1040000583,19,10
ref-m.4.4.7.2.1-ref-m.4.4.7.2.23,ref-sifra.11.4-10.8.105-ref-sifra.11.4-10.8.127,522592,522717,ref-m.4.4.7.2.1,ref-m.4.4.7.2.23,515063,515188,ref-sifra.11.4-10.8.105,ref-sifra.11.4-10.8.127,מצות הנשרפין היו משקעין אותו בזבל עד ארכובותיו ונותנין סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד ,מצות הנחנקים היו משקעים אותו בזבל עד ארכובותיו ונותנים סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד ,23,23,2827,2827.0,777,777.0,0.0504201680672268,0.2857142857142857,20,מצות היו אותו בזבל עד ארכובותיו סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד,1040000584,23,23
ref-m.4.4.7.3.31-ref-m.4.4.7.3.55,ref-sifra.11.4-10.8.105-ref-sifra.11.4-10.8.129,523264,523402,ref-m.4.4.7.3.31,ref-m.4.4.7.3.55,515063,515201,ref-sifra.11.4-10.8.105,ref-sifra.11.4-10.8.129,מצות הנחנקין היו משקעין אותו בזבל עד ארכובותיו ונותנין סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד שנפשו יוצאה ,מצות הנחנקים היו משקעים אותו בזבל עד ארכובותיו ונותנים סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד שנפשו יוצאת ,25,25,2828,2827.0,778,778.0,0.0305343511450381,0.3043478260869565,21,מצות היו אותו בזבל עד ארכובותיו סודר קשה לתוך הרכה וכורך על צוארו זה מושך אצלו וזה מושך אצלו עד שנפשו,1040000585,25,25
ref-m.4.4.7.4.33-ref-m.4.4.7.4.42,ref-sifra.3.1-01.2.23-ref-sifra.3.1-01.2.28,523589,523654,ref-m.4.4.7.4.33,ref-m.4.4.7.4.42,86088,86128,ref-sifra.3.1-01.2.23,ref-sifra.3.1-01.2.28,והמקלל אביו ואמו והבא על נערה המאורסה והמסית והמדיח והמכשף ,המקלל אביו ואמו המסית והמדיח והמכשף ,10,6,283,283.0,779,779.0,0.3898305084745763,0.3333333333333333,4,אביו ואמו והמדיח והמכשף,1040000586,10,6
ref-m.4.4.7.4.33-ref-m.4.4.7.4.42,ref-sifra.3.1-01.2.55-ref-sifra.3.1-01.2.60,523589,523654,ref-m.4.4.7.4.33,ref-m.4.4.7.4.42,86257,86297,ref-sifra.3.1-01.2.55,ref-sifra.3.1-01.2.60,והמקלל אביו ואמו והבא על נערה המאורסה והמסית והמדיח והמכשף ,המקלל אביו ואמו המסית והמדיח והמכשף ,10,6,284,284.0,780,779.0,0.3898305084745763,0.3333333333333333,4,אביו ואמו והמדיח והמכשף,1040000587,10,6
ref-m.4.4.7.4.118-ref-m.4.4.7.4.138,ref-sifra.11.4-11.5.5-ref-sifra.11.4-11.5.24,524017,524119,ref-m.4.4.7.4.118,ref-m.4.4.7.4.138,519426,519521,ref-sifra.11.4-11.5.5,ref-sifra.11.4-11.5.24,והאשה המביאה את הבהמה אם אדם חטא בהמה מה חטאת אלא לפי שבאת לאדם תקלה על ידה לפיכך אמר הכתוב תסקל ,האשה ואת הבהמה אם אדם חטא בהמה מה חטאה אלא לפי שבא לאדם תקלה על ידיה לפיכך אמר הכתוב תסקל ,21,20,2838,2838.0,781,781.0,0.1134020618556701,0.2105263157894736,15,הבהמה אם אדם חטא בהמה מה אלא לפי לאדם תקלה על לפיכך אמר הכתוב תסקל,1040000588,21,20
ref-m.4.4.7.4.130-ref-m.4.4.7.4.137,ref-sifra.11.4-11.6.32-ref-sifra.11.4-11.6.38,524074,524114,ref-m.4.4.7.4.130,ref-m.4.4.7.4.137,519875,519911,ref-sifra.11.4-11.6.32,ref-sifra.11.4-11.6.38,שבאת לאדם תקלה על ידה לפיכך אמר הכתוב ,שבאה לאדם תקלה על ידיהם אמר הכתוב ,8,7,2839,2839.0,782,781.0,0.1842105263157894,0.4444444444444444,5,לאדם תקלה על אמר הכתוב,1040000589,8,7
ref-m.4.4.7.5.10-ref-m.4.4.7.5.58,ref-sifra.12.14-00.3.4-ref-sifra.12.14-00.3.54,524235,524506,ref-m.4.4.7.5.10,ref-m.4.4.7.5.58,607604,607882,ref-sifra.12.14-00.3.4,ref-sifra.12.14-00.3.54,בן קרחה בכל יום דנין את העדים בכינוי יכה יוסי את יוסי נגמר הדין לא הורגים בכינוי אלא מוציאים כל אדם לחוץ ושואלים את הגדול שבהן ואומרים לו אמור מה ששמעת בפירוש והוא אומר והדיינים עומדין על רגליהן וקורעין ולא מאחין והשני אומר אף אני כמוהו והשלישי אומר אף ,בן קרחה בכל יום דנים את העדים בכינוי יכה יוסי את יוסי נגמר הדין לא היו הורגים בכינוי אלא מוציאין את כל אדם לחוץ ושואלים את הגדול שבהם ואומרים לו אמור מה ששמעת בפירוש והוא אומר והדיינים עומדים על רגליהם וקורעים ולא מאחים והשני אומר אף אני כמוהו והשלישי אומר אף ,49,51,3190,3190.0,783,783.0,0.0538461538461538,0.3333333333333333,42,בן קרחה בכל יום את העדים בכינוי יכה יוסי את יוסי נגמר הדין לא הורגים בכינוי אלא כל אדם לחוץ ושואלים את הגדול ואומרים לו אמור מה ששמעת בפירוש והוא אומר והדיינים על ולא והשני אומר אף אני כמוהו והשלישי אומר אף,1040000590,49,51
ref-m.4.4.7.7.1-ref-m.4.4.7.7.27,ref-sifra.11.4-00.3.25-ref-sifra.11.4-00.3.55,524836,524992,ref-m.4.4.7.7.1,ref-m.4.4.7.7.27,508736,508898,ref-sifra.11.4-00.3.25,ref-sifra.11.4-00.3.55,העביר ולא מסר יהא חייב תלמוד לומר אשר יתן מזרעו יכול אפילו מסר ולא העביר יהא חייב תלמוד לומר ומזרעך לא תתן להעביר למלך יכול אפילו מסר להעביר למולך שלא באש,העביר ולא מסר יהא חייב תלמוד לומר אשר יתן מזרעו יכול אפילו מסר ולא העביר יהא חייב תלמוד לומר ומזרעך לא תתן להעביר למלך יכול אפילו מסר להעביר למולך שלא באש,25,25,2808,2808.0,784,784.0,0.0,0.0,25,העביר ולא מסר יהא_חייב_תלמוד_לומר אשר יתן מזרעו יכול אפילו מסר ולא העביר יהא_חייב_תלמוד_לומר ומזרעך לא תתן להעביר למלך יכול אפילו מסר להעביר למולך שלא באש,1040000591,25,25
ref-m.4.4.7.7.15-ref-m.4.4.7.7.24,ref-sifra.11.4-00.3.92-ref-sifra.11.4-00.3.99,524920,524972,ref-m.4.4.7.7.15,ref-m.4.4.7.7.24,509093,509140,ref-sifra.11.4-00.3.92,ref-sifra.11.4-00.3.99,באש העביר באש ולא מסר למולך אינו חייב עד שימסור ,באש נמצאת אתה אומר שימסור ויעביר באש למולך ,8,6,2814,2814.0,786,784.0,0.6875,0.5,3,באש באש למולך,1040000592,8,6
ref-m.4.4.7.7.30-ref-m.4.4.7.8.4,ref-sifra.11.3-07.10.6-ref-sifra.11.3-07.10.22,525001,525107,ref-m.4.4.7.7.30,ref-m.4.4.7.8.4,504788,504896,ref-sifra.11.3-07.10.6,ref-sifra.11.3-07.10.22,זה פיתום המדבר משחיו וידעוני ידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה המדבר,הידעונים אוב זה פיתום המדבר משחיו וידעוני ידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה המדבר,15,17,2797,2797.0,788,788.0,0.1326530612244898,0.1428571428571429,15,זה פיתום המדבר משחיו וידעוני ידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה המדבר,1040000593,15,17
ref-m.4.4.7.7.37-ref-m.4.4.7.7.43,ref-sifra.11.3-07.10.23-ref-sifra.11.3-07.10.29,525044,525085,ref-m.4.4.7.7.37,ref-m.4.4.7.7.43,504897,504938,ref-sifra.11.3-07.10.23,ref-sifra.11.3-07.10.29,בפיו הרי אלו בסקילה והנשאל בהם באזהרה ,בפיו הרי אלו בסקילה והנשאל בהם באזהרה ,7,7,2799,2799.0,790,787.0,0.0,0.0,7,בפיו הרי אלו בסקילה והנשאל בהם באזהרה,1040000594,7,7
ref-m.4.4.7.7.30-ref-m.4.4.7.7.43,ref-sifra.11.4-12.24.25-ref-sifra.11.4-12.24.37,525001,525085,ref-m.4.4.7.7.30,ref-m.4.4.7.7.43,528997,529077,ref-sifra.11.4-12.24.25,ref-sifra.11.4-12.24.37,זה פיתום המדבר משיחיו וידעוני זה המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה ,זה פיתום המדבר משחיו וידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה ,14,13,2865,2865.0,787,787.0,0.0519480519480519,0.0,12,זה פיתום המדבר וידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה,1040000595,14,13
ref-m.4.4.7.8.12-ref-m.4.4.7.8.19,ref-sifra.11.4-10.6.36-ref-sifra.11.4-10.6.44,525146,525188,ref-m.4.4.7.8.12,ref-m.4.4.7.8.19,513267,513313,ref-sifra.11.4-10.6.36,ref-sifra.11.4-10.6.44,המקלל אביו ואמו אינו חייב עד שיקללם בשם ,המקלל אביו ואמו שלא יהא חייב עד שיקללם בשם ,6,7,2823,2823.0,791,791.0,0.1395348837209302,0.375,5,המקלל אביו ואמו שיקללם בשם,1040000596,6,7
ref-m.4.4.7.8.12-ref-m.4.4.7.8.19,ref-sifra.12.14-19.7.41-ref-sifra.12.14-19.7.49,525146,525188,ref-m.4.4.7.8.12,ref-m.4.4.7.8.19,609710,609759,ref-sifra.12.14-19.7.41,ref-sifra.12.14-19.7.49,המקלל אביו ואמו אינו חייב עד שיקללם בשם ,המקלל אביו ואמו שלא יהיו חייבים עד שיקללם בשם ,6,7,3191,3191.0,792,791.0,0.1739130434782608,0.375,5,המקלל אביו ואמו שיקללם בשם,1040000597,6,7
ref-m.4.4.8.2.75-ref-m.4.4.8.2.83,ref-sifra.11.4-12.7.21-ref-sifra.11.4-12.7.30,526848,526889,ref-m.4.4.8.2.75,ref-m.4.4.8.2.83,525016,525057,ref-sifra.11.4-12.7.21,ref-sifra.11.4-12.7.30,ואף על פי שאין ראיה לדבר זכר לדבר שנאמר ,ואף על פי שאין ראיה לדבר זכר לדבר כה אמר ,6,7,2846,2846.0,793,793.0,0.073170731707317,0.3333333333333333,5,ואף_על_פי_שאין ראיה לדבר זכר לדבר,1040000598,6,7
ref-m.4.4.8.7.6-ref-m.4.4.8.7.14,ref-sifra.11.2-04.8.45-ref-sifra.11.2-04.8.53,528252,528307,ref-m.4.4.8.7.6,ref-m.4.4.8.7.14,494435,494491,ref-sifra.11.2-04.8.45,ref-sifra.11.2-04.8.53,הרודף אחר חבירו להרגו אחר הזכור ואחר הנערה המאורסה ,לרודף אחר חבירו להורגו ואחר הזכור ואחר נערה המאורסה ,9,9,2760,2760.0,794,794.0,0.0769230769230769,0.25,5,אחר חבירו הזכור ואחר המאורסה,1040000599,9,9
ref-m.4.4.9.1.14-ref-m.4.4.9.1.30,ref-sifra.3.1-00.9.20-ref-sifra.3.1-00.10.24,528450,528532,ref-m.4.4.9.1.14,ref-m.4.4.9.1.30,84702,84855,ref-sifra.3.1-00.9.20,ref-sifra.3.1-00.10.24,ובתה בתו ובת בתו ובת בנו ובת אשתו ובת בתה ובת בנה חמותו ואם חמותו ואם חמיו ,בתו ובת בתו ובת בנו וכשהוא אומר מכל מצות השם לרבות בת אשתו ובת בתה ובת בנה שמשנאסרו לא הותרו כעבודת כוכבים ומוסף עליהם חמותו ואם חמותו ואם חמיו ,17,24,268,265.0,795,795.0,0.5416666666666666,0.5,15,בתו ובת בתו ובת בנו אשתו ובת בתה ובת בנה חמותו ואם חמותו ואם חמיו,1040000600,17,24
ref-m.4.4.9.1.69-ref-m.4.4.9.1.76,ref-sifra.12.14-20.6.12-ref-sifra.12.14-20.6.19,528738,528771,ref-m.4.4.9.1.69,ref-m.4.4.9.1.76,610637,610670,ref-sifra.12.14-20.6.12,ref-sifra.12.14-20.6.19,שיסה בו את הכלב שיסה בו את הנחש ,שיסה בו את הכלב שיסה בו את הנחש ,8,8,3193,3193.0,796,796.0,0.0,0.0,8,שיסה בו את הכלב שיסה בו את הנחש,1040000601,8,8
ref-m.4.4.10.3.55-ref-m.4.4.10.3.60,ref-sifra.14.2-00.2.76-ref-sifra.14.2-00.2.81,531573,531606,ref-m.4.4.10.3.55,ref-m.4.4.10.3.60,653557,653589,ref-sifra.14.2-00.2.76,ref-sifra.14.2-00.2.81,ואנשי סדום רעים וחטאים ליי מאד ,ואנשי סדום רעים וחטאים לה' מאד ,6,6,3316,3316.0,797,797.0,0.064516129032258,0.1666666666666666,5,ואנשי סדום רעים וחטאים מאד,1040000602,6,6
ref-m.4.4.11.1.4-ref-m.4.4.11.1.11,ref-sifra.3.1-01.3.10-ref-sifra.3.1-01.3.17,533860,533906,ref-m.4.4.11.1.4,ref-m.4.4.11.1.11,86403,86449,ref-sifra.3.1-01.3.10,ref-sifra.3.1-01.3.17,המכה אביו ואמו וגונב נפש מישראל וזקן ממרא ,המכה אביו ואמו וגונב נפש מישראל וזקן ממרא ,8,8,285,285.0,798,798.0,0.0,0.0,8,המכה אביו ואמו וגונב נפש מישראל וזקן ממרא,1040000603,8,8
ref-m.4.4.11.1.36-ref-m.4.4.11.1.47,ref-sifra.12.14-20.8.47-ref-sifra.12.14-20.8.66,534030,534098,ref-m.4.4.11.1.36,ref-m.4.4.11.1.47,611272,611369,ref-sifra.12.14-20.8.47,ref-sifra.12.14-20.8.66,שיעשה בה חבורה אף מכה אדם עד שיעשה בו חבורה יכול אפילו הכהו לאחר מיתה יהא חייב תלמוד לומר ומכה,שיעשה בה חבורה אף מכה אדם עד שיעשה בו חבורה יכול אפילו הכהו לאחר מיתה יהא חייב תלמוד לומר ומכה,17,17,3197,3197.0,799,799.0,0.0,0.0,17,שיעשה בה חבורה אף מכה אדם עד שיעשה בו חבורה יכול אפילו הכהו לאחר מיתה יהא_חייב_תלמוד_לומר ומכה,1040000604,17,17
ref-m.4.5.1.7.10-ref-m.4.5.1.7.20,ref-sifra.3.12-00.11.13-ref-sifra.3.12-00.11.24,537842,537903,ref-m.4.5.1.7.10,ref-m.4.5.1.7.20,150400,150463,ref-sifra.3.12-00.11.13,ref-sifra.3.12-00.11.24,אם מתקיימת העדות בשנים למה פרט הכתוב בשלשה אלא להקיש שלשה ,אם נתקיימה עדות בשנים למה פרט לך הכתוב שלשה אלא להביא השלישי ,11,12,667,667.0,801,801.0,0.1967213114754098,0.4166666666666666,6,אם בשנים למה פרט הכתוב שלשה,1040000605,11,12
ref-m.4.5.1.7.67-ref-m.4.5.1.7.95,ref-sifra.3.12-00.11.21-ref-sifra.3.12-00.11.49,538146,538309,ref-m.4.5.1.7.67,ref-m.4.5.1.7.95,150441,150598,ref-sifra.3.12-00.11.21,ref-sifra.3.12-00.11.49,שלשה אלא להביא השלישי להחמיר עליו לעשות דינו כיוצא באלו אם כך ענש הכתוב את הנטפל לעוברי עבירה על אחת כמה וכמה שישלם שכר הנטפל לעושי מצוה כעושי מצוה,שלשה אלא להביא השלישי להחמיר עליו לעשות דינו כיוצא באלו אם כך ענש הכתוב את הנטפל לעוברי עבירה על אחת כמה וכמה שישלם שכר הנטפל לעושי מצוה כעושי מצוה,26,26,668,668.0,802,802.0,0.0,0.0,26,שלשה אלא להביא השלישי להחמיר עליו לעשות דינו כיוצא באלו אם כך ענש הכתוב את הנטפל לעוברי עבירה על_אחת_כמה_וכמה שישלם שכר הנטפל לעושי מצוה כעושי מצוה,1040000606,26,26
ref-m.4.5.2.6.45-ref-m.4.5.2.6.53,ref-sifra.4.3-05.1.1-ref-sifra.4.3-05.1.14,541393,541453,ref-m.4.5.2.6.45,ref-m.4.5.2.6.53,176780,176856,ref-sifra.4.3-05.1.1,ref-sifra.4.3-05.1.14,משוח בשמן המשחה ואחד המרובה בבגדים ואחד שעבר ממשיחתו ,משיח' אין לי אלא משוח בשמן המשחה מרובה בגדים מנין תלמוד לומר והכהן המשיח ,9,10,816,815.0,805,804.0,0.6301369863013698,0.7857142857142857,3,משוח בשמן המשחה,1040000607,9,10
ref-m.4.5.2.6.45-ref-m.4.5.2.6.50,ref-sifra.10.5-08.4.33-ref-sifra.10.5-08.4.37,541393,541432,ref-m.4.5.2.6.45,ref-m.4.5.2.6.50,453681,453710,ref-sifra.10.5-08.4.33,ref-sifra.10.5-08.4.37,משוח בשמן המשחה ואחד המרובה בבגדים ,משוח בשמן המשחה מרובה בגדים ,6,5,2572,2570.0,804,804.0,0.2,0.625,3,משוח בשמן המשחה,1040000608,6,5
ref-m.4.5.3.1.11-ref-m.4.5.3.1.22,ref-sifra.3.1-00.13.51-ref-sifra.3.1-00.14.12,542700,542755,ref-m.4.5.3.1.11,ref-m.4.5.3.1.22,85542,85693,ref-sifra.3.1-00.13.51,ref-sifra.3.1-00.14.12,אשת אחיו עשה בה אח מן האם כאח מן האב ואשת אחי אביו לא עשה בה אח מן האם כאח מן האב וכשהוא אומר מכל מצות השם לרבות אשת אחיו מאמו אחותו ואחות אביו,אשת אחיו עשה בה אח מן האם כאח מן האב ואשת אחי אביו לא עשה בה אח מן האם כאח מן האב וכשהוא אומר מכל מצות השם לרבות אשת אחיו מאמו אחותו ואחות אביו,13,13,274,274.0,810,810.0,0.0,0.0,27,אשת אחיו עשה בה אח מן האם כאח מן האב ואשת_אחי_אביו לא עשה בה אח מן האם כאח מן האב וכשהוא_אומר_מכל_מצות_השם_לרבות אשת אחיו מאמו אחותו ואחות אביו,1040000609,27,27
ref-m.4.5.3.1.4-ref-m.4.5.3.1.14,ref-sifra.3.1-01.8.22-ref-sifra.3.1-01.8.39,542666,542718,ref-m.4.5.3.1.4,ref-m.4.5.3.1.14,89669,89750,ref-sifra.3.1-01.8.22,ref-sifra.3.1-01.8.39,הבא על אחותו ועל אחות אביו ועל אחות אמו בהעלם אחד מהו חייב אחת על כולם או אחת,הבא על אחותו ועל אחות אביו ועל אחות אמו בהעלם אחד מהו חייב אחת על כולם או אחת,12,12,300,300.0,806,806.0,0.0,0.0,18,הבא על אחותו ועל אחות אביו ועל אחות אמו בהעלם אחד מהו חייב אחת על כולם או אחת,1040000610,18,18
ref-m.4.5.3.1.8-ref-m.4.5.3.1.24,ref-sifra.11.4-12.8.28-ref-sifra.11.4-12.8.62,542685,542766,ref-m.4.5.3.1.8,ref-m.4.5.3.1.24,525303,525456,ref-sifra.11.4-12.8.28,ref-sifra.11.4-12.8.62,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו בין מן האב בין מן האם אף אשת אחיו בין מן האב בין מן האם תלמוד לומר נדה היא לא אמרתי אלא באשת,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו בין מן האב בין מן האם אף אשת אחיו בין מן האב בין מן האם תלמוד לומר נדה היא לא אמרתי אלא באשת,23,23,2850,2850.0,808,808.0,0.0,0.0,23,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו בין_מן_האב_בין_מן_האם אף אשת אחיו בין_מן_האב_בין_מן_האם תלמוד לומר נדה היא לא_אמרתי_אלא באשת,1040000611,23,23
ref-m.4.5.3.4.19-ref-m.4.5.3.4.25,ref-sifra.2.3-04.8.43-ref-sifra.2.3-04.8.49,543712,543740,ref-m.4.5.3.4.19,ref-m.4.5.3.4.25,23008,23036,ref-sifra.2.3-04.8.43,ref-sifra.2.3-04.8.49,מצות לא תעשה שיש בה קום עשה ,מצות לא תעשה שיש בה קום עשה ,7,7,39,39.0,812,812.0,0.0,0.0,7,מצות לא תעשה שיש בה קום עשה,1040000612,7,7
ref-m.4.5.3.5.11-ref-m.4.5.3.5.25,ref-sifra.3.1-01.5.43-ref-sifra.3.1-01.5.55,543819,543885,ref-m.4.5.3.5.11,ref-m.4.5.3.5.25,87148,87204,ref-sifra.3.1-01.5.43,ref-sifra.3.1-01.5.55,שרט שריטה אחת על שני נסרין או שני שריטות על נסר אחד חייב,שרט שריטה אחת על שני נסרין או שני שריטות על נסר אחד חייב,13,13,288,288.0,813,813.0,0.0,0.0,13,שרט שריטה אחת על שני נסרין או שני שריטות על נסר אחד חייב,1040000613,13,13
ref-m.4.5.3.5.11-ref-m.4.5.3.5.25,ref-sifra.11.3-06.7.20-ref-sifra.11.3-06.8.4,543819,543885,ref-m.4.5.3.5.11,ref-m.4.5.3.5.25,502561,502605,ref-sifra.11.3-06.7.20,ref-sifra.11.3-06.8.4,שריטה אחת על המת חייב שרט שריטה אחת על חמשה מתים או חמש שריטות על ,שריטה אלא שהוא על המת מנין לחמש שריטות על ,15,9,2789,2789.0,814,813.0,0.4696969696969697,0.5454545454545454,5,שריטה על המת שריטות על,1040000614,15,9
ref-m.4.5.3.5.34-ref-m.4.5.3.5.72,ref-sifra.11.3-06.5.9-ref-sifra.11.3-06.6.11,543916,544124,ref-m.4.5.3.5.34,ref-m.4.5.3.5.72,502268,502460,ref-sifra.11.3-06.5.9,ref-sifra.11.3-06.6.11,הראש שתים אחת מכאן ואחת מכאן ועל הזקן שתים מכאן ושתים מכאן ואחת מלמטה רבי אליעזר אומר אם נטלו כולו כאחת אינו חייב אלא אחת ואינו חייב עד שיטלנו בתער ר' אליעזר אומר אפילו לקטו במלקט או ברהיטני חייב ,הראש שתים אחד מיכן ואחד מיכן ועל הזקן שתים מיכן ושתים מיכן ואחת מלמטן ר' אלעזר אומר אם נטלן כולם כאחת אינו חייב אלא אחת עד שיטלנו בתער ר' אליעזר אומר אפילו לקטו במלקט וברהיטני חייב ,31,29,2788,2788.0,816,816.0,0.1632653061224489,0.5666666666666667,15,הראש שתים ועל הזקן שתים ושתים ואחת כאחת אינו_חייב_אלא_אחת שיטלנו בתער אפילו לקטו במלקט חייב,1040000615,31,29
