,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifra,dam-lev,jac,id
522,675,ref-y.2.1.1.1.2.28-ref-y.2.1.1.1.2.50,ref-sifra.3.5-00.4.13-ref-sifra.3.5-00.4.27,886324,886451,133011,133031,ref-y.2.1.1.1.2.28,ref-y.2.1.1.1.2.50,108481,108557,15701,15715,ref-sifra.3.5-00.4.13,ref-sifra.3.5-00.4.27,בהעלם אחד חייב בשני העלימות פטור רבי יוסי אומר בעלם אחד ברשות אחד חייב בעלם אחד בשתי רשויות או בשני העלימות,בשני העלמות או משני שמות בהעלם אחד חייב שני חטאות חלב ודם בין בהעלם אחד,21,15,701.0,675.0,0.6261682242990654,0.7142857142857143,4060000523
523,677,ref-y.2.1.1.1.2.28-ref-y.2.1.1.1.2.50,ref-sifra.3.05-00.5.5-ref-sifra.3.05-00.5.19,886324,886451,133011,133031,ref-y.2.1.1.1.2.28,ref-y.2.1.1.1.2.50,108613,108694,15725,15739,ref-sifra.3.5-00.5.5,ref-sifra.3.5-00.5.19,בהעלם אחד חייב בשני העלימות פטור רבי יוסי אומר בעלם אחד ברשות אחד חייב בעלם אחד בשתי רשויות או בשני העלימות ברשות אחד ,בשני העלמות או משני שמות בהעלם אחד חייב שני חטאות סקילה ושריפה בין בהעלם אחד ,20,14,701.0,677.0,0.5847457627118644,0.7142857142857143,4060000524
524,678,ref-y.2.3.9.3.2.64-ref-y.2.3.9.3.2.79,ref-sifra.3.05-00.5.10-ref-sifra.3.05-00.5.24,1368038,1368112,203119,203132,ref-y.2.3.9.3.2.64,ref-y.2.3.9.3.2.79,108640,108720,15730,15744,ref-sifra.3.5-00.5.10,ref-sifra.3.5-00.5.24,על השיני ענוש כרת חטאו ישא בין על הראשון בין על השני מאן דאמר על השיני ,בהעלם אחד חייב שני חטאות סקילה ושריפה בין בהעלם אחד בין בשני העלמות חייב שתי ,13,14,1111.0,677.0,0.6753246753246753,0.8666666666666667,4060000525
525,679,ref-y.3.1.15.9.2.18-ref-y.3.1.15.9.2.35,ref-sifra.3.05-07.6.17-ref-sifra.3.05-07.6.34,2233507,2233591,333784,333801,ref-y.3.1.15.9.2.18,ref-y.3.1.15.9.2.35,110889,110989,16050,16066,ref-sifra.3.5-07.6.17,ref-sifra.3.5-07.6.34,אחד מכם מנה ואיני יודע איזה מכם הוא אביו של אחד מכם הפקיד אצלי מנה ואיני יודע איזה ,מהן ואין ידוע באיזה מהן שגג שבת ויום הכפורים ועשה מלאכה בין השמשות באחד מהן ואין ידוע באיזה ,17,16,2612.0,679.0,0.6195652173913043,0.75,4060000526
526,680,ref-y.3.4.8.1.1.15-ref-y.3.4.8.1.1.31,ref-sifra.3.05-07.6.19-ref-sifra.3.05-07.6.34,2802961,2803047,419990,420004,ref-y.3.4.8.1.1.15,ref-y.3.4.8.1.1.31,110899,110989,16052,16066,ref-sifra.3.5-07.6.19,ref-sifra.3.5-07.6.34,אחד מכם שניטמא ואיני יודע איזה מכם אלא אפילו אמר להם ראיתי אחד מכם שנזר ואיני יודע ,ידוע באיזה מהן שגג שבת ויום הכפורים ועשה מלאכה בין השמשות באחד מהן ואין ידוע באיזה ,14,14,3174.0,679.0,0.7951807228915663,0.7222222222222222,4060000527
527,681,ref-y.2.1.10.4.1.5-ref-y.2.1.10.4.1.33,ref-sifra.3.05-07.9.5-ref-sifra.3.05-07.9.31,1039531,1039675,155407,155421,ref-y.2.1.10.4.1.5,ref-y.2.1.10.4.1.33,111618,111748,16174,16193,ref-sifra.3.5-07.9.5,ref-sifra.3.5-07.9.31,השזורי ורבי שמעון אומר לא נחלקו על דבר שהוא משם אחד שהוא חייב על מה נחלקו על דבר שהוא משם שני שמות שרבי אליעזר מחייב חטאת ורבי יהושע פוטר ,שזורי אומרים לא נחלקו על דבר שהוא משם אחד שהוא חייב על מה נחלקו על דבר שהוא משום שני שמות שר' אליעזר מחייב חטאת ור' יהושע פוטר ,14,19,818.0,681.0,0.13768115942028986,0.26315789473684215,4060000528
528,682,ref-y.3.4.4.4.7.15-ref-y.3.4.4.4.7.77,ref-sifra.3.6-00.2.1-ref-sifra.3.6-00.4.7,2752633,2752986,412454,412514,ref-y.3.4.4.4.7.15,ref-y.3.4.4.4.7.77,112199,112796,16265,16361,ref-sifra.3.6-00.2.1,ref-sifra.3.6-00.4.7,יכול לא יצא בקרבן אביו בבהמה שהפריש מן הקלה לחמורה ומן החמורה לקלה מן הקלה לקלה ומן החמורה לחמורה שכן אינו מגלח על בהמת אביו אבל יצא בקרכן אביו במעות שהפריש מן הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה לחמורה שבן הוא הוא מגלה על מעות נזירו' בזמן שהן סתומין לא בזמן שהן מפורשין תלמוד לומר קרבנו בקרבנו,יכול לא יצא בקרבן אביו שהפריש מן הקלה לחמורה ומן החמורה לקלה אבל יוצא בקרבן אביו שהפריש מן הקלה לקלה ומן לחמורה תלמוד לומר קרבנו בקרבנו הוא יוצא בקרבן אביו יכול לא יצא בקרבן אביו בבהמה שהפריש מן הקלה לחמורה ומן החמורה לקלה ומן החמורה לחמורה ומן הקלה לקלהשכן אינו מגלח על בהמת אביו אבל יוצא בקרבן אביו במעות שהפריש מן הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה לחמורהשכן הוא מגלח על מעות אביו בזמן שהם סתומים ולא בזמן שהם מפורשים תלמוד לומר קרבנו בקרבנו הוא ואינו יוצא בקרבן אביו יכול לא יצא בקרבן,61,97,3085.0,682.0,0.44466403162055335,0.32258064516129037,4060000529
529,685,ref-y.1.2.1.1.30.66-ref-y.1.2.1.1.30.73,ref-sifra.3.6-00.2.8-ref-sifra.3.6-00.3.41,212660,212711,33398,33405,ref-y.1.2.1.1.30.66,ref-y.1.2.1.1.30.73,112234,112630,16271,16334,ref-sifra.3.6-00.2.8,ref-sifra.3.6-00.3.41,קלה שבקלות למצוה חמורה שבחמורות מצוה קלה שבקלות,הקלה לחמורה ומן החמורה לקלה אבל יוצא בקרבן אביו שהפריש מן הקלה לקלה ומן החמורה לחמורה הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה,8,64,130.0,682.0,0.7463768115942029,0.75,4060000530
530,686,ref-y.3.7.1.7.13.65-ref-y.3.7.1.7.13.72,ref-sifra.3.6-00.2.8-ref-sifra.3.6-00.3.41,2875968,2876013,431144,431151,ref-y.3.7.1.7.13.65,ref-y.3.7.1.7.13.72,112234,112630,16271,16334,ref-sifra.3.6-00.2.8,ref-sifra.3.6-00.3.41,קלה שבקלות למצוה חמורה מן החמורו' מצוה קלה,הקלה לחמורה ומן החמורה לקלה אבל יוצא בקרבן אביו שהפריש מן הקלה לקלה ומן החמורה לחמורה הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה,8,64,3288.0,682.0,0.7536231884057971,0.6666666666666667,4060000531
531,692,ref-y.1.9.4.2.8.2-ref-y.1.9.4.2.8.19,ref-sifra.3.6-00.3.9-ref-sifra.3.6-00.3.41,799251,799340,120246,120263,ref-y.1.9.4.2.8.2,ref-y.1.9.4.2.8.19,112432,112630,16302,16334,ref-sifra.3.6-00.3.9,ref-sifra.3.6-00.3.41,חומרו קולו אית תמי תני קולו חומרו מד חימרו קולור' עקנ' שתי נשים פרק רביעי קולו קולו חומרו,הקלה לחמורה ומן החמורה לקלה ומן החמורה לחמורה ומן הקלה הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה,18,33,571.0,682.0,0.719626168224299,0.8461538461538461,4060000532
532,693,ref-y.3.6.1.1.5.91-ref-y.3.6.1.1.5.99,ref-sifra.3.06-00.3.9-ref-sifra.3.06-00.3.20,2612861,2612914,391439,391447,ref-y.3.6.1.1.5.91,ref-y.3.6.1.1.5.99,112432,112510,16302,16313,ref-sifra.3.6-00.3.9,ref-sifra.3.6-00.3.20,מאי כדון מחמירין בקל מפני החמור ואין מקילין בחמור ,הקלה לחמורה ומן החמורה לקלה ומן החמורה לחמורה ומן הקלה לקלהשכן אינו ,8,11,3041.0,682.0,0.6470588235294118,0.7142857142857143,4060000533
533,700,ref-y.3.4.4.4.7.15-ref-y.3.4.4.4.7.53,ref-sifra.3.6-00.5.1-ref-sifra.3.6-00.5.14,2752633,2752851,412454,412491,ref-y.3.4.4.4.7.15,ref-y.3.4.4.4.7.53,112855,112934,16371,16383,ref-sifra.3.6-00.5.1,ref-sifra.3.6-00.5.14,יכול לא יצא בקרבן אביו בבהמה שהפריש מן הקלה לחמורה ומן החמורה לקלה מן שהפריש מן הקלה לחמורה ומן החמורה לקלה ומן,יכול לא יצא בקרבן עצמו בבהמה שהפריש מן הקלה לחמורה ומן החמורה לקלה,38,13,3085.0,700.0,0.43243243243243246,0.18181818181818177,4060000534
534,702,ref-y.3.6.1.1.5.91-ref-y.3.6.1.1.5.99,ref-sifra.3.06-00.5.9-ref-sifra.3.06-00.5.20,2612861,2612914,391439,391447,ref-y.3.6.1.1.5.91,ref-y.3.6.1.1.5.99,112897,112973,16378,16389,ref-sifra.3.6-00.5.9,ref-sifra.3.6-00.5.20,מאי כדון מחמירין בקל מפני החמור ואין מקילין בחמור ,הקלה לחמורה ומן החמורה לקלה ומן החמורה לחמורה ומן הקלה לקלהשכן אם ,8,11,3041.0,700.0,0.6666666666666666,0.7142857142857143,4060000535
535,703,ref-y.3.4.4.4.7.21-ref-y.3.4.4.4.7.58,ref-sifra.3.6-00.5.34-ref-sifra.3.6-00.5.49,2752664,2752884,412459,412496,ref-y.3.4.4.4.7.21,ref-y.3.4.4.4.7.58,113042,113138,16402,16417,ref-sifra.3.6-00.5.34,ref-sifra.3.6-00.5.49,שהפריש מן הקלה לחמורה ומן החמורה לקלה מן הקלה לקלה ומן החמורה לחמורה אבל יצא בקרכן אביו במעות שהפריש מן הקלה לחמורה ומן החמורה לקלה ומן הקלה לקלה ומן החמורה לחמורה,אבל יוצא במעות שהפריש לעצמו מן הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ומן הקלה,38,16,3085.0,703.0,0.6196319018404908,0.2727272727272727,4060000536
536,707,ref-y.1.3.1.3.18.17-ref-y.1.3.1.3.18.32,ref-sifra.3.06-00.5.39-ref-sifra.3.06-00.5.48,304281,304372,47447,47462,ref-y.1.3.1.3.18.17,ref-y.1.3.1.3.18.32,113073,113132,16407,16416,ref-sifra.3.6-00.5.39,ref-sifra.3.6-00.5.48,מן החמרת בצור ומן המגורת בצידן חייב הא מן המגורת בצור ומן החמרת בצידן פטור מחמור ,מן הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ומן ,15,9,181.0,703.0,0.6172839506172839,0.7,4060000537
537,708,ref-y.3.7.1.7.13.65-ref-y.3.7.1.7.13.72,ref-sifra.3.06-00.5.40-ref-sifra.3.06-00.5.47,2875968,2876013,431144,431151,ref-y.3.7.1.7.13.65,ref-y.3.7.1.7.13.72,113076,113127,16408,16415,ref-sifra.3.6-00.5.40,ref-sifra.3.6-00.5.47,קלה שבקלות למצוה חמורה מן החמורו' מצוה קלה ,הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ,7,7,3288.0,703.0,0.45454545454545453,0.75,4060000538
538,709,ref-y.1.2.1.1.30.66-ref-y.1.2.1.1.30.73,ref-sifra.3.06-00.5.40-ref-sifra.3.06-00.5.49,212660,212711,33398,33405,ref-y.1.2.1.1.30.66,ref-y.1.2.1.1.30.73,113076,113138,16408,16417,ref-sifra.3.6-00.5.40,ref-sifra.3.6-00.5.49,קלה שבקלות למצוה חמורה שבחמורות מצוה קלה שבקלות ,הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ומן הקלה ,7,9,130.0,703.0,0.5094339622641509,0.7142857142857143,4060000539
539,710,ref-y.2.3.7.7.3.36-ref-y.2.3.7.7.3.47,ref-sifra.3.06-00.5.40-ref-sifra.3.06-00.5.51,1336746,1336807,198407,198417,ref-y.2.3.7.7.3.36,ref-y.2.3.7.7.3.47,113076,113152,16408,16419,ref-sifra.3.6-00.5.40,ref-sifra.3.6-00.5.51,קל שאת מיקיל ביחיד את מחמיר בציבור קל שאת מיקיל ביחיד שאם ,הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ומן הקלה לחמורהשכן אם ,10,11,1053.0,703.0,0.7121212121212122,0.8,4060000540
540,711,ref-y.3.4.9.2.5.34-ref-y.3.4.9.2.5.45,ref-sifra.3.06-00.5.40-ref-sifra.3.06-00.5.51,2813681,2813742,421682,421692,ref-y.3.4.9.2.5.34,ref-y.3.4.9.2.5.45,113076,113152,16408,16419,ref-sifra.3.6-00.5.40,ref-sifra.3.6-00.5.51,קל שאתה מיקל ביחיד את מחמיר בציבור קל שאת מיקל ביחיד שאם ,הקלה לקלה ומן החמורה לחמורה ומן החמורה לקלה ומן הקלה לחמורהשכן אם ,10,11,3210.0,703.0,0.6666666666666666,0.8,4060000541
541,712,ref-y.2.3.5.2.9.51-ref-y.2.3.5.2.9.63,ref-sifra.3.6-00.7.9-ref-sifra.3.6-00.7.24,1296831,1296887,192395,192405,ref-y.2.3.5.2.9.51,ref-y.2.3.5.2.9.63,113645,113724,16478,16491,ref-sifra.3.6-00.7.9,ref-sifra.3.6-00.7.24,"אשם א""ר בון בר נהנא מן הצאן דבר הבא מכל הצאן",מן הצאן תאמר בנשיא שמביא זה וזה מן הצאן הואיל ומביא זה וזה מן,11,14,981.0,712.0,0.6065573770491803,0.8571428571428572,4060000542
542,714,ref-y.4.10.1.8.1.190-ref-y.4.10.1.8.1.202,ref-sifra.3.06-00.8.20-ref-sifra.3.06-00.8.32,3517229,3517303,529845,529855,ref-y.4.10.1.8.1.190,ref-y.4.10.1.8.1.202,113934,114002,16520,16530,ref-sifra.3.6-00.8.20,ref-sifra.3.6-00.8.32,סמיכה בזקינים שרבי שמעון אומר כל חטאת ציבור שדמה נכנס לפנים טעונה סמיכה ,לסמיכה שהיה ר' שמעון אומר כל חטאת צבור שדמה נכנס לפנים טעון סמיכה ,10,10,4358.0,714.0,0.18055555555555555,0.2857142857142857,4060000543
543,715,ref-y.2.3.9.6.4.3-ref-y.2.3.9.6.4.11,ref-sifra.3.06-00.9.23-ref-sifra.3.06-00.9.33,1370979,1371034,203568,203576,ref-y.2.3.9.6.4.3,ref-y.2.3.9.6.4.11,114108,114176,16549,16559,ref-sifra.3.6-00.9.23,ref-sifra.3.6-00.9.33,וולד חטאת ותמורת חטאת וחטאת שמתו בעליה ושעיברה שנתה ,ולד חטאת ותמורה חטאת וחטאת שמתו בעליה ושכיפרו בעליה ושעברה שנתה ,8,10,1122.0,715.0,0.234375,0.33333333333333337,4060000544
544,716,ref-y.2.3.9.6.5.33-ref-y.2.3.9.6.5.39,ref-sifra.3.06-00.9.38-ref-sifra.3.06-00.9.46,1371223,1371266,203603,203609,ref-y.2.3.9.6.5.33,ref-y.2.3.9.6.5.39,114194,114246,16562,16570,ref-sifra.3.6-00.9.38,ref-sifra.3.6-00.9.46,וולד חטאת בציבור שאין הציבור מביאין נקבה ,ולד בצבור שאין הצבור מביאין נקבה ואין תמורה חטאת ,6,8,1125.0,716.0,0.4897959183673469,0.1428571428571429,4060000545
545,717,ref-y.2.3.9.6.4.6-ref-y.2.3.9.6.4.11,ref-sifra.3.06-00.9.52-ref-sifra.3.06-00.9.62,1370997,1371034,203571,203576,ref-y.2.3.9.6.4.6,ref-y.2.3.9.6.4.11,114279,114345,16576,16586,ref-sifra.3.6-00.9.52,ref-sifra.3.6-00.9.62,חטאת וחטאת שמתו בעליה ושעיברה שנתה ,חטאת שמתו בעליה בצבור שאין צבור מתים שכיפרו בעליה ושעברה שנתה ,5,10,1122.0,717.0,0.532258064516129,0.4444444444444444,4060000546
546,718,ref-y.2.3.9.6.4.3-ref-y.2.3.9.6.4.11,ref-sifra.3.06-00.9.74-ref-sifra.3.06-00.9.90,1370979,1371034,203568,203576,ref-y.2.3.9.6.4.3,ref-y.2.3.9.6.4.11,114409,114511,16598,16613,ref-sifra.3.6-00.9.74,ref-sifra.3.6-00.9.90,וולד חטאת ותמורת חטאת וחטאת שמתו בעליה ושעיברה שנתה ,ולד חטאת ותמורות חטאת וחטאת שמתו בעליה ביחיד דברים אמורים ולא בצבור אף שכפרו בעליה ושעברה שנתה ,8,15,1122.0,718.0,0.47368421052631576,0.6,4060000547
547,719,ref-y.1.11.1.2.1.64-ref-y.1.11.1.2.1.76,ref-sifra.3.06-08.2.51-ref-sifra.3.06-08.3.2,853473,853538,128101,128113,ref-y.1.11.1.2.1.64,ref-y.1.11.1.2.1.76,115658,115747,16795,16810,ref-sifra.3.6-08.2.51,ref-sifra.3.6-08.3.2,מביא אין תימר אינו א כגבוה מביא פשיטא שהוא מביא ממנה לולב שאין ,ובאה מן הצאן אבל אינה באה זכר ואינה באה על חטא ידוע שקול הוא ויבואו שניהם כשהוא אומר ,12,15,632.0,719.0,0.6470588235294118,0.8235294117647058,4060000548
548,720,ref-y.2.5.5.6.6.4-ref-y.2.5.5.6.6.70,ref-sifra.3.6-09.2.17-ref-sifra.3.6-09.2.63,1457613,1457985,217045,217100,ref-y.2.5.5.6.6.4,ref-y.2.5.5.6.6.70,116510,116764,16935,16977,ref-sifra.3.6-09.2.17,ref-sifra.3.6-09.2.63,ישמעאל מה אם שירי חטאת שאינן מכפרין ניתנין על היסוד תחילת עולה שהיא מכפרת אינו דין שתינתן על היסוד אמר לו רבי עקיבה לא אם אמרת בשירי חטאת שאינן מכפרין ואינן ראויין לכפר נותנין על היסוד תחילת עולה שהיא מכפרת וראויה לכפר אינו דין שתינתן על היסוד מאן ראמר אין מבפרין אין מכפרין בשאר ימות השנה,תן יסוד למזבחה של עולה אמר ר' ישמעאל ומה אם שירי חטאת שאין מכפרים ניתנים על היסוד תחלת העולה שהיא מכפרת אינו דין שתנתן על היסוד אמר ר' עקיבא מה שירי חטאת שאין מכפרים ואין ראוים לכפר ניתנים על היסוד תחלת העולה שהיא,56,43,1434.0,720.0,0.5190311418685121,0.37037037037037035,4060000549
549,723,ref-y.2.5.8.7.1.2-ref-y.2.5.8.7.1.10,ref-sifra.3.6-09.2.49-ref-sifra.3.6-09.2.62,1488901,1488944,221745,221753,ref-y.2.5.8.7.1.2,ref-y.2.5.8.7.1.10,116672,116755,16963,16976,ref-sifra.3.6-09.2.49,ref-sifra.3.6-09.2.62,אין עולה מכפרת אין עולה מכפרת עלי מכפרת היא,שאין מכפרים ואין ראוים לכפר ניתנים על היסוד תחלת העולה שהיא מכפרת וראויה לכפר,9,14,1573.0,720.0,0.6493506493506493,0.75,4060000550
550,725,ref-y.4.4.3.5.8.39-ref-y.4.4.3.5.8.45,ref-sifra.3.07-00.2.5-ref-sifra.3.07-00.2.11,3182842,3182880,478632,478638,ref-y.4.4.3.5.8.39,ref-y.4.4.3.5.8.45,117486,117524,17094,17100,ref-sifra.3.7-00.2.5,ref-sifra.3.7-00.2.11,לעבור על אחת מכל מצות האמורות בתורה ,לעבור על אחת מכל מצות האמורות בתורה ,6,6,3590.0,725.0,0.0,0.0,4060000551
551,726,ref-y.4.10.2.1.1.73-ref-y.4.10.2.1.1.93,ref-sifra.3.07-00.2.21-ref-sifra.3.07-00.2.38,3518965,3519063,530113,530129,ref-y.4.10.2.1.1.73,ref-y.4.10.2.1.1.93,117573,117662,17109,17123,ref-sifra.3.7-00.2.21,ref-sifra.3.7-00.2.38,העם הורו הן ועשו אחרים חייבין אף זה הורה הוא ועשו אחרים יהא חייב תלמוד לומר אשר חטא על מה שחטא ,עמהם בין שעשו ועשה אחריהם בין שלא עשו ועשה יכול יהא חייב תלמוד לומר נפש תחטא אחת תחטא ,16,14,4383.0,726.0,0.45263157894736844,0.8181818181818181,4060000552
552,727,ref-y.4.10.1.1.3.74-ref-y.4.10.1.1.3.80,ref-sifra.3.07-00.3.37-ref-sifra.3.07-00.3.43,3507367,3507407,528383,528388,ref-y.4.10.1.1.3.74,ref-y.4.10.1.1.3.80,117938,117978,17166,17171,ref-sifra.3.7-00.3.37,ref-sifra.3.7-00.3.43,התולה בעצמו חייב התולה בבית דין פטור ,התולה בעצמו חייב התולה בבית דין פטור ,5,5,4330.0,727.0,0.0,0.0,4060000553
553,728,ref-y.4.10.1.1.9.105-ref-y.4.10.1.1.9.111,ref-sifra.3.07-00.3.37-ref-sifra.3.07-00.3.43,3509848,3509888,528772,528777,ref-y.4.10.1.1.9.105,ref-y.4.10.1.1.9.111,117938,117978,17166,17171,ref-sifra.3.7-00.3.37,ref-sifra.3.7-00.3.43,התולה בעצמו חייב התולה בבית דין פטור ,התולה בעצמו חייב התולה בבית דין פטור ,5,5,4343.0,727.0,0.0,0.0,4060000554
554,729,ref-y.4.10.1.1.3.68-ref-y.4.10.1.1.3.76,ref-sifra.3.07-00.4.30-ref-sifra.3.07-00.5.11,3507333,3507385,528377,528385,ref-y.4.10.1.1.3.68,ref-y.4.10.1.1.3.76,118133,118208,17196,17207,ref-sifra.3.7-00.4.30,ref-sifra.3.7-00.5.11,אחת תחטא בעשותה הרי אילו מיעוטין התולה בעצמו חייב ,התולה בעצמו חייב אתה אומר לכך נאמרו מעוטים הללו נפש תחטא אחת תחטא בעשותה ,8,11,4330.0,729.0,0.6986301369863014,0.5,4060000555
555,730,ref-y.4.10.1.1.9.99-ref-y.4.10.1.1.9.107,ref-sifra.3.07-00.4.30-ref-sifra.3.07-00.5.11,3509814,3509866,528766,528774,ref-y.4.10.1.1.9.99,ref-y.4.10.1.1.9.107,118133,118208,17196,17207,ref-sifra.3.7-00.4.30,ref-sifra.3.7-00.5.11,אחת תחטא בעשותה הרי אילו מיעוטין התולה בעצמו חייב ,התולה בעצמו חייב אתה אומר לכך נאמרו מעוטים הללו נפש תחטא אחת תחטא בעשותה ,8,11,4343.0,729.0,0.6986301369863014,0.5,4060000556
556,731,ref-y.4.10.1.1.1.8-ref-y.4.10.1.1.1.17,ref-sifra.3.07-00.4.30-ref-sifra.3.07-00.5.12,3506085,3506142,528222,528231,ref-y.4.10.1.1.1.8,ref-y.4.10.1.1.1.17,118133,118214,17196,17208,ref-sifra.3.7-00.4.30,ref-sifra.3.7-00.5.12,אחת תחטא בעשותה תחטא הרי אילו מיעוטין התולה בעצמו חייב ,התולה בעצמו חייב אתה אומר לכך נאמרו מעוטים הללו נפש תחטא אחת תחטא בעשותה תחטא' ,9,12,4328.0,729.0,0.7088607594936709,0.5333333333333333,4060000557
557,732,ref-y.2.1.10.5.1.1-ref-y.2.1.10.5.1.8,ref-sifra.3.07-00.5.11-ref-sifra.3.07-00.5.23,1040045,1040093,155477,155484,ref-y.2.1.10.5.1.1,ref-y.2.1.10.5.1.8,118201,118270,17207,17216,ref-sifra.3.7-00.5.11,ref-sifra.3.7-00.5.23,בעשותה היחיד שעשה חייב שנים שלשה שעשו פטורין ,בעשותה תחטא' או אינו אומר אלא יחיד שעשה חייב שנים שלשה שעשו פטורים ,7,9,819.0,729.0,0.3582089552238806,0.36363636363636365,4060000558
558,733,ref-y.2.1.13.5.2.72-ref-y.2.1.13.5.2.79,ref-sifra.3.07-00.5.11-ref-sifra.3.07-00.5.23,1060613,1060661,158456,158463,ref-y.2.1.13.5.2.72,ref-y.2.1.13.5.2.79,118201,118270,17207,17216,ref-sifra.3.7-00.5.11,ref-sifra.3.7-00.5.23,בעשותה היחיד שעשה חייב שנים שלשה שעשו פטורין ,בעשותה תחטא' או אינו אומר אלא יחיד שעשה חייב שנים שלשה שעשו פטורים ,7,9,839.0,729.0,0.3582089552238806,0.36363636363636365,4060000559
559,734,ref-y.2.1.1.1.13.155-ref-y.2.1.1.1.13.161,ref-sifra.3.07-00.5.17-ref-sifra.3.07-00.5.23,891020,891059,133701,133707,ref-y.2.1.1.1.13.155,ref-y.2.1.1.1.13.161,118232,118270,17210,17216,ref-sifra.3.7-00.5.17,ref-sifra.3.7-00.5.23,יחיד שעשאה חייב שנים שלשה שעשו פטורין ,יחיד שעשה חייב שנים שלשה שעשו פטורים ,6,6,706.0,729.0,0.05263157894736842,0.0,4060000560
560,735,ref-y.4.10.1.1.9.5-ref-y.4.10.1.1.9.23,ref-sifra.3.07-00.5.24-ref-sifra.3.07-00.6.13,3509338,3509434,528700,528714,ref-y.4.10.1.1.9.5,ref-y.4.10.1.1.9.23,118271,118378,17217,17232,ref-sifra.3.7-00.5.24,ref-sifra.3.7-00.6.13,"אני או' מיעוט הקהל שעשו חייבין שאין בית דין מביאין עליהן פר ת""ל עם הארץ אפילו כולו אפי' רובו ",תלמוד לומר עם הארץ' אפילו הם מרובים עדיין אני אומר מיעוט הקהל שעשו חיייבין שאין בית דין מביאין עליהם פר ,14,15,4340.0,735.0,0.75,0.48,4060000561
561,736,ref-y.4.10.1.1.9.14-ref-y.4.10.1.1.9.23,ref-sifra.3.7-00.6.23-ref-sifra.3.7-00.6.33,3509385,3509434,528706,528714,ref-y.4.10.1.1.9.14,ref-y.4.10.1.1.9.23,118423,118483,17241,17249,ref-sifra.3.7-00.6.23,ref-sifra.3.7-00.6.33,"מביאין עליהן פר ת""ל עם הארץ אפילו כולו אפי'",מביאין עליהם פר תלמוד לומר עם הארץ' אפילו רובו,9,9,4340.0,736.0,0.3695652173913043,0.7142857142857143,4060000562
562,738,ref-y.4.10.1.1.8.17-ref-y.4.10.1.1.8.23,ref-sifra.3.07-00.7.25-ref-sifra.3.07-00.7.32,3509195,3509233,528675,528681,ref-y.4.10.1.1.8.17,ref-y.4.10.1.1.8.23,118608,118649,17268,17273,ref-sifra.3.7-00.7.25,ref-sifra.3.7-00.7.32,מביאין פר אין היחיד מביא כשבה ושעירה ,יביא פר ועל שגגת המעשה יביא כשבה ושעירה ,6,5,4338.0,738.0,0.4,0.5,4060000563
563,739,ref-y.4.10.1.1.8.32-ref-y.4.10.1.1.8.37,ref-sifra.3.07-00.7.25-ref-sifra.3.07-00.7.32,3509279,3509313,528690,528695,ref-y.4.10.1.1.8.32,ref-y.4.10.1.1.8.37,118608,118649,17268,17273,ref-sifra.3.7-00.7.25,ref-sifra.3.7-00.7.32,מביאין פר היחיד מביא כשבה ושעירה ,יביא פר ועל שגגת המעשה יביא כשבה ושעירה ,5,5,4339.0,738.0,0.425,0.5,4060000564
564,740,ref-y.2.1.1.1.13.139-ref-y.2.1.1.1.13.161,ref-sifra.3.07-00.10.34-ref-sifra.3.07-00.10.46,890947,891059,133691,133707,ref-y.2.1.1.1.13.139,ref-y.2.1.1.1.13.161,119281,119354,17355,17366,ref-sifra.3.7-00.10.34,ref-sifra.3.7-00.10.46,שנים שעשו מלאכה אחת אמר ליה ר' חייא בר אדא ודא היא בעשותה ולא כן תני יחיד שעשאה חייב שנים שלשה שעשו פטורין ,שנים פטורים תלמוד לומר בעשותה אחת יחיד שעשה חייב שנים שלשה שעשו פטורים ,16,11,706.0,740.0,0.45794392523364486,0.5,4060000565
565,741,ref-y.2.1.10.5.1.1-ref-y.2.1.10.5.1.8,ref-sifra.3.07-00.10.38-ref-sifra.3.07-00.10.46,1040045,1040093,155477,155484,ref-y.2.1.10.5.1.1,ref-y.2.1.10.5.1.8,119304,119354,17358,17366,ref-sifra.3.7-00.10.38,ref-sifra.3.7-00.10.46,בעשותה היחיד שעשה חייב שנים שלשה שעשו פטורין ,בעשותה אחת יחיד שעשה חייב שנים שלשה שעשו פטורים ,7,8,819.0,740.0,0.10416666666666667,0.125,4060000566
