baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.2.8.2.9.33-ref-m.2.8.2.9.40,ref-mek.1.10.1.27-ref-mek.1.10.1.33,252280,252318,ref-m.2.8.2.9.33,ref-m.2.8.2.9.40,33130,33164,ref-mek.1.10.1.27,ref-mek.1.10.1.33,אלה מועדי ה' אשר תקראו אותם מקראי,אלה מועדי ה' אשר תקראו אותם מקראי,7,7,41,41.0,107,107.0,0.0,0.0,33,אלה מועדי ה' אשר תקראו אותם מקראי,0.0,1030000088
ref-m.2.8.2.9.33-ref-m.2.8.2.9.37,ref-mek.9.1.5.79-ref-mek.9.1.5.83,252280,252304,ref-m.2.8.2.9.33,ref-m.2.8.2.9.37,384351,384374,ref-mek.9.1.5.79,ref-mek.9.1.5.83,אלה מועדי ה' מקראי קודש ,אלה מועדי ה' מקראי קדש ,5,5,452,452.0,106,106.0,0.041666666666666664,0.0,23,אלה מועדי ה' מקראי קדש ,0.04166666666666663,1030000089
ref-m.2.8.2.9.84-ref-m.2.8.2.9.92,ref-mek.5.3.7.5-ref-mek.5.3.7.12,252516,252573,ref-m.2.8.2.9.84,ref-m.2.8.2.9.92,224285,224332,ref-mek.5.3.7.5,ref-mek.5.3.7.12,שנאמר ויעל משה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,אמרו יצא אהרן נדב ואביהוא ושבעים מזקני ישראל ,9,8,208,208.0,109,109.0,0.19230769230769232,0.4545454545454546,42,אמרו  אהרן נדב ואביהוא ושבעים מזקני ישראל ,0.1923076923076923,1030000090
ref-m.2.8.2.9.87-ref-m.2.8.2.9.92,ref-mek.5.4.9.30-ref-mek.5.4.9.36,252533,252573,ref-m.2.8.2.9.87,ref-m.2.8.2.9.92,230624,230662,ref-mek.5.4.9.30,ref-mek.5.4.9.36,ואהרן נדב ואביהוא ושבעים מזקני ישראל ,אהרן נדב ואביהוא וע' איש מזקני ישראל ,6,7,211,211.0,110,109.0,0.16216216216216217,0.375,33,אהרן נדב ואביהוא ועי מזקני ישראל ,0.10810810810810811,1030000091
ref-m.2.8.3.8.18-ref-m.2.8.3.8.33,ref-mek.4.1.4.287-ref-mek.4.1.4.298,254059,254144,ref-m.2.8.3.8.18,ref-m.2.8.3.8.33,181551,181625,ref-mek.4.1.4.287,ref-mek.4.1.4.298,אלא לומר לך כל זמן שהיו ישראל מסתכלים כלפי מעלה ומשעבדין את לבם לאביהם שבשמים היו ,אל המים אחרים אומרים היו ישראל מתחננים ומתפללין לפני אביהם שבשמים והיו ,16,12,184,184.0,112,111.0,0.5121951219512195,0.7894736842105263,47,אל מ  מ היו ישראל מתים ומין ל אביהם שבשמים היו ,0.426829268292683,1030000092
ref-m.2.8.3.8.1-ref-m.2.8.3.8.25,ref-mek.5.1.4.1-ref-mek.5.1.4.26,253971,254097,ref-m.2.8.3.8.1,ref-m.2.8.3.8.25,207690,207821,ref-mek.5.1.4.1,ref-mek.5.1.4.26,והיה כאשר ירים משה ידו וגבר ישראל וגומר וכי ידיו של משה עושות מלחמה או שוברות מלחמה אלא לומר לך כל זמן שהיו ישראל מסתכלים ,והיה כאשר ירים משה ידו וגבר וכי ידיו של משה מגברות ישראל או ידיו שוברות עמלק אלא כל זמן שמגביה ידו כלפי מעלה היו ישראל מסתכלין ,25,26,200,200.0,111,111.0,0.4094488188976378,0.5,92,והיה כאשר ירים משה ידו וגבר וכי ידיו של משה ות ל או שוברות מל אלא למ  כל מ היו ישראל מסתכלי ,0.2755905511811023,1030000093
ref-m.2.9.2.3.37-ref-m.2.9.2.3.46,ref-mek.1.1.1.481-ref-mek.1.1.1.504,259043,259086,ref-m.2.9.2.3.37,ref-m.2.9.2.3.46,2462,2579,ref-mek.1.1.1.481,ref-mek.1.1.1.504,היה היה דבר ה' וגו' ויש אומרים נדבר עמו בארץ ונדבר עמו בחוצה לארץ שנאמר היה היה דבר ה' היה שנדבר עמו בארץ היה,היה היה דבר ה' וגו' ויש אומרים נדבר עמו בארץ ונדבר עמו בחוצה לארץ שנאמר היה היה דבר ה' היה שנדבר עמו בארץ היה,24,24,0,0.0,113,113.0,0.0,0.0,109,היה היה דבר ה' וגו' ויש אומרים נדבר עמו בארץ ונדבר עמו בחוצה לארץ שנאמר היה היה דבר ה' היה שנדבר עמו בארץ היה,0.0,1030000094
ref-m.2.9.2.3.37-ref-m.2.9.2.3.48,ref-mek.1.1.1.1114-ref-mek.1.1.1.1122,259043,259096,ref-m.2.9.2.3.37,ref-m.2.9.2.3.48,5764,5804,ref-mek.1.1.1.1114,ref-mek.1.1.1.1122,יהיה בארץ דבר כי יהיה בארץ אשר היה דבר ה' אל ירמיהו ,ויהי דבר ה' וגו' ויהי דבר ה' אל ירמיהו ,12,9,4,4.0,116,113.0,0.4230769230769231,0.4285714285714286,31,יהי דבר ה  יה דבר ה' אל ירמיהו ,0.40384615384615385,1030000095
ref-m.2.9.2.3.37-ref-m.2.9.2.3.46,ref-mek.1.13.1.111-ref-mek.1.13.1.127,259043,259086,ref-m.2.9.2.3.37,ref-m.2.9.2.3.46,44670,44757,ref-mek.1.13.1.111,ref-mek.1.13.1.127,יהיה בארץ דבר כי יהיה בארץ אשר היה דבר ה' ,והיכן דבר ברוך תהיה מכל העמים כיוצא_בדבר_אתה_אומר וה' האמירך היום והיכן דבר את ה' ,10,14,63,63.0,115,113.0,0.6463414634146342,0.8333333333333334,32,הי בר בר י הי באר אר היה דבר ה' ,0.6097560975609756,1030000096
ref-m.2.9.2.8.5-ref-m.2.9.2.8.28,ref-mek.1.10.1.107-ref-mek.1.10.1.134,260893,261032,ref-m.2.9.2.8.5,ref-m.2.9.2.8.28,33545,33712,ref-mek.1.10.1.107,ref-mek.1.10.1.134,לא לפניהם ולא לאחריהם הרי הן אסורין במלאכה חולו_של_מועד שיש קדושה לפניו ולאחריו אינו דין שיאסר במלאכה ו' ימי בראשית יוכיחו שיש קדושה לפניהם ולאחריהם ומותרים,לא לפניהם ולא לאחריהם הרי הן אסורין במלאכה חולו_של_מועד שיש קדושה לפניו ולאחריו אינו דין שיאסר במלאכה ו' ימי בראשית יוכיחו שיש קדושה לפניהם ולאחריהם ומותרים,26,26,43,43.0,117,117.0,0.0,0.0,156,לא לפניהם ולא לאחריהם הרי הן אסורין במלאכה חולו_של_מועד שיש קדושה לפניו ולאחריו אינו דין שיאסר במלאכה ו' ימי בראשית יוכיחו שיש קדושה לפניהם ולאחריהם ומותרים,0.0,1030000097
ref-m.2.9.4.2.6-ref-m.2.9.4.2.14,ref-mek.1.6.1.695-ref-mek.1.6.1.703,263883,263925,ref-m.2.9.4.2.6,ref-m.2.9.4.2.14,18698,18740,ref-mek.1.6.1.695,ref-mek.1.6.1.703,צו את בני ישראל ואמרת אליהם את קרבני לחמי ,צו את_בני_ישראל ואמרת אליהם את קרבני לחמי ,9,7,26,26.0,119,119.0,0.047619047619047616,0.33333333333333337,40,צו אתבניישראל ואמרת אליהם את קרבני לחמי ,0.04761904761904767,1030000098
ref-m.2.10.3.6.17-ref-m.2.10.3.6.28,ref-mek.4.1.1.572-ref-mek.4.1.1.585,271363,271434,ref-m.2.10.3.6.17,ref-m.2.10.3.6.28,179600,179689,ref-mek.4.1.1.572,ref-mek.4.1.1.585,קורין בתורה בשבת בשני ובחמישי הא כיצד קורין בשבת ומפסיקים באחד בשבת וקורין בשני,קורין בתורה בשבת בשני ובחמישי הא כיצד קורין בשבת ומפסיקים באחד בשבת וקורין בשני,14,14,181,181.0,120,120.0,0.0,0.0,79,קורין בתורה בשבת בשני ובחמישי הא כיצד קורין בשבת ומפסיקים באחד בשבת וקורין בשני,0.0,1030000099
ref-m.2.12.1.1.1-ref-m.2.12.1.1.17,ref-mek.8.4.2.95-ref-mek.8.4.2.107,278162,278283,ref-m.2.12.1.1.1,ref-m.2.12.1.1.17,373777,373868,ref-mek.8.4.2.95,ref-mek.8.4.2.107,הכל חייבין בראיה חוץ מחרש_שוטה_וקטן וטומטום ואנדרוגינוס ונשים ועבדים שאינם משוחררים החיגר והסומא והחולה והזקן ,הכל חייבין בראייה חוץ מחרש שוטה וקטן וטומטום ואנדרוגינוס החגר והסומא והחולה והזקן ,15,13,432,432.0,122,122.0,0.2909090909090909,0.4444444444444444,79,הכל חייבין בראיה חוץ מחרששוטהוקטן וטומטום ואנדרוגינוס החגר והסומא והחולה והזקן ,0.28181818181818186,1030000100
ref-m.2.12.1.5.42-ref-m.2.12.1.5.46,ref-mek.3.10.1.109-ref-mek.3.10.1.113,279073,279092,ref-m.2.12.1.5.42,ref-m.2.12.1.5.46,173785,173805,ref-mek.3.10.1.109,ref-mek.3.10.1.113,ה' אלהיך אשר נתן לך ,אשר ה' אלהיך נותן לך ,5,5,176,175.0,123,123.0,0.42857142857142855,0.0,16,ה' אלהיך נתן לך ,0.23809523809523814,1030000101
ref-m.3.1.3.3.13-ref-m.3.1.3.3.21,ref-mek.8.5.1.647-ref-mek.8.5.1.672,286886,286940,ref-m.3.1.3.3.13,ref-m.3.1.3.3.21,380369,380511,ref-mek.8.5.1.647,ref-mek.8.5.1.672,איסור ערוה האסורה לזה מותרת לזה והאסורה לזה מותרת ,האיסורין והדין_נותן_ומה בשר בחלב שזה מותר בפני עצמו וזה מותר בפני עצמו הרי הן אסורים בבישול שאר איסורין שבתורה שזה אסור בפני עצמו וזה ,9,24,447,447.0,124,124.0,0.7313432835820896,0.8823529411764706,37,איסור והוה לזה מותר זה והאסור לזה ור ,0.7238805970149254,1030000102
ref-m.3.1.4.7.62-ref-m.3.1.4.7.74,ref-mek.5.4.11.396-ref-mek.5.4.11.408,290428,290505,ref-m.3.1.4.7.62,ref-m.3.1.4.7.74,232877,232941,ref-mek.5.4.11.396,ref-mek.5.4.11.408,בן רכב שהם מבני בניו של יתרו שנאמר המה הקנים הבאים מחמת אבי,בן רכב שהם מבני בניו של יתרו שנאמר המה הקנים הבאים מחמת אבי,13,13,212,212.0,125,125.0,0.0,0.0,59,בן רכב שהם מבני בניו של יתרו שנאמר המה הקנים הבאים מחמת אבי,0.0,1030000103
ref-m.3.1.4.13.16-ref-m.3.1.4.13.29,ref-mek.6.7.1.388-ref-mek.6.7.1.395,291687,291775,ref-m.3.1.4.13.16,ref-m.3.1.4.13.29,263560,263610,ref-mek.6.7.1.388,ref-mek.6.7.1.395,שחייבים עליו כרת בידי שמים והלכה כדבריו רבי_יהושע_אומר כל שחייבים עליו מיתת בית דין ,דברים שחייבין עליהם מיתות בית דין מיתה בידי שמים ,14,9,231,231.0,127,127.0,0.7023809523809523,0.6666666666666667,30,שחייבי עלי ת בידי מיה ביי שמי ,0.6428571428571428,1030000104
ref-m.3.1.4.13.53-ref-m.3.1.4.13.73,ref-mek.2.3.2.519-ref-mek.2.3.2.537,291887,292009,ref-m.3.1.4.13.53,ref-m.3.1.4.13.73,105322,105436,ref-mek.2.3.2.519,ref-mek.2.3.2.537,אחינו באפלה קשה לנו משעבודנו במצרים היינו מצטערים על מיתת אחינו באפילה מיתתנו במדבר קשה לנו ממיתת אחינו,מיתת אחינו באפלה קשה לנו משעבודנו במצרים היינו מצטערים על מיתת אחינו באפילה מיתתנו במדבר קשה לנו ממיתת אחינו באפלה קשה לנו משעבודנו במצרים היינו מצטערים על מיתת אחינו באפילה מיתתנו במדבר קשה לנו ממיתת אחינו,18,36,126,126.0,128,128.0,0.5,0.0,103,אחינו באפלה קשה לנו משעבודנו במצרים היינו מצטערים על מיתת אחינו באפילה מיתתנו במדבר קשה לנו ממיתת אחינו,0.5,1030000105
ref-m.3.1.7.4.20-ref-m.3.1.7.4.32,ref-mek.7.13.1.76-ref-mek.7.13.2.7,295653,295716,ref-m.3.1.7.4.20,ref-m.3.1.7.4.32,333694,333807,ref-mek.7.13.1.76,ref-mek.7.13.2.7,ספק שאינו ספק הביא שתי שערות ספק שלא הביא נפל הבית עליו ועל ,הספק הא_אין_עליך_לומר_כלשון_האחרון_אלא_כלשון_הראשון ספק בא לגנוב ספק בא להרוג אם זרחה השמש עליו וכי השמש עליו ,13,15,350,350.0,130,130.0,0.6818181818181818,0.875,38,ספק איו ספק בא ו ספק א הא  ה עליו ועל ,0.6545454545454545,1030000106
ref-m.3.1.15.5.4-ref-m.3.1.15.5.28,ref-mek.3.7.1.291-ref-mek.3.7.1.333,313485,313609,ref-m.3.1.15.5.4,ref-m.3.1.15.5.28,163336,163581,ref-mek.3.7.1.291,ref-mek.3.7.1.333,אחת אומרת ניטול ממונם ולא נהרגם ואחת אומרת נהרגם ולא ניטול ממונם ואחת אומרת נהרגם וניטול ממונם זו שאומרת ביטול ממונם ולא נהרגם אחלק שלל זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת,אחת אומרת ניטול ממונם ולא נהרגם ואחת אומרת נהרגם ולא ניטול ממונם ואחת אומרת נהרגם וניטול ממונם זו שאומרת ביטול ממונם ולא נהרגם אחלק שלל זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת,43,43,162,162.0,131,131.0,0.0,0.0,233,אחת אומרת ניטול ממונם ולא נהרגם ואחת אומרת נהרגם ולא ניטול ממונם ואחת אומרת נהרגם וניטול ממונם זו שאומרת ביטול ממונם ולא נהרגם אחלק שלל זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת נהרגם ולא ניטול ממונם תמלאמו נפשי זו שאומרת,0.0,1030000107
ref-m.3.2.1.9.1-ref-m.3.2.1.9.7,ref-mek.1.19.7.286-ref-mek.1.19.7.298,319353,319385,ref-m.3.2.1.9.1,ref-m.3.2.1.9.7,87531,87600,ref-mek.1.19.7.286,ref-mek.1.19.7.298,היתה מעוברת ואמרו לה מה טיבו של ,והיו עוברים ושבים אומרים מה טיבן של שני ארונות הללו והם אומרים להם ,7,13,114,114.0,133,133.0,0.7164179104477612,0.9230769230769231,23,הי עובר ואמר מה טיב של ,0.6567164179104478,1030000108
ref-m.3.2.5.2.11-ref-m.3.2.5.2.16,ref-mek.7.17.1.157-ref-mek.7.17.1.173,326739,326775,ref-m.3.2.5.2.11,ref-m.3.2.5.2.16,348635,348726,ref-mek.7.17.1.157,ref-mek.7.17.1.173,לאשה למה_נאמר_לפי_שנאמר ונתן האיש השוכב עמה יכול כשם שבתפוסה נותן מיד כך במפותה נותן,לאשה למה_נאמר_לפי_שנאמר ונתן האיש השוכב עמה יכול כשם שבתפוסה נותן מיד כך במפותה נותן,14,14,394,394.0,134,134.0,0.0,0.0,84,לאשה למה_נאמר_לפי_שנאמר ונתן האיש השוכב עמה יכול כשם שבתפוסה נותן מיד כך במפותה נותן,0.0,1030000109
ref-m.3.2.5.8.73-ref-m.3.2.5.9.1,ref-mek.7.3.2.322-ref-mek.7.3.2.347,328663,328812,ref-m.3.2.5.8.73,ref-m.3.2.5.9.1,296862,296988,ref-mek.7.3.2.322,ref-mek.7.3.2.347,לה של ילדה ועונתה שלא יתן של ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה אלא נותן,יתן לה של זקנה זקנה לא יתן לה של ילדה ועונתה שלא יתן של ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה אלא נותן,19,26,272,272.0,136,136.0,0.23076923076923078,0.11111111111111116,90,לה של ילדה ועונתה שלא יתן של ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה אלא נותן,0.23076923076923073,1030000110
ref-m.3.2.11.4.4-ref-m.3.2.11.4.20,ref-mek.7.12.1.154-ref-mek.7.12.1.166,340589,340681,ref-m.3.2.11.4.4,ref-m.3.2.11.4.20,330792,330850,ref-mek.7.12.1.154,ref-mek.7.12.1.166,מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,12,13,336,336.0,139,139.0,0.07142857142857142,0.0,52,מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,0.0714285714285714,1030000111
ref-m.3.2.11.4.4-ref-m.3.2.11.4.11,ref-mek.7.12.1.175-ref-mek.7.12.1.186,340589,340630,ref-m.3.2.11.4.4,ref-m.3.2.11.4.11,330887,330945,ref-mek.7.12.1.175,ref-mek.7.12.1.186,מאתים ומכרה שוה מנה במאתים או שוה מאתים ,מאתים נוטל כלו שוה מאתים שנגח שוה מנה נוטל רבעו שוה מאתים ,8,12,343,343.0,138,138.0,0.4827586206896552,0.6666666666666667,31,מאתים וכ שוה מאתים ו שוה מאתים ,0.4655172413793104,1030000112
ref-m.3.2.11.5.31-ref-m.3.2.11.5.37,ref-mek.7.12.1.154-ref-mek.7.12.1.182,341138,341172,ref-m.3.2.11.5.31,ref-m.3.2.11.5.37,330792,330925,ref-mek.7.12.1.154,ref-mek.7.12.1.182,שוה מנה או שוה מאתים שנגח שור שוה מאתים,שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים נוטל חציו שור שוה מאה שנגח שור שוה מאתים נוטל כלו שוה מאתים שנגח שוה מנה או שוה מאתים שנגח שור שוה מאתים,9,36,337,337.0,141,141.0,0.7577639751552795,0.375,39,שוה מנה או שוה מאתים שנגח שור שוה מאתים,0.7577639751552795,1030000113
ref-m.3.2.11.5.31-ref-m.3.2.11.5.38,ref-mek.7.12.1.219-ref-mek.7.12.1.228,341138,341177,ref-m.3.2.11.5.31,ref-m.3.2.11.5.38,331088,331140,ref-mek.7.12.1.219,ref-mek.7.12.1.228,שוה מנה במאתים או שוה מאתים במנה מכרן ,שוה מאתים שנגח שור שוה מאתים והנבלה שוה מנה מוכרין ,8,10,346,346.0,143,141.0,0.45098039215686275,0.5555555555555556,32,שוה מאתים ו שוה מאתים במנה מכרן ,0.37254901960784315,1030000114
ref-m.3.2.13.1.26-ref-m.3.2.13.1.37,ref-mek.1.19.7.513-ref-mek.1.19.7.523,342716,342782,ref-m.3.2.13.1.26,ref-m.3.2.13.1.37,88671,88720,ref-mek.1.19.7.513,ref-mek.1.19.7.523,תשבע בסוף ולא תשבע בתחלה נחלקו עליו בני כהנים גדולים ואמרו תשבע ,השביע את אחיו ולא השביע את בניו אמר אם אני משביע ,12,11,115,115.0,144,144.0,0.65625,0.7857142857142857,30,שבע ו ולא שבע ת ניו  ם י משבע ,0.53125,1030000115
ref-m.3.3.3.8.8-ref-m.3.3.3.9.6,ref-mek.4.5.3.25-ref-mek.4.5.3.40,349354,349447,ref-m.3.3.3.8.8,ref-m.3.3.3.9.6,193427,193518,ref-mek.4.5.3.25,ref-mek.4.5.3.40,ומותר בנשים ובקטנים שאין נקראין שחורי הראש אלא אנשים הנודר מן הילודים מותר בנולדים מן ,אל משה אלו מחוסרי אמנה שבישראל ויותירו אנשים ממנו אמרו אנשים טובים לא הותירו אנשים שאינן ,15,16,193,193.0,145,145.0,0.7415730337078652,0.85,43,ומורי נ שירא ויר אנשים נו מ יוים ותר נים ן ,0.5168539325842696,1030000116
ref-m.3.3.3.11.74-ref-m.3.3.3.11.83,ref-mek.5.3.3.124-ref-mek.5.3.3.133,350122,350170,ref-m.3.3.3.11.74,ref-m.3.3.3.11.83,221942,221990,ref-mek.5.3.3.124,ref-mek.5.3.3.133,שנאמר כי כל הגוים ערלים וכל בית ישראל ערלי לב ,שנאמר כי כל הגוים ערלים וכל בית ישראל ערלי לב ,10,10,207,206.0,146,146.0,0.0,0.0,46,שנאמר כי כל הגוים ערלים וכל בית ישראל ערלי לב ,0.0,1030000117
ref-m.3.3.3.11.103-ref-m.3.3.3.11.159,ref-mek.5.3.3.119-ref-mek.5.3.3.183,350281,350582,ref-m.3.3.3.11.103,ref-m.3.3.3.11.159,221914,222251,ref-mek.5.3.3.119,ref-mek.5.3.3.183,מאוסה ערלה שנתגנו בה הרשעים שנאמר כי כל הגוים ערלים רבי_ישמעאל_אומר גדולה מילה שנכרתו עליה שלש עשרה בריתות רבי_יוסי_אומר גדולה מילה שדוחה_את_השבת החמורה רבי_יהושע_בן קרחה אומר גדולה מילה שלא נתלה לו למשה הצדיק עליה מלא שעה רבי_נחמיה_אומר גדולה מילה שדוחה את הנגעים רבי אומר גדולה מילה שכל ,מאוסה ערלה שנתגנו בה רשעים שנאמר כי כל הגוים ערלים וכל בית ישראל ערלי לב ר'_ישמעאל_אומר גדולה מילה ששלש עשרה בריתות נכרתו עליה ר'_יוסי_הגלילי_אומר גדולה מילה שדוחה_את_השבת החמורה שחייבין עליה כרת ר' יהושע בן קרחא אומר גדולה מילה שלא נתלה זכות למשה עליה מלא שעה ר'_נחמיה_אומר גדולה מילה שדוחה את הנגעים ר' אומר גדולה מילה שכל ,47,56,206,206.0,147,147.0,0.26153846153846155,0.4666666666666667,260,מאוסה ערלה שנתגנו בה רשעים שנאמר כי כל הגוים ערלים בי_ישמעאל_אומר גדולה מילה ששלש עשרה בריתות רי_יוסי_אומר גדולה מילה שדוחה_את_השבת החמורה בייהושעבן קרח אומר גדולה מילה שלא נתלה ו למשה עליה מלא שעה ר_נחמיה_אומר גדולה מילה שדוחה את הנגעים ר אומר גדולה מילה שכל ,0.19999999999999996,1030000118
ref-m.3.3.3.11.191-ref-m.3.3.4.1.1,ref-mek.2.4.1.273-ref-mek.2.4.1.284,350737,350789,ref-m.3.3.3.11.191,ref-m.3.3.4.1.1,110299,110355,ref-mek.2.4.1.273,ref-mek.2.4.1.284,אם לא בריתי יומם ולילה חוקות שמים וארץ לא שמתי אין ,אם לא בריתי יומם ולילה חוקות שמים וארץ לא שמתי אמרת אי ,11,12,128,128.0,148,148.0,0.10909090909090909,0.19999999999999996,50,אם לא בריתי יומם ולילה חוקות שמים וארץ לא שמתי אי ,0.09090909090909094,1030000119
ref-m.3.3.5.6.63-ref-m.3.3.5.6.77,ref-mek.4.3.1.237-ref-mek.4.3.1.248,354581,354657,ref-m.3.3.5.6.63,ref-m.3.3.5.6.77,187241,187306,ref-mek.4.3.1.237,ref-mek.4.3.1.248,לא נתתה לי את שלך אלא שתהא אתה ואביך אוכלים ושותים ומתרצים זה לזה ויהא ,מהיכן אוכל ושותה ומהיכן היה לובש ומכסה לא נתנה תורה לדרוש אלא ,15,12,189,189.0,149,149.0,0.7464788732394366,0.8888888888888888,29,הי אל שתה ויכי וש ומה לה והא ,0.5915492957746479,1030000120
ref-m.3.3.10.7.49-ref-m.3.3.10.7.57,ref-mek.2.5.3.24-ref-mek.2.5.3.41,365387,365433,ref-m.3.3.10.7.49,ref-m.3.3.10.7.57,115131,115213,ref-mek.2.5.3.24,ref-mek.2.5.3.41,אישה יקימינו ואישה יפרנו את שבא לכלל הקם בא ,איש את אחיו ולא קמו איש מתחתיו שלשת ימים וכן_את_מוצא לעתיד לבוא קומו אורי כי בא ,9,16,129,129.0,150,150.0,0.7,0.8125,28,איש יקמו איש יו ת  כלל ק בא ,0.65,1030000121
ref-m.3.4.3.6.32-ref-m.3.4.3.6.50,ref-mek.1.5.1.26-ref-mek.1.5.1.45,372535,372634,ref-m.3.4.3.6.32,ref-m.3.4.3.6.50,13254,13343,ref-mek.1.5.1.26,ref-mek.1.5.1.45,שנה בן שנתו מנין היה ר'_ישמעאל_אומר_קל_וחומר_ומה_אם עולה חמורה כשרה לבא כל שנתה כבת שנתה,שנה בן שנתו מנין היה ר'_ישמעאל_אומר_קל_וחומר_ומה_אם עולה חמורה כשרה לבא כל שנתה כבת שנתה,14,14,15,15.0,151,151.0,0.0,0.0,88,שנה בן שנתו מנין היה ר'_ישמעאל_אומר_קל_וחומר_ומה_אם עולה חמורה כשרה לבא כל שנתה כבת שנתה,0.0,1030000122
ref-m.3.4.9.5.4-ref-m.3.4.9.5.21,ref-mek.4.1.4.139-ref-mek.4.1.4.157,384132,384237,ref-m.3.4.9.5.4,ref-m.3.4.9.5.21,180798,180903,ref-mek.4.1.4.139,ref-mek.4.1.4.157,כדברי רבי נהוראי שנאמר ומורה לא יעלה על ראשו נאמר בשמשון ומורה ונאמר בשמואל ומורה מה מורה האמורה ,דבר מן התורה הראהו שנאמר ויורהו ה' עץ ויראהו ה' עץ אינו_אומר_אלא ויורהו כענין שנאמר ויורני ויאמר ,18,17,183,183.0,153,153.0,0.6701030927835051,0.7647058823529411,53,דבר  הורא שנאמר וורה ה ע ראו נאמר וורהונ שאמר ור אמר ,0.45360824742268047,1030000123
ref-m.3.5.1.2.29-ref-m.3.5.1.3.6,ref-mek.8.5.1.252-ref-mek.8.5.1.271,384708,384815,ref-m.3.5.1.2.29,ref-m.3.5.1.3.6,378324,378435,ref-mek.8.5.1.252,ref-mek.8.5.1.271,טומאה אסורה לביתה ואסורה לאכול בתרומה ואם מת חולצת_ולא_מתיבמת ואלו אסורות מלאכול בתרומה האומרת טמאה ,למתן תורה יהיה אסור באכילה לא_אם_אמרת בנבלה שהיא מטמאה במשא לפיכך אסורה באכילה תאמר_בבשר_בחלב שאינו מטמא ,15,16,443,443.0,154,154.0,0.6761904761904762,0.8571428571428572,51,מ ורה יה אסור אכלה אםמת לאממ אל אסור אכל תמ או טמא ,0.5142857142857142,1030000124
ref-m.3.5.1.4.46-ref-m.3.5.1.5.2,ref-mek.1.4.2.107-ref-mek.1.4.2.129,385298,385329,ref-m.3.5.1.4.46,ref-m.3.5.1.5.2,11756,11882,ref-mek.1.4.2.107,ref-mek.1.4.2.129,היא וכל משפחת בית אביה אם אמרה ,לבית אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית אב אחד שומע אני שה אחד לכולם ,7,23,9,9.0,155,155.0,0.7692307692307693,0.8947368421052632,27,יא ול משפחת בית אביה א אמה ,0.7692307692307692,1030000125
ref-m.3.5.1.7.1-ref-m.3.5.1.7.6,ref-mek.1.19.7.156-ref-mek.1.19.7.161,385926,385955,ref-m.3.5.1.7.1,ref-m.3.5.1.7.6,86838,86870,ref-mek.1.19.7.156,ref-mek.1.19.7.161,במדה שאדם מודד בה מודדין לו ,שבמידה שהאדם מודד בה מודדים לו ,6,6,112,112.0,156,156.0,0.12903225806451613,0.6666666666666667,27,במדה שאדם מודד בה מודדי לו ,0.12903225806451613,1030000126
ref-m.3.5.1.7.1-ref-m.3.5.1.7.7,ref-mek.3.4.2.4-ref-mek.3.4.2.10,385926,385959,ref-m.3.5.1.7.1,ref-m.3.5.1.7.7,152580,152612,ref-mek.3.4.2.4,ref-mek.3.4.2.10,במדה שאדם מודד בה מודדין לו היא ,במדה שאדם מודד בה מודדין לו הם ,7,7,154,154.0,158,156.0,0.0625,0.19999999999999996,30,במדה שאדם מודד בה מודדין לו ה ,0.0625,1030000127
ref-m.3.5.1.7.1-ref-m.3.5.1.7.7,ref-mek.3.4.2.52-ref-mek.3.4.2.58,385926,385959,ref-m.3.5.1.7.1,ref-m.3.5.1.7.7,152823,152855,ref-mek.3.4.2.52,ref-mek.3.4.2.58,במדה שאדם מודד בה מודדין לו היא ,במדה שאדם מודד בה מודדין לו הן ,7,7,156,156.0,159,156.0,0.0625,0.19999999999999996,30,במדה שאדם מודד בה מודדין לו ה ,0.0625,1030000128
ref-m.3.5.1.7.1-ref-m.3.5.1.7.7,ref-mek.3.5.1.168-ref-mek.3.5.1.174,385926,385959,ref-m.3.5.1.7.1,ref-m.3.5.1.7.7,154200,154232,ref-mek.3.5.1.168,ref-mek.3.5.1.174,במדה שאדם מודד בה מודדין לו היא ,במדה שאדם מודד בה מודדין לו הן ,7,7,157,157.0,160,156.0,0.0625,0.19999999999999996,30,במדה שאדם מודד בה מודדין לו ה ,0.0625,1030000129
