baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,281101,281191,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,1,1,2085,2066.0,280,260.0,0.4301075268817204,0.6428571428571428,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4050000253,17,20
ref-sifra.3.3-04.2.1-ref-sifra.3.3-04.2.10,ref-sifre-n.51.1.14-ref-sifre-n.51.1.23,100215,100270,ref-sifra.3.3-04.2.1,ref-sifra.3.3-04.2.10,79878,79932,ref-sifre-n.51.1.14,ref-sifre-n.51.1.23,כאשר יורם משור זבח השלמים וכי מה מפורש בזבח השלמים ,כשרו לזבח השלמים או בקר שנתפרש בו כשר לזבח השלמים ,10,10,737,735.0,294,294.0,0.5294117647058824,0.625,2,השלמים השלמים,4050000254,10,10
ref-sifra.3.3-04.2.1-ref-sifra.3.3-04.2.10,ref-sifre-n.57.1.16-ref-sifre-n.57.1.26,100215,100270,ref-sifra.3.3-04.2.1,ref-sifra.3.3-04.2.10,81484,81542,ref-sifre-n.57.1.16,ref-sifre-n.57.1.26,כשרו לזבח שלמים או בקר שנתפרש בו כשר לזבח השלמים ושאר,כשרו לזבח שלמים או בקר שנתפרש בו כשר לזבח השלמים ושאר,11,11,753,753.0,295,295.0,0.0,0.0,11,כשרו לזבח שלמים או בקר שנתפרש בו כשר לזבח השלמים ושאר,4050000255,11,11
ref-sifra.3.3-04.3.12-ref-sifra.3.3-04.3.22,ref-sifre-n.57.1.24-ref-sifre-n.57.1.33,100417,100482,ref-sifra.3.3-04.3.12,ref-sifra.3.3-04.3.22,81523,81585,ref-sifre-n.57.1.24,ref-sifre-n.57.1.33,תלמוד לומר משור זבח השלמים לשלמי שור הקשתיו ולא הקשתיו לשלמי ,"לזבח השלמים ושאר לא הוכשרו לזבח השלמים ת""ל ולזבח השלמים ",11,10,756,751.0,297,297.0,0.6885245901639344,0.7272727272727273,1,השלמים,4050000256,11,10
ref-sifra.3.3-04.5.27-ref-sifra.3.3-04.6.14,ref-sifre-n.118.1.598-ref-sifre-n.118.1.615,100833,100970,ref-sifra.3.3-04.5.27,ref-sifra.3.3-04.6.14,191789,191876,ref-sifre-n.118.1.598,ref-sifre-n.118.1.615,קדשים שלא שוו מתן דמם שוו הקטר חלבם מעשר ופסח ששוו מתן דמם אינו דין שישוו הקטר חלבם,קדשים שלא שוו מתן דמם שוו הקטר חלבם מעשר ופסח ששוו מתן דמם אינו דין שישוו הקטר חלבם,18,18,1394,1394.0,298,298.0,0.0,0.0,18,קדשים שלא שוו מתן דמם שוו הקטר חלבם מעשר ופסח ששוו מתן דמם אינו דין שישוו הקטר חלבם,4050000257,18,18
ref-sifra.3.3-04.6.16-ref-sifra.3.3-04.6.26,ref-sifre-n.118.1.598-ref-sifre-n.118.1.610,100975,101035,ref-sifra.3.3-04.6.16,ref-sifra.3.3-04.6.26,191789,191850,ref-sifre-n.118.1.598,ref-sifre-n.118.1.610,קדשים שזכה במתן דמן הואיל וזכה במתן דמן יזכה בהקטר חלבם ,קדשים שלא שוו מתן דמם שוו הקטר חלבם מעשר ופסח ששוו מתן דמם ,11,13,1395,1394.0,300,300.0,0.6610169491525424,0.8,2,קדשים חלבם,4050000258,11,13
ref-sifra.3.3-05.5.10-ref-sifra.3.3-05.5.21,ref-sifre-n.82.1.132-ref-sifre-n.82.1.142,101819,101870,ref-sifra.3.3-05.5.10,ref-sifra.3.3-05.5.21,110796,110860,ref-sifre-n.82.1.132,ref-sifre-n.82.1.142,שיהיה מקום מתוקן להם לכך    שיהיה שם דשן שיקדום ,שהיה מקדים חיילותיו מתקן להם מקום שישרו כך היתה השכינה מקדמת ,9,11,959,959.0,301,301.0,0.5737704918032787,0.7333333333333334,1,להם,4050000259,9,11
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.37,ref-sifre-n.12.1.17-ref-sifre-n.12.1.28,102750,102815,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.37,23332,23394,ref-sifre-n.12.1.17,ref-sifre-n.12.1.28,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן עד שיהיו ,מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן היא ,3,12,158,113.0,310,302.0,0.484375,0.6923076923076923,4,מה להלן אף כאן,4050000260,13,12
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.38,ref-sifre-n.16.1.24-ref-sifre-n.16.1.36,102750,102820,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.38,27065,27127,ref-sifre-n.16.1.24,ref-sifre-n.16.1.36,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן עד שיהיו כולם ,מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,4,13,227,183.0,311,302.0,0.5217391304347826,0.7142857142857143,4,מה להלן אף כאן,4050000261,14,13
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.22.1.198-ref-sifre-n.22.1.207,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,33540,33596,ref-sifre-n.22.1.198,ref-sifre-n.22.1.207,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,1,1,283,243.0,302,302.0,0.4727272727272727,0.6363636363636364,4,מה להלן אף כאן,4050000262,11,10
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.39.1.94-ref-sifre-n.39.1.102,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,62819,62867,ref-sifre-n.39.1.94,ref-sifre-n.39.1.102,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,1,9,694,650.0,303,302.0,0.4545454545454545,0.6,4,מה להלן אף כאן,4050000263,11,9
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.73.2.64-ref-sifre-n.73.2.74,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,98054,98113,ref-sifre-n.73.2.64,ref-sifre-n.73.2.74,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,1,11,856,817.0,304,302.0,0.4310344827586206,0.6363636363636364,4,מה להלן אף כאן,4050000264,11,11
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.73.2.142-ref-sifre-n.73.2.152,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,98465,98526,ref-sifre-n.73.2.142,ref-sifre-n.73.2.152,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,1,11,898,857.0,305,302.0,0.4137931034482758,0.6363636363636364,4,מה להלן אף כאן,4050000265,11,11
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.38,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,102750,102820,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.38,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן עד שיהיו כולם ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,4,13,981,979.0,312,302.0,0.463768115942029,0.7142857142857143,4,מה להלן אף כאן,4050000266,14,13
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.124.1.263-ref-sifre-n.124.1.271,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,212064,212111,ref-sifre-n.124.1.263,ref-sifre-n.124.1.271,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,1,9,1477,1450.0,306,302.0,0.4545454545454545,0.6,4,מה להלן אף כאן,4050000267,11,9
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.128.2.10-ref-sifre-n.128.2.18,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,224636,224681,ref-sifre-n.128.2.10,ref-sifre-n.128.2.18,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,1,9,1683,1657.0,307,302.0,0.4545454545454545,0.6,4,מה להלן אף כאן,4050000268,11,9
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.142.2.79-ref-sifre-n.142.2.91,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,253182,253250,ref-sifre-n.142.2.79,ref-sifre-n.142.2.91,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,1,13,1868,1838.0,308,302.0,0.4776119402985074,0.7142857142857143,4,מה להלן אף כאן,4050000269,11,13
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-n.157.8.96-ref-sifre-n.157.8.109,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,281130,281191,ref-sifre-n.157.8.96,ref-sifre-n.157.8.109,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,1,1,2115,2066.0,309,302.0,0.5084745762711864,0.6923076923076923,4,מה להלן אף כאן,4050000270,11,14
ref-sifra.3.4-00.6.33-ref-sifra.3.4-00.7.3,ref-sifre-n.75.1.45-ref-sifre-n.75.1.58,103217,103357,ref-sifra.3.4-00.6.33,ref-sifra.3.4-00.7.3,99722,99797,ref-sifre-n.75.1.45,ref-sifre-n.75.1.58,מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,8,8,946,946.0,315,315.0,0.0,0.0,14,מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,4050000271,14,14
ref-sifra.3.4-00.6.33-ref-sifra.3.4-00.7.3,ref-sifre-n.128.2.10-ref-sifre-n.128.2.21,103217,103357,ref-sifra.3.4-00.6.33,ref-sifra.3.4-00.7.3,224636,224692,ref-sifre-n.128.2.10,ref-sifre-n.128.2.21,מה מעיני האמור להלן בית דין אף כאן בית דין ומה מעיני האמור להלן העלם דבר עם שגגת המעשה אף מעיני האמור כאן העלם דבר עם שגגת המעשה   לא ,מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ג' אזוב לא ,23,12,1686,1657.0,316,313.0,0.7164179104477612,0.6923076923076923,5,מה להלן אף כאן לא,4050000272,29,12
ref-sifra.3.4-00.6.33-ref-sifra.3.4-00.6.55,ref-sifre-n.133.4.18-ref-sifre-n.133.4.30,103217,103329,ref-sifra.3.4-00.6.33,ref-sifra.3.4-00.6.55,238718,238777,ref-sifre-n.133.4.18,ref-sifre-n.133.4.30,מה שם האמור להלן נחלה אף שם האמור כאן נחלה ומה שם האמור,מה שם האמור להלן נחלה אף שם האמור כאן נחלה ומה שם האמור,3,3,1808,1808.0,313,313.0,0.0,0.0,13,מה שם האמור להלן נחלה אף שם האמור כאן נחלה ומה שם האמור,4050000273,13,13
ref-sifra.3.4-00.9.30-ref-sifra.3.4-00.9.43,ref-sifre-n.14.1.85-ref-sifre-n.14.1.98,104003,104077,ref-sifra.3.4-00.9.30,ref-sifra.3.4-00.9.43,25139,25208,ref-sifre-n.14.1.85,ref-sifre-n.14.1.98,ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן ,ונאמר להלן אלה מה אלה האמורה כאן עשה שבועה כאלה אף אלה האמורה להלן ,14,1,174,167.0,318,318.0,0.4411764705882353,0.5833333333333333,6,ונאמר להלן מה כאן אף להלן,4050000274,14,14
ref-sifra.3.4-00.9.30-ref-sifra.3.4-00.9.45,ref-sifre-n.16.1.21-ref-sifre-n.16.1.36,104003,104086,ref-sifra.3.4-00.9.30,ref-sifra.3.4-00.9.45,27047,27127,ref-sifre-n.16.1.21,ref-sifre-n.16.1.36,ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן פרט לכל ,ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,16,6,226,183.0,321,318.0,0.4473684210526316,0.5,5,ונאמר להלן מה האמור להלן,4050000275,16,16
ref-sifra.3.4-00.9.30-ref-sifra.3.4-00.9.43,ref-sifre-n.65.1.114-ref-sifre-n.65.1.127,104003,104077,ref-sifra.3.4-00.9.30,ref-sifra.3.4-00.9.43,89375,89448,ref-sifre-n.65.1.114,ref-sifre-n.65.1.127,ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן ,ונאמר להלן במועדו מה מועדו האמור כאן דוחה את השבת אף מועדו האמור להלן ,14,2,796,784.0,319,318.0,0.3571428571428571,0.5833333333333333,7,ונאמר להלן מה כאן אף האמור להלן,4050000276,14,14
ref-sifra.3.4-00.9.30-ref-sifra.3.4-00.9.43,ref-sifre-n.129.1.65-ref-sifre-n.129.1.79,104003,104077,ref-sifra.3.4-00.9.30,ref-sifra.3.4-00.9.43,225083,225164,ref-sifre-n.129.1.65,ref-sifre-n.129.1.79,ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן ,ונאמר להלן טהור מה טהור האמור כאן טמא לתרומה וטהור לחטאת אף טהור האמור להלן ,14,6,1693,1688.0,320,318.0,0.4473684210526316,0.6153846153846154,7,ונאמר להלן מה כאן אף האמור להלן,4050000277,14,15
ref-sifra.3.4-00.14.5-ref-sifra.3.4-00.14.19,ref-sifre-n.111.2.33-ref-sifre-n.111.2.47,104788,104866,ref-sifra.3.4-00.14.5,ref-sifra.3.4-00.14.19,161330,161407,ref-sifre-n.111.2.33,ref-sifre-n.111.2.47,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו דין שמביא פר,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו דין שמביא פר,15,15,1115,1115.0,323,323.0,0.0,0.0,15,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו דין שמביא פר,4050000278,15,15
ref-sifra.3.4-00.14.4-ref-sifra.3.4-00.14.16,ref-sifre-n.111.3.172-ref-sifre-n.111.3.178,104782,104854,ref-sifra.3.4-00.14.4,ref-sifra.3.4-00.14.16,162562,162597,ref-sifre-n.111.3.172,ref-sifre-n.111.3.178,שבטים מביאין שני פרים חטאו שלשה מביאין שלשה ושאר שבטים שלא חטאו מביאין ,שבט מביא פר ושאר כל השבטים מביאים ,7,7,1120,1120.0,322,322.0,0.5774647887323944,0.8461538461538461,1,ושאר,4050000279,13,7
ref-sifra.3.4-00.15.6-ref-sifra.3.4-00.15.14,ref-sifre-n.111.2.33-ref-sifre-n.111.2.42,104986,105035,ref-sifra.3.4-00.15.6,ref-sifra.3.4-00.15.14,161330,161381,ref-sifre-n.111.2.33,ref-sifre-n.111.2.42,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,10,10,1114,1114.0,325,325.0,0.0,0.0,10,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,4050000280,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,5,1,100,79.0,345,327.0,0.3770491803278688,0.5,6,כאן ונאמר להלן מה להלן כאן,4050000281,14,11
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.12.1.11-ref-sifre-n.12.1.20,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,23299,23353,ref-sifre-n.12.1.11,ref-sifre-n.12.1.20,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן ,1,1,117,113.0,327,327.0,0.3396226415094339,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000282,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.16.1.18-ref-sifre-n.16.1.27,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,27032,27085,ref-sifre-n.16.1.18,ref-sifre-n.16.1.27,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן ,1,1,188,183.0,328,327.0,0.2857142857142857,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000283,10,10
ref-sifra.3.4-00.15.18-ref-sifra.3.4-00.15.26,ref-sifre-n.22.1.193-ref-sifre-n.22.1.201,105057,105097,ref-sifra.3.4-00.15.18,ref-sifra.3.4-00.15.26,33512,33561,ref-sifre-n.22.1.193,ref-sifre-n.22.1.201,כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן ,9,9,245,243.0,348,327.0,0.2916666666666667,0.3333333333333333,5,כאן ונאמר להלן מה להלן,4050000284,9,9
ref-sifra.3.4-00.15.18-ref-sifra.3.4-00.15.26,ref-sifre-n.25.1.406-ref-sifre-n.25.1.414,105057,105097,ref-sifra.3.4-00.15.18,ref-sifra.3.4-00.15.26,41592,41637,ref-sifre-n.25.1.406,ref-sifre-n.25.1.414,כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן ,9,9,302,295.0,349,327.0,0.2954545454545454,0.3333333333333333,5,כאן ונאמר להלן מה להלן,4050000285,9,9
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.25.1.643-ref-sifre-n.25.1.652,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,42856,42906,ref-sifre-n.25.1.643,ref-sifre-n.25.1.652,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,341,340.0,329,327.0,0.2857142857142857,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000286,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,1,1,407,406.0,330,327.0,0.2391304347826087,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000287,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,48822,48875,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,1,1,481,473.0,331,327.0,0.3269230769230769,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000288,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.30.1.833-ref-sifre-n.30.1.842,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,53469,53519,ref-sifre-n.30.1.833,ref-sifre-n.30.1.842,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,546,545.0,332,327.0,0.2857142857142857,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000289,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.31.3.323-ref-sifre-n.31.3.332,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,57211,57261,ref-sifre-n.31.3.323,ref-sifre-n.31.3.332,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,593,592.0,333,327.0,0.2857142857142857,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000290,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.39.1.88-ref-sifre-n.39.1.97,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,62788,62839,ref-sifre-n.39.1.88,ref-sifre-n.39.1.97,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן ,1,4,650,650.0,334,327.0,0.3,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000291,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.73.2.58-ref-sifre-n.73.2.67,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,98021,98075,ref-sifre-n.73.2.58,ref-sifre-n.73.2.67,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,1,1,818,817.0,335,327.0,0.3396226415094339,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000292,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.73.2.136-ref-sifre-n.73.2.145,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,98432,98486,ref-sifre-n.73.2.136,ref-sifre-n.73.2.145,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,1,1,862,857.0,336,327.0,0.3396226415094339,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000293,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,99689,99742,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,1,1,905,899.0,337,327.0,0.2692307692307692,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000294,10,10
ref-sifra.3.4-00.15.18-ref-sifra.3.4-00.15.26,ref-sifre-n.110.1.111-ref-sifre-n.110.1.120,105057,105097,ref-sifra.3.4-00.15.18,ref-sifra.3.4-00.15.26,156758,156805,ref-sifre-n.110.1.111,ref-sifre-n.110.1.120,כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן ,9,1,1037,1037.0,350,327.0,0.3260869565217391,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000295,9,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.113.1.59-ref-sifre-n.113.1.68,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,167764,167814,ref-sifre-n.113.1.59,ref-sifre-n.113.1.68,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן ,1,2,1133,1133.0,338,327.0,0.2857142857142857,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4050000296,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,1,1,1212,1212.0,346,346.0,0.0,0.0,14,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,4050000297,16,16
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.124.1.255-ref-sifre-n.124.1.266,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,212021,212085,ref-sifre-n.124.1.255,ref-sifre-n.124.1.266,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ,1,1,1451,1450.0,339,327.0,0.3968253968253968,0.5555555555555556,4,כאן להלן מה להלן,4050000298,10,12
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.127.5.22-ref-sifre-n.127.5.33,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,223948,224004,ref-sifre-n.127.5.22,ref-sifre-n.127.5.33,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ,1,1,1634,1629.0,340,327.0,0.3333333333333333,0.5,5,כאן ונאמר להלן מה להלן,4050000299,10,12
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-sifre-n.128.2.2-ref-sifre-n.128.2.13,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,224593,224657,ref-sifre-n.128.2.2,ref-sifre-n.128.2.13,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ,1,1,1659,1657.0,341,327.0,0.3968253968253968,0.5555555555555556,4,כאן להלן מה להלן,4050000300,10,12
